total,used,free,log_time
3.6Gi,3.0Mi,3.6Gi,3.0609920024871826
3.6Gi,3.0Mi,3.6Gi,4.847166061401367
3.6Gi,3.0Mi,3.6Gi,6.326372385025024
3.6Gi,3.0Mi,3.6Gi,7.791120290756226
3.6Gi,3.0Mi,3.6Gi,9.239753246307373
3.6Gi,3.0Mi,3.6Gi,11.174098491668701
3.6Gi,3.0Mi,3.6Gi,13.551003456115723
3.6Gi,3.0Mi,3.6Gi,15.674881219863892
3.6Gi,3.0Mi,3.6Gi,17.252495288848877
3.6Gi,3.0Mi,3.6Gi,18.696252584457397
3.6Gi,3.0Mi,3.6Gi,20.317190408706665
3.6Gi,3.0Mi,3.6Gi,21.748904943466187
3.6Gi,3.0Mi,3.6Gi,23.110473155975342
3.6Gi,3.0Mi,3.6Gi,24.554117441177368
3.6Gi,3.0Mi,3.6Gi,26.229694604873657
3.6Gi,3.0Mi,3.6Gi,28.06942057609558
3.6Gi,3.0Mi,3.6Gi,30.794389486312866
3.6Gi,3.0Mi,3.6Gi,32.842063665390015
3.6Gi,3.0Mi,3.6Gi,35.545963764190674
3.6Gi,3.0Mi,3.6Gi,38.01747918128967
3.6Gi,3.0Mi,3.6Gi,40.48144578933716
3.6Gi,3.0Mi,3.6Gi,43.15144109725952
3.6Gi,3.0Mi,3.6Gi,45.647202253341675
3.6Gi,3.0Mi,3.6Gi,48.001572132110596
3.6Gi,3.0Mi,3.6Gi,50.71228504180908
