total,used,free,log_time
3.6Gi,0B,3.6Gi,2.431861400604248
3.6Gi,0B,3.6Gi,3.882671356201172
3.6Gi,0B,3.6Gi,5.424042463302612
3.6Gi,0B,3.6Gi,6.813041925430298
3.6Gi,0B,3.6Gi,8.123032331466675
3.6Gi,0B,3.6Gi,9.381548643112183
3.6Gi,0B,3.6Gi,10.837491750717163
3.6Gi,0B,3.6Gi,12.298818111419678
3.6Gi,0B,3.6Gi,13.760902881622314
3.6Gi,0B,3.6Gi,15.329167366027832
3.6Gi,0B,3.6Gi,16.59131908416748
3.6Gi,0B,3.6Gi,17.775057315826416
3.6Gi,0B,3.6Gi,18.95741367340088
3.6Gi,0B,3.6Gi,20.13971471786499
3.6Gi,0B,3.6Gi,21.708853244781494
3.6Gi,0B,3.6Gi,23.522136211395264
3.6Gi,0B,3.6Gi,24.842405319213867
3.6Gi,0B,3.6Gi,26.462908506393433
3.6Gi,0B,3.6Gi,27.799043655395508
3.6Gi,0B,3.6Gi,28.981228590011597
3.6Gi,0B,3.6Gi,30.126822471618652
3.6Gi,0B,3.6Gi,31.256664037704468
3.6Gi,0B,3.6Gi,32.47888398170471
3.6Gi,0B,3.6Gi,33.73779082298279
3.6Gi,0B,3.6Gi,34.88976526260376
3.6Gi,0B,3.6Gi,36.024728298187256
3.6Gi,0B,3.6Gi,37.16875457763672
3.6Gi,0B,3.6Gi,38.31490135192871
3.6Gi,0B,3.6Gi,39.4506254196167
3.6Gi,0B,3.6Gi,40.589548110961914
3.6Gi,0B,3.6Gi,41.71866846084595
3.6Gi,0B,3.6Gi,42.85624837875366
3.6Gi,0B,3.6Gi,44.01138353347778
3.6Gi,0B,3.6Gi,45.139946699142456
3.6Gi,0B,3.6Gi,46.2710382938385
3.6Gi,0B,3.6Gi,47.45494866371155
3.6Gi,0B,3.6Gi,48.64683485031128
3.6Gi,0B,3.6Gi,49.796016216278076
3.6Gi,0B,3.6Gi,50.92787575721741
3.6Gi,0B,3.6Gi,52.074782371520996
3.6Gi,0B,3.6Gi,53.20833349227905
3.6Gi,0B,3.6Gi,54.35259461402893
3.6Gi,0B,3.6Gi,55.49466848373413
3.6Gi,0B,3.6Gi,56.63871455192566
3.6Gi,0B,3.6Gi,57.793890714645386
3.6Gi,0B,3.6Gi,58.954081296920776
3.6Gi,0B,3.6Gi,60.11944532394409
3.6Gi,0B,3.6Gi,61.24139404296875
3.6Gi,0B,3.6Gi,62.474401235580444
3.6Gi,0B,3.6Gi,63.60511326789856
3.6Gi,0B,3.6Gi,64.7498791217804
3.6Gi,0B,3.6Gi,65.88524985313416
3.6Gi,0B,3.6Gi,67.01180028915405
3.6Gi,0B,3.6Gi,68.14382123947144
3.6Gi,0B,3.6Gi,69.27360701560974
3.6Gi,0B,3.6Gi,70.4169020652771
3.6Gi,0B,3.6Gi,71.54810881614685
3.6Gi,0B,3.6Gi,72.67816638946533
3.6Gi,0B,3.6Gi,73.82132935523987
3.6Gi,0B,3.6Gi,74.95757460594177
3.6Gi,0B,3.6Gi,76.18112063407898
3.6Gi,0B,3.6Gi,77.33305335044861
3.6Gi,0B,3.6Gi,78.47786235809326
3.6Gi,0B,3.6Gi,79.61812281608582
3.6Gi,0B,3.6Gi,80.78682160377502
3.6Gi,0B,3.6Gi,81.92743062973022
3.6Gi,0B,3.6Gi,83.05115962028503
3.6Gi,0B,3.6Gi,84.18241286277771
3.6Gi,0B,3.6Gi,85.31035423278809
3.6Gi,0B,3.6Gi,86.44551491737366
3.6Gi,0B,3.6Gi,87.6686270236969
3.6Gi,0B,3.6Gi,88.87552523612976
3.6Gi,0B,3.6Gi,90.01093196868896
3.6Gi,0B,3.6Gi,91.15618753433228
3.6Gi,0B,3.6Gi,92.3343551158905
3.6Gi,0B,3.6Gi,93.51166868209839
3.6Gi,0B,3.6Gi,94.64536690711975
3.6Gi,0B,3.6Gi,95.77135109901428
3.6Gi,0B,3.6Gi,96.91410636901855
3.6Gi,0B,3.6Gi,98.05961728096008
3.6Gi,0B,3.6Gi,99.18770265579224
3.6Gi,0B,3.6Gi,100.33601117134094
3.6Gi,0B,3.6Gi,101.52694129943848
3.6Gi,0B,3.6Gi,102.72264814376831
3.6Gi,0B,3.6Gi,103.86558055877686
3.6Gi,0B,3.6Gi,105.04550337791443
3.6Gi,0B,3.6Gi,106.19008278846741
3.6Gi,0B,3.6Gi,107.36124205589294
3.6Gi,0B,3.6Gi,108.55454468727112
3.6Gi,0B,3.6Gi,109.70510458946228
3.6Gi,0B,3.6Gi,110.88433003425598
3.6Gi,0B,3.6Gi,112.28804802894592
3.6Gi,0B,3.6Gi,113.7340075969696
3.6Gi,0B,3.6Gi,115.18026375770569
3.6Gi,0B,3.6Gi,116.87035870552063
3.6Gi,0B,3.6Gi,118.4469826221466
3.6Gi,0B,3.6Gi,119.8691577911377
3.6Gi,0B,3.6Gi,121.28416562080383
3.6Gi,0B,3.6Gi,122.64668679237366
3.6Gi,0B,3.6Gi,123.96365308761597
3.6Gi,0B,3.6Gi,125.37778973579407
3.6Gi,0B,3.6Gi,126.86277365684509
3.6Gi,0B,3.6Gi,128.41603326797485
3.6Gi,0B,3.6Gi,129.70840907096863
