files,directories,resident_pages,resident_pages_size,resident_pages_%,elapsed,redundant,log_time
23080,1,0/722637,0/2G,0%,1.1725,seconds,20.257384777069092
23080,1,0/722637,0/2G,0%,1.4309,seconds,23.035714864730835
23080,1,20156/722637,78M/2G,2.79%,0.70614,seconds,130.01629042625427
