files,directories,resident_pages,resident_pages_size,resident_pages_%,elapsed,redundant,log_time
23080,1,22419/722637,87M/2G,3.1%,2.5052,seconds,54.96879959106445
23080,1,0/722637,0/2G,0%,0.95028,seconds,57.12713170051575
23080,1,19935/722637,77M/2G,2.76%,0.68455,seconds,180.41383838653564
