total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.0Gi,2.8Gi,20Mi,2.4Gi,4.9Gi,2.954105854034424
7.2Gi,2.0Gi,2.8Gi,20Mi,2.4Gi,4.9Gi,4.590759515762329
7.2Gi,2.1Gi,2.7Gi,20Mi,2.4Gi,4.8Gi,5.971078872680664
7.2Gi,2.2Gi,2.6Gi,20Mi,2.4Gi,4.8Gi,7.34035062789917
7.2Gi,2.3Gi,2.5Gi,20Mi,2.4Gi,4.7Gi,8.730018138885498
7.2Gi,2.4Gi,2.4Gi,20Mi,2.4Gi,4.6Gi,10.227204084396362
7.2Gi,2.4Gi,2.3Gi,20Mi,2.4Gi,4.5Gi,11.701229095458984
7.2Gi,2.5Gi,2.3Gi,20Mi,2.4Gi,4.4Gi,13.2235107421875
7.2Gi,2.6Gi,2.2Gi,20Mi,2.4Gi,4.4Gi,15.003931045532227
7.2Gi,2.7Gi,2.1Gi,57Mi,2.4Gi,4.2Gi,17.225541591644287
7.2Gi,2.8Gi,1.9Gi,93Mi,2.5Gi,4.1Gi,18.95220685005188
7.2Gi,3.0Gi,1.7Gi,103Mi,2.5Gi,3.9Gi,20.62679624557495
7.2Gi,3.1Gi,1.6Gi,103Mi,2.5Gi,3.8Gi,22.08819818496704
7.2Gi,3.2Gi,1.5Gi,103Mi,2.5Gi,3.6Gi,23.534660577774048
7.2Gi,3.3Gi,1.4Gi,103Mi,2.5Gi,3.6Gi,25.041734218597412
7.2Gi,3.3Gi,1.4Gi,103Mi,2.5Gi,3.5Gi,26.529677152633667
7.2Gi,3.4Gi,1.3Gi,103Mi,2.5Gi,3.4Gi,28.02871608734131
7.2Gi,3.6Gi,1.1Gi,103Mi,2.5Gi,3.3Gi,29.526418685913086
7.2Gi,3.7Gi,1.0Gi,103Mi,2.5Gi,3.2Gi,31.09200167655945
7.2Gi,3.8Gi,911Mi,103Mi,2.5Gi,3.0Gi,32.66073679924011
7.2Gi,4.1Gi,647Mi,103Mi,2.5Gi,2.8Gi,34.03936004638672
7.2Gi,4.3Gi,391Mi,103Mi,2.5Gi,2.5Gi,35.67482113838196
7.2Gi,4.4Gi,328Mi,103Mi,2.5Gi,2.5Gi,37.03395986557007
7.2Gi,4.6Gi,114Mi,75Mi,2.4Gi,2.3Gi,38.894468545913696
7.2Gi,4.6Gi,138Mi,66Mi,2.4Gi,2.3Gi,41.128445625305176
7.2Gi,4.6Gi,121Mi,57Mi,2.4Gi,2.3Gi,43.61355447769165
7.2Gi,4.6Gi,125Mi,57Mi,2.4Gi,2.3Gi,45.73560643196106
7.2Gi,4.6Gi,120Mi,66Mi,2.4Gi,2.3Gi,47.80844569206238
7.2Gi,4.6Gi,125Mi,57Mi,2.4Gi,2.3Gi,50.04446816444397
7.2Gi,4.6Gi,143Mi,38Mi,2.4Gi,2.3Gi,52.799593687057495
7.2Gi,4.6Gi,125Mi,57Mi,2.4Gi,2.3Gi,55.342565059661865
7.2Gi,4.6Gi,121Mi,61Mi,2.4Gi,2.3Gi,57.8417603969574
