total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,4.2156524658203125
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,6.187614440917969
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,8.189059019088745
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,9.827439308166504
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,12.0534987449646
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,14.024733066558838
7.2Gi,2.2Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,15.628092288970947
7.2Gi,2.3Gi,2.8Gi,20Mi,2.0Gi,4.6Gi,17.418816566467285
7.2Gi,2.5Gi,2.7Gi,20Mi,2.0Gi,4.5Gi,19.155179738998413
7.2Gi,2.6Gi,2.6Gi,20Mi,2.0Gi,4.4Gi,20.84318995475769
7.2Gi,2.6Gi,3.9Gi,20Mi,677Mi,4.4Gi,22.666253089904785
7.2Gi,2.1Gi,4.5Gi,20Mi,577Mi,4.8Gi,24.90205407142639
7.2Gi,2.1Gi,4.5Gi,20Mi,586Mi,4.8Gi,26.478405475616455
7.2Gi,2.2Gi,4.4Gi,20Mi,598Mi,4.8Gi,27.914583206176758
7.2Gi,2.2Gi,4.3Gi,46Mi,632Mi,4.7Gi,29.897940397262573
7.2Gi,2.3Gi,4.2Gi,84Mi,701Mi,4.6Gi,32.2059051990509
7.2Gi,2.3Gi,4.2Gi,103Mi,738Mi,4.6Gi,33.81769299507141
7.2Gi,2.3Gi,4.1Gi,103Mi,766Mi,4.5Gi,35.18653893470764
7.2Gi,2.4Gi,4.0Gi,103Mi,785Mi,4.5Gi,36.63303518295288
7.2Gi,2.4Gi,4.0Gi,103Mi,817Mi,4.5Gi,37.991278886795044
7.2Gi,2.4Gi,3.9Gi,103Mi,836Mi,4.5Gi,39.2881178855896
7.2Gi,2.5Gi,3.9Gi,103Mi,857Mi,4.4Gi,40.66693425178528
7.2Gi,2.5Gi,3.8Gi,103Mi,879Mi,4.4Gi,42.029258012771606
7.2Gi,2.5Gi,3.8Gi,103Mi,895Mi,4.4Gi,43.396214962005615
7.2Gi,2.5Gi,3.7Gi,103Mi,915Mi,4.3Gi,44.769840240478516
7.2Gi,2.6Gi,3.7Gi,103Mi,935Mi,4.3Gi,46.20051121711731
7.2Gi,2.6Gi,3.6Gi,103Mi,957Mi,4.3Gi,47.59445905685425
7.2Gi,2.6Gi,3.6Gi,103Mi,972Mi,4.2Gi,48.90140175819397
7.2Gi,2.7Gi,3.5Gi,103Mi,988Mi,4.2Gi,50.343626737594604
7.2Gi,2.8Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,51.66266179084778
7.2Gi,2.8Gi,3.3Gi,103Mi,1.0Gi,4.1Gi,53.012083292007446
7.2Gi,2.9Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,54.37838411331177
7.2Gi,2.9Gi,3.2Gi,103Mi,1.0Gi,3.9Gi,55.65740489959717
7.2Gi,3.0Gi,3.1Gi,103Mi,1.0Gi,3.8Gi,57.24023938179016
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,58.820645570755005
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,60.191696882247925
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,61.49251198768616
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.8Gi,62.909141540527344
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.7Gi,64.23631882667542
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.7Gi,65.59076738357544
7.2Gi,3.1Gi,2.9Gi,103Mi,1.2Gi,3.7Gi,66.91592860221863
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,68.3031497001648
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,69.64150094985962
7.2Gi,3.2Gi,2.7Gi,103Mi,1.2Gi,3.6Gi,70.95442581176758
7.2Gi,3.2Gi,2.7Gi,103Mi,1.2Gi,3.6Gi,72.25781226158142
7.2Gi,3.2Gi,2.7Gi,103Mi,1.3Gi,3.6Gi,73.66476106643677
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,74.99268507957458
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,76.50769519805908
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,77.82670950889587
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,79.1659984588623
7.2Gi,3.3Gi,2.6Gi,103Mi,1.4Gi,3.6Gi,80.49133276939392
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,81.82407474517822
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,83.13666796684265
7.2Gi,3.3Gi,2.4Gi,103Mi,1.4Gi,3.6Gi,84.49153566360474
7.2Gi,3.3Gi,2.4Gi,103Mi,1.4Gi,3.6Gi,85.75966310501099
7.2Gi,3.3Gi,2.4Gi,103Mi,1.4Gi,3.5Gi,87.11470580101013
7.2Gi,3.3Gi,2.4Gi,103Mi,1.4Gi,3.5Gi,88.5064287185669
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.5Gi,89.84052562713623
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,91.15394353866577
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,92.62412881851196
7.2Gi,3.4Gi,2.2Gi,103Mi,1.5Gi,3.4Gi,94.02253890037537
7.2Gi,3.5Gi,2.2Gi,103Mi,1.5Gi,3.4Gi,95.59938430786133
7.2Gi,3.5Gi,2.2Gi,103Mi,1.5Gi,3.4Gi,96.87896084785461
7.2Gi,3.5Gi,2.1Gi,103Mi,1.6Gi,3.4Gi,98.31396222114563
7.2Gi,3.5Gi,2.1Gi,103Mi,1.6Gi,3.4Gi,99.66470217704773
7.2Gi,3.5Gi,2.1Gi,103Mi,1.6Gi,3.3Gi,101.01168894767761
7.2Gi,3.6Gi,2.0Gi,103Mi,1.6Gi,3.3Gi,102.44545817375183
7.2Gi,3.6Gi,2.0Gi,103Mi,1.6Gi,3.3Gi,103.8007276058197
7.2Gi,3.6Gi,1.9Gi,103Mi,1.6Gi,3.2Gi,105.29816722869873
7.2Gi,3.7Gi,1.8Gi,103Mi,1.6Gi,3.2Gi,106.59543538093567
7.2Gi,3.7Gi,1.8Gi,103Mi,1.6Gi,3.2Gi,108.16857528686523
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,109.52379441261292
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,110.82613754272461
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,112.15986633300781
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,113.49117374420166
7.2Gi,3.8Gi,1.6Gi,103Mi,1.7Gi,3.0Gi,114.8951735496521
7.2Gi,3.9Gi,1.5Gi,103Mi,1.7Gi,3.0Gi,116.23271346092224
7.2Gi,4.4Gi,1.1Gi,103Mi,1.7Gi,2.5Gi,117.64257550239563
