cores,cpu,gpu,mem,observed_time,bs,observed_power
12,1344000,318750000,3199000000,25.974703788757324,1.0,17.771
4,1344000,522750000,665600000,32.558335304260254,1.0,15.152
4,1344000,522750000,2133000000,28.6812801361084,1.0,16.0045
4,1344000,522750000,3199000000,26.018815994262695,1.0,17.861
8,1344000,522750000,665600000,30.01535987854004,1.0,16.154
8,1344000,522750000,2133000000,25.812560081481934,1.0,16.557
8,1344000,522750000,3199000000,24.969168663024902,1.0,17.76
12,1344000,522750000,665600000,28.6419038772583,1.0,16.154
12,1344000,522750000,2133000000,25.703551292419434,1.0,17.108
12,1344000,522750000,3199000000,25.097759246826172,1.0,17.8605
4,1344000,726750000,665600000,33.23731231689453,1.0,16.051
4,1344000,726750000,2133000000,28.584111213684082,1.0,16.7565
4,1344000,726750000,3199000000,25.7882080078125,1.0,17.8575
8,1344000,726750000,665600000,28.915056228637695,1.0,16.552
8,1344000,726750000,2133000000,26.385663986206055,1.0,17.4075
8,1344000,726750000,3199000000,24.808496475219727,1.0,18.559
12,1344000,726750000,665600000,29.146207809448242,1.0,16.8565
12,1344000,726750000,2133000000,25.849743843078613,1.0,17.456
12,1344000,726750000,3199000000,24.55740737915039,1.0,18.9125
4,1344000,930750000,665600000,32.34142303466797,1.0,16.552
4,1344000,930750000,2133000000,27.38148784637451,1.0,17.759
4,1344000,930750000,3199000000,27.152000427246094,1.0,19.0605
8,1344000,930750000,665600000,29.44167995452881,1.0,17.056
8,1344000,930750000,2133000000,26.063359260559082,1.0,18.1575
8,1344000,930750000,3199000000,26.566543579101562,1.0,19.062
12,1344000,930750000,665600000,29.940815925598145,1.0,17.0035
12,1344000,930750000,2133000000,25.906335830688477,1.0,18.208
12,1344000,930750000,3199000000,24.72488021850586,1.0,19.361
4,1344000,1134750000,665600000,32.10233688354492,1.0,18.457
4,1344000,1134750000,2133000000,27.80617618560791,1.0,19.413
4,1344000,1134750000,3199000000,26.759296417236328,1.0,19.4605
8,1344000,1134750000,665600000,29.20518398284912,1.0,18.258
8,1344000,1134750000,2133000000,28.301136016845703,1.0,18.8085
8,1344000,1134750000,3199000000,24.821871757507324,1.0,20.0615
12,1344000,1134750000,665600000,29.744640350341797,1.0,18.2565
12,1344000,1134750000,2133000000,26.572495460510254,1.0,19.11
12,1344000,1134750000,3199000000,25.057567596435547,1.0,20.2625
4,1344000,1300500000,665600000,32.95350456237793,1.0,19.4585
4,1344000,1300500000,2133000000,29.78670310974121,1.0,19.81
4,1344000,1300500000,3199000000,26.73863983154297,1.0,21.418
8,1344000,1300500000,665600000,29.450719833374023,1.0,19.659
8,1344000,1300500000,2133000000,25.94384002685547,1.0,20.2615
8,1344000,1300500000,3199000000,26.801039695739746,1.0,21.566
12,1344000,1300500000,665600000,29.147631645202637,1.0,19.8595
12,1344000,1300500000,2133000000,26.18006420135498,1.0,20.2615
12,1344000,1300500000,3199000000,26.920751571655273,1.0,21.315
4,1651200,114750000,665600000,51.78033447265625,1.0,13.645
4,1651200,114750000,2133000000,49.939903259277344,1.0,15.655
4,1651200,114750000,3199000000,49.2219352722168,1.0,15.963
8,1651200,114750000,665600000,51.110273361206055,1.0,14.953
8,1651200,114750000,2133000000,49.734880447387695,1.0,15.5525
8,1651200,114750000,3199000000,49.24526405334473,1.0,16.369
12,1651200,114750000,665600000,51.187007904052734,1.0,14.551
12,1651200,114750000,2133000000,49.72158432006836,1.0,15.555
12,1651200,114750000,3199000000,49.07222366333008,1.0,16.369
4,1651200,318750000,665600000,27.36411190032959,1.0,15.756
4,1651200,318750000,2133000000,25.469743728637695,1.0,17.369
4,1651200,318750000,3199000000,23.078368186950684,1.0,18.4765
8,1651200,318750000,665600000,27.05419158935547,1.0,16.358
8,1651200,318750000,2133000000,24.210512161254883,1.0,17.462
8,1651200,318750000,3199000000,22.58672046661377,1.0,19.1285
12,1651200,318750000,665600000,26.325631141662598,1.0,16.3075
12,1651200,318750000,2133000000,23.469663619995117,1.0,17.768
12,1651200,318750000,3199000000,22.234607696533203,1.0,19.1775
4,1651200,522750000,665600000,26.07761573791504,1.0,16.0065
4,1651200,522750000,2133000000,22.63643169403076,1.0,17.456
4,1651200,522750000,3199000000,21.469487190246582,1.0,18.765
8,1651200,522750000,665600000,25.53644847869873,1.0,16.6585
8,1651200,522750000,2133000000,22.053536415100098,1.0,18.1625
8,1651200,522750000,3199000000,20.65839958190918,1.0,19.1645
12,1651200,522750000,665600000,25.029839515686035,1.0,16.958
12,1651200,522750000,2133000000,20.872575759887695,1.0,18.214
12,1651200,522750000,3199000000,20.53668785095215,1.0,19.4645
4,1651200,726750000,665600000,27.351887702941895,1.0,16.558
4,1651200,726750000,2133000000,23.444368362426758,1.0,17.957
4,1651200,726750000,3199000000,22.781519889831543,1.0,19.0105
8,1651200,726750000,665600000,25.329663276672363,1.0,17.559
8,1651200,726750000,2133000000,21.710463523864746,1.0,18.4615
8,1651200,726750000,3199000000,20.741952896118164,1.0,19.714
12,1651200,726750000,665600000,25.14470386505127,1.0,17.2065
12,1651200,726750000,2133000000,21.885263442993164,1.0,18.662
12,1651200,726750000,3199000000,20.303983688354492,1.0,19.1625
4,1651200,930750000,665600000,27.99998378753662,1.0,16.9545
4,1651200,930750000,2133000000,23.926575660705566,1.0,19.163
4,1651200,930750000,3199000000,20.90987205505371,1.0,20.2675
8,1651200,930750000,665600000,25.2567195892334,1.0,18.36
8,1651200,930750000,2133000000,21.98044776916504,1.0,18.66
8,1651200,930750000,3199000000,22.30612850189209,1.0,20.1135
12,1651200,930750000,665600000,24.94150447845459,1.0,17.958
12,1651200,930750000,2133000000,21.6810245513916,1.0,19.6125
12,1651200,930750000,3199000000,20.93286418914795,1.0,20.865
4,1651200,1134750000,665600000,26.652463912963867,1.0,18.8585
4,1651200,1134750000,2133000000,23.54806423187256,1.0,19.764
4,1651200,1134750000,3199000000,21.06982421875,1.0,21.318
8,1651200,1134750000,665600000,25.76908779144287,1.0,19.462
8,1651200,1134750000,2133000000,21.576687812805176,1.0,20.6175
8,1651200,1134750000,3199000000,20.755824089050293,1.0,21.27
12,1651200,1134750000,665600000,25.011343955993652,1.0,19.561
12,1651200,1134750000,2133000000,21.932432174682617,1.0,20.8155
12,1651200,1134750000,3199000000,20.56222438812256,1.0,21.967
4,1651200,1300500000,665600000,27.9103364944458,1.0,19.6595
4,1651200,1300500000,2133000000,22.093520164489746,1.0,21.2645
4,1651200,1300500000,3199000000,21.268879890441895,1.0,22.724
8,1651200,1300500000,665600000,25.062031745910645,1.0,20.8625
8,1651200,1300500000,2133000000,22.284143447875977,1.0,21.418
8,1651200,1300500000,3199000000,20.60696029663086,1.0,23.3255
12,1651200,1300500000,665600000,25.143248558044434,1.0,21.868
12,1651200,1300500000,2133000000,22.908991813659668,1.0,22.168
12,1651200,1300500000,3199000000,20.76144027709961,1.0,23.17
4,1958400,114750000,665600000,51.24855995178223,1.0,14.651
4,1958400,114750000,2133000000,49.61083221435547,1.0,15.655
4,1958400,114750000,3199000000,48.92020797729492,1.0,16.364
8,1958400,114750000,665600000,51.06238555908203,1.0,15.05
8,1958400,114750000,2133000000,49.448320388793945,1.0,15.954
8,1958400,114750000,3199000000,48.765695571899414,1.0,16.767
12,1958400,114750000,665600000,50.98899269104004,1.0,15.2505
12,1958400,114750000,2133000000,49.441598892211914,1.0,15.854
12,1958400,114750000,3199000000,48.776655197143555,1.0,17.167
4,1958400,318750000,665600000,25.952735900878906,1.0,16.5585
4,1958400,318750000,2133000000,21.498815536499023,1.0,17.967
4,1958400,318750000,3199000000,21.32868766784668,1.0,19.1285
8,1958400,318750000,665600000,25.10321617126465,1.0,16.7575
8,1958400,318750000,2133000000,21.16374397277832,1.0,17.918
8,1958400,318750000,3199000000,20.41494369506836,1.0,19.2775
12,1958400,318750000,665600000,24.84003257751465,1.0,17.6615
12,1958400,318750000,2133000000,21.62577533721924,1.0,19.0775
12,1958400,318750000,3199000000,20.18455982208252,1.0,19.2775
4,1958400,522750000,665600000,24.884575843811035,1.0,17.1585
4,1958400,522750000,2133000000,19.679967880249023,1.0,18.3605
4,1958400,522750000,3199000000,18.208927154541016,1.0,19.716
8,1958400,522750000,665600000,23.334256172180176,1.0,17.859
8,1958400,522750000,2133000000,19.047295570373535,1.0,18.2625
8,1958400,522750000,3199000000,18.11412811279297,1.0,20.672
12,1958400,522750000,665600000,23.942880630493164,1.0,17.7585
12,1958400,522750000,2133000000,19.639567375183105,1.0,19.2655
12,1958400,522750000,3199000000,18.190431594848633,1.0,20.574
4,1958400,726750000,665600000,25.380016326904297,1.0,17.207
4,1958400,726750000,2133000000,20.378527641296387,1.0,19.1625
4,1958400,726750000,3199000000,18.933152198791504,1.0,20.467
8,1958400,726750000,665600000,23.35923194885254,1.0,18.21
8,1958400,726750000,2133000000,19.654128074645996,1.0,19.464
8,1958400,726750000,3199000000,17.785807609558105,1.0,20.3175
12,1958400,726750000,665600000,22.758224487304688,1.0,18.3595
12,1958400,726750000,2133000000,18.195839881896973,1.0,20.0675
12,1958400,726750000,3199000000,17.65107250213623,1.0,20.668
4,1958400,930750000,665600000,24.858384132385254,1.0,18.7625
4,1958400,930750000,2133000000,19.531631469726562,1.0,19.311
4,1958400,930750000,3199000000,19.506848335266113,1.0,21.265
8,1958400,930750000,665600000,22.34780788421631,1.0,19.0635
8,1958400,930750000,2133000000,19.029135704040527,1.0,21.372
8,1958400,930750000,3199000000,18.012432098388672,1.0,20.665
12,1958400,930750000,665600000,23.343968391418457,1.0,19.161
12,1958400,930750000,2133000000,18.130240440368652,1.0,20.9685
12,1958400,930750000,3199000000,17.924976348876953,1.0,21.77
4,1958400,1134750000,665600000,23.26801586151123,1.0,18.961
4,1958400,1134750000,2133000000,19.115504264831543,1.0,21.5235
4,1958400,1134750000,3199000000,19.523072242736816,1.0,21.967
8,1958400,1134750000,665600000,22.837072372436523,1.0,20.461
8,1958400,1134750000,2133000000,19.269248008728027,1.0,21.7155
8,1958400,1134750000,3199000000,18.801695823669434,1.0,22.6185
12,1958400,1134750000,665600000,22.819168090820312,1.0,20.1625
12,1958400,1134750000,2133000000,17.799296379089355,1.0,21.915
12,1958400,1134750000,3199000000,17.6593599319458,1.0,23.822
4,1958400,1300500000,665600000,24.19649600982666,1.0,21.565
4,1958400,1300500000,2133000000,19.109408378601074,1.0,22.1665
4,1958400,1300500000,3199000000,17.904176712036133,1.0,23.2675
8,1958400,1300500000,665600000,22.70638370513916,1.0,22.2635
8,1958400,1300500000,2133000000,20.296735763549805,1.0,22.3665
8,1958400,1300500000,3199000000,17.653888702392578,1.0,23.7215
12,1958400,1300500000,665600000,22.780495643615723,1.0,22.213
12,1958400,1300500000,2133000000,18.337136268615723,1.0,22.913
12,1958400,1300500000,3199000000,17.265487670898438,1.0,25.1725
4,2201600,114750000,665600000,51.42340850830078,1.0,15.451
4,2201600,114750000,2133000000,49.61225700378418,1.0,16.1015
4,2201600,114750000,3199000000,48.84444808959961,1.0,17.171
8,2201600,114750000,665600000,50.98486328125,1.0,15.6525
8,2201600,114750000,2133000000,49.37486457824707,1.0,16.5575
8,2201600,114750000,3199000000,48.82953643798828,1.0,17.171
12,2201600,114750000,665600000,51.14561653137207,1.0,16.0545
12,2201600,114750000,2133000000,49.28878402709961,1.0,16.758
12,2201600,114750000,3199000000,48.67543983459473,1.0,17.471
4,2201600,318750000,665600000,23.787424087524414,1.0,17.3605
4,2201600,318750000,2133000000,20.84023952484131,1.0,18.9705
4,2201600,318750000,3199000000,19.08318328857422,1.0,19.678
8,2201600,318750000,665600000,23.153552055358887,1.0,18.0595
8,2201600,318750000,2133000000,20.016511917114258,1.0,19.02
8,2201600,318750000,3199000000,18.98243236541748,1.0,20.0795
12,2201600,318750000,665600000,23.148096084594727,1.0,18.9635
12,2201600,318750000,2133000000,20.58854389190674,1.0,21.334
12,2201600,318750000,3199000000,19.049951553344727,1.0,20.681
4,2201600,522750000,665600000,23.042624473571777,1.0,18.2125
4,2201600,522750000,2133000000,18.70457649230957,1.0,19.8265
4,2201600,522750000,3199000000,17.253727912902832,1.0,20.468
8,2201600,522750000,665600000,21.87664031982422,1.0,18.714
8,2201600,522750000,2133000000,17.829855918884277,1.0,19.916
8,2201600,522750000,3199000000,17.048240661621094,1.0,21.7805
12,2201600,522750000,665600000,21.790127754211426,1.0,19.062
12,2201600,522750000,2133000000,18.202143669128418,1.0,20.6205
12,2201600,522750000,3199000000,16.944543838500977,1.0,21.021
4,2201600,726750000,665600000,22.633471488952637,1.0,18.2595
4,2201600,726750000,2133000000,17.571231842041016,1.0,20.065
4,2201600,726750000,3199000000,17.29270362854004,1.0,21.3205
8,2201600,726750000,665600000,22.1800479888916,1.0,19.2615
8,2201600,726750000,2133000000,17.304240226745605,1.0,20.968
8,2201600,726750000,3199000000,16.240015983581543,1.0,22.071
12,2201600,726750000,665600000,21.520544052124023,1.0,19.962
12,2201600,726750000,2133000000,17.207311630249023,1.0,21.668
12,2201600,726750000,3199000000,16.43723201751709,1.0,22.67
4,2201600,930750000,665600000,22.817359924316406,1.0,19.309
4,2201600,930750000,2133000000,17.334943771362305,1.0,21.42
4,2201600,930750000,3199000000,16.659951210021973,1.0,21.0595
8,2201600,930750000,665600000,21.84990406036377,1.0,19.2595
8,2201600,930750000,2133000000,18.30465602874756,1.0,21.4155
8,2201600,930750000,3199000000,16.1494722366333,1.0,21.817
12,2201600,930750000,665600000,21.468127250671387,1.0,19.6105
12,2201600,930750000,2133000000,16.73550319671631,1.0,21.717
12,2201600,930750000,3199000000,15.914127826690674,1.0,23.32
4,2201600,1134750000,665600000,22.970064163208008,1.0,20.459
4,2201600,1134750000,2133000000,19.130576133728027,1.0,21.1655
4,2201600,1134750000,3199000000,16.196640014648438,1.0,23.12
8,2201600,1134750000,665600000,22.250608444213867,1.0,21.714
8,2201600,1134750000,2133000000,16.895359992980957,1.0,22.565
8,2201600,1134750000,3199000000,16.151567459106445,1.0,24.0195
12,2201600,1134750000,665600000,22.229056358337402,1.0,20.86
12,2201600,1134750000,2133000000,17.17910385131836,1.0,22.718
12,2201600,1134750000,3199000000,15.638911724090576,1.0,25.3735
4,2201600,1300500000,665600000,21.87996768951416,1.0,21.1585
4,2201600,1300500000,2133000000,17.829423904418945,1.0,22.9155
4,2201600,1300500000,3199000000,17.31328010559082,1.0,25.877
8,2201600,1300500000,665600000,20.99345588684082,1.0,19.856
8,2201600,1300500000,2133000000,17.407376289367676,1.0,25.074
8,2201600,1300500000,3199000000,16.200047492980957,1.0,25.523
12,2201600,1300500000,665600000,21.749040603637695,1.0,22.4635
12,2201600,1300500000,2133000000,16.48209571838379,1.0,23.8685
12,2201600,1300500000,3199000000,15.366144180297852,1.0,26.929
4,422400,114750000,665600000,167.57587432861328,4.0,13.948
4,422400,114750000,2133000000,163.81641387939453,4.0,14.851
4,422400,114750000,3199000000,162.05738830566406,4.0,15.564
8,422400,114750000,665600000,163.70294952392578,4.0,14.349
8,422400,114750000,2133000000,161.42566680908203,4.0,15.252
8,422400,114750000,3199000000,160.38604736328125,4.0,16.065
12,422400,114750000,665600000,163.74839782714844,4.0,14.349
12,422400,114750000,2133000000,161.20803833007812,4.0,15.252
