cores,cpu,gpu,mem,observed_time,bs,observed_power
12,1344000,726750000,665600000,237.41199493408203,1.0,20.676
12,1344000,726750000,2133000000,105.49894714355469,1.0,29.4045
12,1344000,726750000,3199000000,98.43204879760742,1.0,32.094
4,1344000,930750000,665600000,241.75513458251953,1.0,21.778
4,1344000,930750000,2133000000,84.50595092773438,1.0,43.333
4,1344000,930750000,3199000000,87.64368057250977,1.0,36.4045
8,1344000,930750000,665600000,231.7780303955078,1.0,22.179
8,1344000,930750000,2133000000,92.20774459838867,1.0,33.215
8,1344000,930750000,3199000000,86.46763229370117,1.0,37.006
12,1344000,930750000,665600000,224.98407745361328,1.0,22.38
12,1344000,930750000,2133000000,98.37278366088867,1.0,32.614
12,1344000,930750000,3199000000,89.42652893066406,1.0,37.608
4,1344000,1134750000,665600000,226.18463897705078,1.0,24.285
4,1344000,1134750000,2133000000,80.17049407958984,1.0,44.438
4,1344000,1134750000,3199000000,69.47945785522461,1.0,46.331
8,1344000,1134750000,665600000,230.95201873779297,1.0,24.285
8,1344000,1134750000,2133000000,83.29584121704102,1.0,39.025
8,1344000,1134750000,3199000000,68.14575958251953,1.0,46.331
12,1344000,1134750000,665600000,230.05587005615234,1.0,24.288
12,1344000,1134750000,2133000000,82.48499298095703,1.0,39.944
