cores,cpu,gpu,mem,observed_time,bs,observed_power
8,1344000,1300500000,665600000,32.76211166381836,1.0,15.954
8,1344000,1300500000,2133000000,29.90167999267578,1.0,16.958
8,1344000,1300500000,3199000000,28.471839904785156,1.0,17.557
12,1344000,1300500000,665600000,33.101423263549805,1.0,15.951
12,1344000,1300500000,2133000000,29.449359893798828,1.0,16.955
12,1344000,1300500000,3199000000,29.208831787109375,1.0,17.557
4,1651200,114750000,665600000,31.949135780334473,1.0,13.343
4,1651200,114750000,2133000000,27.6364803314209,1.0,14.65
4,1651200,114750000,3199000000,27.044368743896484,1.0,14.851
8,1651200,114750000,665600000,28.968048095703125,1.0,13.744
8,1651200,114750000,2133000000,27.629776000976562,1.0,14.648
8,1651200,114750000,3199000000,27.06174373626709,1.0,15.25
12,1651200,114750000,665600000,28.958895683288574,1.0,13.744
12,1651200,114750000,2133000000,27.49775981903076,1.0,14.648
12,1651200,114750000,3199000000,26.976719856262207,1.0,15.252
4,1651200,318750000,665600000,29.193984031677246,1.0,13.646
4,1651200,318750000,2133000000,25.24796772003174,1.0,17.356
4,1651200,318750000,3199000000,25.767024040222168,1.0,15.252
8,1651200,318750000,665600000,27.07155132293701,1.0,13.746
8,1651200,318750000,2133000000,27.00099277496338,1.0,14.549
8,1651200,318750000,3199000000,23.55473518371582,1.0,15.653
12,1651200,318750000,665600000,27.586336135864258,1.0,14.046
12,1651200,318750000,2133000000,24.401183128356934,1.0,14.549
12,1651200,318750000,3199000000,23.344799995422363,1.0,15.653
4,1651200,522750000,665600000,30.73207950592041,1.0,13.545
4,1651200,522750000,2133000000,26.47532844543457,1.0,16.955
4,1651200,522750000,3199000000,24.54520034790039,1.0,15.653
8,1651200,522750000,665600000,27.908592224121094,1.0,14.045
8,1651200,522750000,2133000000,24.57793617248535,1.0,14.95
8,1651200,522750000,3199000000,23.5709285736084,1.0,15.552
12,1651200,522750000,665600000,26.872112274169922,1.0,14.447
12,1651200,522750000,2133000000,23.94384002685547,1.0,14.948
12,1651200,522750000,3199000000,23.6440486907959,1.0,15.552
4,1651200,726750000,665600000,31.60950469970703,1.0,13.944
4,1651200,726750000,2133000000,26.541824340820312,1.0,16.955
4,1651200,726750000,3199000000,26.54963207244873,1.0,15.953
8,1651200,726750000,665600000,28.307744026184082,1.0,14.347
8,1651200,726750000,2133000000,25.30622386932373,1.0,15.348
8,1651200,726750000,3199000000,23.59324836730957,1.0,15.95
12,1651200,726750000,665600000,27.972288131713867,1.0,14.745
12,1651200,726750000,2133000000,25.22651195526123,1.0,15.351
12,1651200,726750000,3199000000,23.459599494934082,1.0,15.953
4,1651200,930750000,665600000,29.821824073791504,1.0,14.748
4,1651200,930750000,2133000000,26.710304260253906,1.0,17.352
4,1651200,930750000,3199000000,25.54259204864502,1.0,16.051
8,1651200,930750000,665600000,27.951151847839355,1.0,14.849
8,1651200,930750000,2133000000,25.829535484313965,1.0,15.749
8,1651200,930750000,3199000000,23.450511932373047,1.0,16.755
12,1651200,930750000,665600000,26.448623657226562,1.0,15.249
12,1651200,930750000,2133000000,24.583231925964355,1.0,15.752
12,1651200,930750000,3199000000,23.67705535888672,1.0,16.755
4,1651200,1134750000,665600000,30.037312507629395,1.0,15.55
4,1651200,1134750000,2133000000,26.565247535705566,1.0,16.955
4,1651200,1134750000,3199000000,24.376608848571777,1.0,16.755
8,1651200,1134750000,665600000,27.21947193145752,1.0,15.751
8,1651200,1134750000,2133000000,24.497376441955566,1.0,16.554
8,1651200,1134750000,3199000000,23.72214412689209,1.0,17.156
12,1651200,1134750000,665600000,27.91713523864746,1.0,16.051
12,1651200,1134750000,2133000000,23.793456077575684,1.0,16.554
12,1651200,1134750000,3199000000,23.32756805419922,1.0,17.557
4,1651200,1300500000,665600000,28.61684799194336,1.0,16.352
4,1651200,1300500000,2133000000,24.850111961364746,1.0,16.951
4,1651200,1300500000,3199000000,24.07167911529541,1.0,17.958
8,1651200,1300500000,665600000,27.85876750946045,1.0,16.453
8,1651200,1300500000,2133000000,25.31059169769287,1.0,17.352
8,1651200,1300500000,3199000000,23.074816703796387,1.0,18.355
12,1651200,1300500000,665600000,28.066783905029297,1.0,17.254
12,1651200,1300500000,2133000000,24.196816444396973,1.0,17.754
12,1651200,1300500000,3199000000,22.70729637145996,1.0,18.359
4,1958400,114750000,665600000,29.31503963470459,1.0,14.146
4,1958400,114750000,2133000000,27.679967880249023,1.0,15.051
4,1958400,114750000,3199000000,26.89072036743164,1.0,15.252
8,1958400,114750000,665600000,28.53200054168701,1.0,14.547
8,1958400,114750000,2133000000,27.480271339416504,1.0,14.949
8,1958400,114750000,3199000000,26.960655212402344,1.0,15.653
12,1958400,114750000,665600000,28.42614459991455,1.0,14.548
12,1958400,114750000,2133000000,27.314640045166016,1.0,15.35
12,1958400,114750000,3199000000,26.891615867614746,1.0,16.053
4,1958400,318750000,665600000,25.683088302612305,1.0,14.046
4,1958400,318750000,2133000000,24.2523832321167,1.0,18.157
4,1958400,318750000,3199000000,20.414671897888184,1.0,16.153
8,1958400,318750000,665600000,24.26191997528076,1.0,14.547
8,1958400,318750000,2133000000,22.191920280456543,1.0,15.451
8,1958400,318750000,3199000000,20.218591690063477,1.0,16.554
12,1958400,318750000,665600000,24.57870388031006,1.0,14.948
12,1958400,318750000,2133000000,21.44812774658203,1.0,15.952
12,1958400,318750000,3199000000,20.668736457824707,1.0,16.454
4,1958400,522750000,665600000,24.949935913085938,1.0,14.447
4,1958400,522750000,2133000000,22.511823654174805,1.0,18.158
4,1958400,522750000,3199000000,21.00601577758789,1.0,16.053
8,1958400,522750000,665600000,24.479536056518555,1.0,14.948
8,1958400,522750000,2133000000,21.411327362060547,1.0,15.35
8,1958400,522750000,3199000000,20.221343994140625,1.0,16.554
12,1958400,522750000,665600000,24.38152027130127,1.0,14.951
12,1958400,522750000,2133000000,21.255231857299805,1.0,15.751
12,1958400,522750000,3199000000,19.91268825531006,1.0,16.454
4,1958400,726750000,665600000,27.524816513061523,1.0,14.849
4,1958400,726750000,2133000000,22.644624710083008,1.0,18.157
4,1958400,726750000,3199000000,20.285200119018555,1.0,16.554
8,1958400,726750000,665600000,24.559712409973145,1.0,15.349
8,1958400,726750000,2133000000,21.620543479919434,1.0,15.752
8,1958400,726750000,3199000000,20.264016151428223,1.0,16.856
12,1958400,726750000,665600000,24.20468807220459,1.0,15.349
12,1958400,726750000,2133000000,20.670384407043457,1.0,16.253
12,1958400,726750000,3199000000,19.51166343688965,1.0,16.855
4,1958400,930750000,665600000,27.065471649169922,1.0,15.148
4,1958400,930750000,2133000000,21.78320026397705,1.0,18.157
4,1958400,930750000,3199000000,21.917871475219727,1.0,17.256
8,1958400,930750000,665600000,26.6089448928833,1.0,15.65
8,1958400,930750000,2133000000,20.47310447692871,1.0,16.553
8,1958400,930750000,3199000000,20.34654426574707,1.0,17.156
12,1958400,930750000,665600000,22.839856147766113,1.0,15.65
12,1958400,930750000,2133000000,20.45800018310547,1.0,16.553
12,1958400,930750000,3199000000,19.52673625946045,1.0,17.556
4,1958400,1134750000,665600000,26.97884750366211,1.0,16.051
4,1958400,1134750000,2133000000,23.66556739807129,1.0,18.157
4,1958400,1134750000,3199000000,20.276991844177246,1.0,18.058
8,1958400,1134750000,665600000,24.863327980041504,1.0,16.552
8,1958400,1134750000,2133000000,21.327407836914062,1.0,16.954
8,1958400,1134750000,3199000000,20.43387222290039,1.0,18.058
12,1958400,1134750000,665600000,22.820192337036133,1.0,16.453
12,1958400,1134750000,2133000000,20.604047775268555,1.0,17.355
12,1958400,1134750000,3199000000,20.21940803527832,1.0,18.358
4,1958400,1300500000,665600000,25.073311805725098,1.0,17.354
4,1958400,1300500000,2133000000,22.14894390106201,1.0,17.757
4,1958400,1300500000,3199000000,21.918543815612793,1.0,18.86
8,1958400,1300500000,665600000,24.735376358032227,1.0,17.755
8,1958400,1300500000,2133000000,20.55408000946045,1.0,18.158
8,1958400,1300500000,3199000000,19.948671340942383,1.0,19.261
12,1958400,1300500000,665600000,24.026368141174316,1.0,18.156
12,1958400,1300500000,2133000000,21.05009651184082,1.0,18.558
12,1958400,1300500000,3199000000,19.551487922668457,1.0,19.261
4,2201600,114750000,665600000,28.708608627319336,1.0,14.947
4,2201600,114750000,2133000000,27.618720054626465,1.0,15.451
4,2201600,114750000,3199000000,27.018320083618164,1.0,16.053
8,2201600,114750000,665600000,28.615967750549316,1.0,15.348
8,2201600,114750000,2133000000,27.360543251037598,1.0,15.851
8,2201600,114750000,3199000000,26.969552040100098,1.0,16.452
12,2201600,114750000,665600000,28.45350456237793,1.0,15.348
12,2201600,114750000,2133000000,27.359951972961426,1.0,16.252
12,2201600,114750000,3199000000,26.912256240844727,1.0,16.854
4,2201600,318750000,665600000,24.759727478027344,1.0,15.349
4,2201600,318750000,2133000000,21.268239974975586,1.0,19.158
4,2201600,318750000,3199000000,18.83348846435547,1.0,16.351
8,2201600,318750000,665600000,22.671263694763184,1.0,15.75
8,2201600,318750000,2133000000,20.07536029815674,1.0,16.754
8,2201600,318750000,3199000000,19.27841567993164,1.0,17.354
12,2201600,318750000,665600000,21.15015983581543,1.0,16.151
12,2201600,318750000,2133000000,19.347567558288574,1.0,17.155
12,2201600,318750000,3199000000,17.82817554473877,1.0,17.857
4,2201600,522750000,665600000,26.579248428344727,1.0,15.349
4,2201600,522750000,2133000000,21.25065517425537,1.0,19.06
4,2201600,522750000,3199000000,19.76308822631836,1.0,17.456
8,2201600,522750000,665600000,22.54360008239746,1.0,15.75
8,2201600,522750000,2133000000,20.141871452331543,1.0,16.754
8,2201600,522750000,3199000000,18.225695610046387,1.0,17.761
12,2201600,522750000,665600000,22.2673282623291,1.0,16.151
12,2201600,522750000,2133000000,18.69481658935547,1.0,17.155
12,2201600,522750000,3199000000,18.484479904174805,1.0,18.258
4,2201600,726750000,665600000,25.532784461975098,1.0,15.75
4,2201600,726750000,2133000000,20.19564723968506,1.0,18.96
4,2201600,726750000,3199000000,19.41804790496826,1.0,17.757
8,2201600,726750000,665600000,22.807600021362305,1.0,16.151
8,2201600,726750000,2133000000,20.223504066467285,1.0,16.954
8,2201600,726750000,3199000000,18.545472145080566,1.0,18.158
12,2201600,726750000,665600000,22.819071769714355,1.0,16.55
12,2201600,726750000,2133000000,18.809568405151367,1.0,17.456
12,2201600,726750000,3199000000,17.93832015991211,1.0,18.559
4,2201600,930750000,665600000,24.97265625,1.0,16.15
4,2201600,930750000,2133000000,20.951119422912598,1.0,19.061
4,2201600,930750000,3199000000,19.083199501037598,1.0,18.059
8,2201600,930750000,665600000,24.308863639831543,1.0,16.953
8,2201600,930750000,2133000000,19.81987190246582,1.0,17.757
8,2201600,930750000,3199000000,18.640624046325684,1.0,18.559
12,2201600,930750000,665600000,22.794447898864746,1.0,17.352
12,2201600,930750000,2133000000,18.846415519714355,1.0,18.358
12,2201600,930750000,3199000000,18.68177604675293,1.0,23.1285
4,2201600,1134750000,665600000,25.616031646728516,1.0,16.954
4,2201600,1134750000,2133000000,20.681551933288574,1.0,19.058
4,2201600,1134750000,3199000000,19.179743766784668,1.0,18.959
8,2201600,1134750000,665600000,23.654959678649902,1.0,17.254
8,2201600,1134750000,2133000000,19.649487495422363,1.0,18.658
8,2201600,1134750000,3199000000,18.900303840637207,1.0,19.362
12,2201600,1134750000,665600000,22.722896575927734,1.0,18.155
12,2201600,1134750000,2133000000,19.829744338989258,1.0,19.158
12,2201600,1134750000,3199000000,17.827872276306152,1.0,19.76
4,2201600,1300500000,665600000,24.79806423187256,1.0,18.155
4,2201600,1300500000,2133000000,21.17227268218994,1.0,19.058
4,2201600,1300500000,3199000000,19.393056869506836,1.0,20.161
8,2201600,1300500000,665600000,21.95964813232422,1.0,18.555
8,2201600,1300500000,2133000000,19.605871200561523,1.0,19.459
8,2201600,1300500000,3199000000,18.546592712402344,1.0,20.562
12,2201600,1300500000,665600000,22.358176231384277,1.0,18.956
12,2201600,1300500000,2133000000,18.74835205078125,1.0,19.86
12,2201600,1300500000,3199000000,18.025487899780273,1.0,20.864
4,422400,114750000,665600000,117.0872802734375,4.0,12.944
4,422400,114750000,2133000000,111.75140762329102,4.0,13.898
4,422400,114750000,3199000000,100.68108749389648,4.0,14.55
8,422400,114750000,665600000,86.66630554199219,4.0,13.046
8,422400,114750000,2133000000,82.00643157958984,4.0,14.05
8,422400,114750000,3199000000,80.46806716918945,4.0,15.154
12,422400,114750000,665600000,85.5992317199707,4.0,13.044
12,422400,114750000,2133000000,81.69340896606445,4.0,14.05
12,422400,114750000,3199000000,80.59862518310547,4.0,15.051
4,422400,318750000,665600000,115.77497482299805,4.0,12.743
4,422400,318750000,2133000000,101.37649536132812,4.0,16.554
4,422400,318750000,3199000000,107.04774475097656,4.0,14.951
