total,used,free,log_time
3.6Gi,4.0Mi,3.6Gi,2.6140360832214355
3.6Gi,4.0Mi,3.6Gi,4.3655030727386475
3.6Gi,4.0Mi,3.6Gi,5.8205718994140625
3.6Gi,4.0Mi,3.6Gi,7.175214052200317
3.6Gi,4.0Mi,3.6Gi,8.720203638076782
3.6Gi,4.0Mi,3.6Gi,10.42763638496399
3.6Gi,4.0Mi,3.6Gi,12.09681224822998
3.6Gi,4.0Mi,3.6Gi,13.372196197509766
3.6Gi,4.0Mi,3.6Gi,15.171382188796997
3.6Gi,4.0Mi,3.6Gi,16.817063570022583
3.6Gi,4.0Mi,3.6Gi,18.0266752243042
3.6Gi,4.0Mi,3.6Gi,19.220115661621094
3.6Gi,4.0Mi,3.6Gi,20.44107174873352
3.6Gi,4.0Mi,3.6Gi,21.709279537200928
3.6Gi,4.0Mi,3.6Gi,22.953688859939575
3.6Gi,4.0Mi,3.6Gi,24.181480407714844
3.6Gi,4.0Mi,3.6Gi,25.476922273635864
3.6Gi,4.0Mi,3.6Gi,26.753447771072388
3.6Gi,4.0Mi,3.6Gi,27.97261381149292
3.6Gi,4.0Mi,3.6Gi,29.165780305862427
3.6Gi,4.0Mi,3.6Gi,30.39307999610901
3.6Gi,4.0Mi,3.6Gi,31.58610725402832
3.6Gi,4.0Mi,3.6Gi,32.78556823730469
3.6Gi,4.0Mi,3.6Gi,34.024033069610596
3.6Gi,4.0Mi,3.6Gi,35.20593023300171
3.6Gi,4.0Mi,3.6Gi,36.42306303977966
3.6Gi,4.0Mi,3.6Gi,37.73105430603027
3.6Gi,4.0Mi,3.6Gi,39.01800060272217
3.6Gi,4.0Mi,3.6Gi,40.218421459198
3.6Gi,4.0Mi,3.6Gi,41.42566442489624
3.6Gi,4.0Mi,3.6Gi,42.726154088974
3.6Gi,4.0Mi,3.6Gi,43.94818639755249
3.6Gi,4.0Mi,3.6Gi,45.23556113243103
3.6Gi,4.0Mi,3.6Gi,46.4265513420105
3.6Gi,4.0Mi,3.6Gi,47.67908263206482
3.6Gi,4.0Mi,3.6Gi,48.93940234184265
3.6Gi,4.0Mi,3.6Gi,50.17813849449158
