power_budget,powermode_random,bs_random,optim_time_random,optim_power_random,time_budget,arr_rate,soln_random,powermode_nn,bs_nn,optim_time_nn,optim_power_nn,soln_nn
29,12_1036800_726750000_2133000000,1.0,103.5906867980957,29.0035,1.0,1,0,4_422400_930750000_3199000000,1,164.78841400146484,24.5795,0
30,4_422400_930750000_3199000000,4.0,323.1048583984375,41.692,1.0,1,0,4_422400_930750000_3199000000,1,164.78841400146484,24.5795,0
31,4_422400_930750000_3199000000,4.0,323.1048583984375,41.692,1.0,1,0,4_422400_930750000_3199000000,1,164.78841400146484,24.5795,0
32,4_422400_930750000_3199000000,4.0,323.1048583984375,41.692,1.0,1,0,4_422400_930750000_3199000000,1,164.78841400146484,24.5795,0
33,4_422400_930750000_3199000000,4.0,323.1048583984375,41.692,1.0,1,0,4_422400_930750000_3199000000,4,323.1048583984375,41.692,0
34,4_422400_930750000_3199000000,4.0,323.1048583984375,41.692,1.0,1,0,4_422400_930750000_3199000000,4,323.1048583984375,41.692,0
35,4_422400_930750000_3199000000,4.0,323.1048583984375,41.692,1.0,1,0,4_422400_930750000_3199000000,4,323.1048583984375,41.692,0
36,4_422400_930750000_3199000000,4.0,323.1048583984375,41.692,1.0,1,0,4_422400_930750000_3199000000,8,600.2762145996094,41.9755,0
37,4_422400_930750000_3199000000,4.0,323.1048583984375,41.692,1.0,1,0,4_422400_930750000_3199000000,8,600.2762145996094,41.9755,0
38,4_422400_930750000_3199000000,4.0,323.1048583984375,41.692,1.0,1,0,4_422400_930750000_3199000000,16,1259.4276733398438,39.223,0
39,4_422400_930750000_3199000000,4.0,323.1048583984375,41.692,1.0,1,0,4_422400_930750000_3199000000,16,1259.4276733398438,39.223,0
40,4_422400_930750000_3199000000,4.0,323.1048583984375,41.692,1.0,1,0,4_422400_930750000_3199000000,32,2495.038452148437,43.078,0
41,4_422400_930750000_3199000000,4.0,323.1048583984375,41.692,1.0,1,0,4_422400_930750000_3199000000,32,2495.038452148437,43.078,0
