total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.1Gi,2.7Gi,20Mi,2.4Gi,4.9Gi,2.5193440914154053
7.2Gi,2.1Gi,2.7Gi,20Mi,2.4Gi,4.8Gi,3.7359225749969482
7.2Gi,2.2Gi,2.5Gi,20Mi,2.4Gi,4.7Gi,4.961808681488037
7.2Gi,2.3Gi,2.5Gi,20Mi,2.4Gi,4.6Gi,6.274301767349243
7.2Gi,2.4Gi,2.4Gi,20Mi,2.4Gi,4.5Gi,7.792024850845337
7.2Gi,2.5Gi,2.3Gi,20Mi,2.4Gi,4.4Gi,9.158957481384277
7.2Gi,2.7Gi,2.1Gi,75Mi,2.4Gi,4.2Gi,10.512959718704224
7.2Gi,2.9Gi,1.8Gi,84Mi,2.4Gi,4.0Gi,11.83940577507019
7.2Gi,3.0Gi,1.7Gi,103Mi,2.5Gi,3.9Gi,13.10600471496582
7.2Gi,3.1Gi,1.6Gi,103Mi,2.5Gi,3.8Gi,14.443203687667847
7.2Gi,3.3Gi,1.4Gi,103Mi,2.5Gi,3.6Gi,15.681459188461304
7.2Gi,3.5Gi,1.2Gi,103Mi,2.5Gi,3.4Gi,17.09146285057068
7.2Gi,3.6Gi,1.1Gi,103Mi,2.5Gi,3.2Gi,18.353895902633667
7.2Gi,3.8Gi,930Mi,103Mi,2.5Gi,3.0Gi,19.849604606628418
7.2Gi,4.0Gi,749Mi,103Mi,2.5Gi,2.9Gi,21.151580333709717
7.2Gi,4.2Gi,540Mi,103Mi,2.5Gi,2.7Gi,22.44107460975647
7.2Gi,4.4Gi,358Mi,103Mi,2.5Gi,2.5Gi,23.667641639709473
7.2Gi,4.6Gi,147Mi,103Mi,2.5Gi,2.3Gi,25.04553723335266
7.2Gi,4.6Gi,123Mi,94Mi,2.4Gi,2.3Gi,26.64596915245056
7.2Gi,4.6Gi,123Mi,93Mi,2.4Gi,2.3Gi,28.124369621276855
7.2Gi,4.6Gi,106Mi,94Mi,2.4Gi,2.2Gi,29.468799829483032
7.2Gi,4.6Gi,113Mi,84Mi,2.4Gi,2.2Gi,30.757793426513672
7.2Gi,4.6Gi,97Mi,102Mi,2.4Gi,2.2Gi,32.10514426231384
7.2Gi,4.6Gi,103Mi,94Mi,2.4Gi,2.2Gi,33.53019070625305
7.2Gi,4.6Gi,96Mi,103Mi,2.4Gi,2.2Gi,34.91202187538147
7.2Gi,4.6Gi,105Mi,93Mi,2.4Gi,2.2Gi,36.27506446838379
7.2Gi,4.6Gi,103Mi,94Mi,2.4Gi,2.2Gi,37.508460521698
7.2Gi,4.6Gi,105Mi,93Mi,2.4Gi,2.2Gi,38.875481843948364
7.2Gi,4.6Gi,105Mi,94Mi,2.4Gi,2.2Gi,40.350634813308716
7.2Gi,4.4Gi,386Mi,29Mi,2.4Gi,2.5Gi,41.83698296546936
