cores_algo,cpu_algo,gpu_algo,mem_algo,bs_algo,algo_time,algo_power,power_budget,num_pwds,visited_dim,cores_optimal,cpu_optimal,gpu_optimal,mem_optimal,bs_optimal,optim_time,optim_power
0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,1651200.0,318750000.0,665600000.0,1.0,27.36411190032959,15.756
0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,12.0,1651200.0,522750000.0,665600000.0,1.0,25.029839515686035,16.958
8.0,1344000.0,726750000.0,2133000000.0,1.0,26.38566398620605,17.4075,18.0,13.0,5.0,8.0,1958400.0,318750000.0,2133000000.0,1.0,21.16374397277832,17.918
8.0,1344000.0,726750000.0,2133000000.0,1.0,26.38566398620605,17.4075,19.0,13.0,5.0,8.0,1958400.0,522750000.0,2133000000.0,1.0,19.04729557037353,18.2625
8.0,1344000.0,726750000.0,2133000000.0,1.0,26.38566398620605,17.4075,20.0,13.0,5.0,8.0,2201600.0,522750000.0,2133000000.0,1.0,17.829855918884277,19.916
8.0,1344000.0,726750000.0,2133000000.0,1.0,26.38566398620605,17.4075,21.0,13.0,5.0,4.0,2201600.0,522750000.0,3199000000.0,1.0,17.253727912902832,20.468
8.0,1344000.0,726750000.0,2133000000.0,1.0,26.38566398620605,17.4075,22.0,14.0,5.0,8.0,2201600.0,930750000.0,3199000000.0,1.0,16.1494722366333,21.817
8.0,1344000.0,726750000.0,2133000000.0,1.0,26.38566398620605,17.4075,23.0,13.0,5.0,8.0,2201600.0,930750000.0,3199000000.0,1.0,16.1494722366333,21.817
8.0,1344000.0,726750000.0,2133000000.0,1.0,26.38566398620605,17.4075,24.0,13.0,5.0,12.0,2201600.0,930750000.0,3199000000.0,1.0,15.914127826690674,23.32
8.0,1344000.0,726750000.0,2133000000.0,1.0,26.38566398620605,17.4075,25.0,13.0,5.0,12.0,2201600.0,930750000.0,3199000000.0,1.0,15.914127826690674,23.32
8.0,1344000.0,726750000.0,2133000000.0,1.0,26.38566398620605,17.4075,26.0,13.0,5.0,12.0,2201600.0,1134750000.0,3199000000.0,1.0,15.638911724090576,25.3735
8.0,1344000.0,726750000.0,2133000000.0,1.0,26.38566398620605,17.4075,27.0,13.0,5.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,15.366144180297852,26.929
8.0,1344000.0,726750000.0,2133000000.0,1.0,26.38566398620605,17.4075,28.0,13.0,5.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,15.366144180297852,26.929
0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,15.366144180297852,26.929
0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,15.366144180297852,26.929
0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,15.366144180297852,26.929
0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,15.366144180297852,26.929
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,15.366144180297852,26.929
0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,15.366144180297852,26.929
0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,15.366144180297852,26.929
0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,15.366144180297852,26.929
0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,15.366144180297852,26.929
0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,15.366144180297852,26.929
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,15.366144180297852,26.929
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,15.366144180297852,26.929
0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,15.366144180297852,26.929
0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,15.366144180297852,26.929
0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,15.366144180297852,26.929
0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,15.366144180297852,26.929
0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,15.366144180297852,26.929
0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,15.366144180297852,26.929
0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,15.366144180297852,26.929
0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,12.0,2201600.0,1300500000.0,3199000000.0,1.0,15.366144180297852,26.929
