total,used,free,log_time
3.6Gi,7.0Mi,3.6Gi,2.1893653869628906
3.6Gi,7.0Mi,3.6Gi,3.371460199356079
3.6Gi,7.0Mi,3.6Gi,4.603497743606567
3.6Gi,7.0Mi,3.6Gi,5.792980432510376
3.6Gi,7.0Mi,3.6Gi,7.154452800750732
3.6Gi,7.0Mi,3.6Gi,8.375505208969116
3.6Gi,7.0Mi,3.6Gi,9.641552209854126
3.6Gi,7.0Mi,3.6Gi,11.213175296783447
3.6Gi,7.0Mi,3.6Gi,12.657063722610474
3.6Gi,7.0Mi,3.6Gi,13.811042547225952
3.6Gi,7.0Mi,3.6Gi,14.938599109649658
3.6Gi,7.0Mi,3.6Gi,16.057117462158203
3.6Gi,7.0Mi,3.6Gi,17.185641765594482
3.6Gi,7.0Mi,3.6Gi,18.306564569473267
3.6Gi,7.0Mi,3.6Gi,19.42039179801941
3.6Gi,7.0Mi,3.6Gi,20.536017894744873
3.6Gi,7.0Mi,3.6Gi,21.658389806747437
3.6Gi,7.0Mi,3.6Gi,22.790248155593872
3.6Gi,7.0Mi,3.6Gi,23.913764715194702
3.6Gi,7.0Mi,3.6Gi,25.03238797187805
3.6Gi,7.0Mi,3.6Gi,26.310606718063354
3.6Gi,7.0Mi,3.6Gi,27.440372943878174
3.6Gi,7.0Mi,3.6Gi,28.554571628570557
3.6Gi,7.0Mi,3.6Gi,29.668124198913574
3.6Gi,7.0Mi,3.6Gi,30.787392616271973
3.6Gi,7.0Mi,3.6Gi,31.911187887191772
3.6Gi,7.0Mi,3.6Gi,33.03100299835205
3.6Gi,7.0Mi,3.6Gi,34.16230654716492
3.6Gi,7.0Mi,3.6Gi,35.278043270111084
3.6Gi,7.0Mi,3.6Gi,36.40535521507263
3.6Gi,7.0Mi,3.6Gi,37.53052544593811
3.6Gi,7.0Mi,3.6Gi,38.648075342178345
3.6Gi,7.0Mi,3.6Gi,39.773409605026245
3.6Gi,7.0Mi,3.6Gi,40.952218770980835
3.6Gi,7.0Mi,3.6Gi,42.072763442993164
3.6Gi,7.0Mi,3.6Gi,43.19486880302429
3.6Gi,7.0Mi,3.6Gi,44.31106901168823
3.6Gi,7.0Mi,3.6Gi,45.43520927429199
3.6Gi,7.0Mi,3.6Gi,46.558446645736694
3.6Gi,7.0Mi,3.6Gi,47.677520513534546
3.6Gi,7.0Mi,3.6Gi,48.79551911354065
3.6Gi,7.0Mi,3.6Gi,49.910924196243286
3.6Gi,7.0Mi,3.6Gi,51.02651286125183
3.6Gi,7.0Mi,3.6Gi,52.155823945999146
3.6Gi,7.0Mi,3.6Gi,53.27672576904297
3.6Gi,7.0Mi,3.6Gi,54.39413905143738
3.6Gi,7.0Mi,3.6Gi,55.51006770133972
3.6Gi,7.0Mi,3.6Gi,56.624547481536865
3.6Gi,7.0Mi,3.6Gi,57.751712799072266
3.6Gi,7.0Mi,3.6Gi,58.87655735015869
3.6Gi,7.0Mi,3.6Gi,59.9965295791626
3.6Gi,7.0Mi,3.6Gi,61.111706256866455
3.6Gi,7.0Mi,3.6Gi,62.228729248046875
3.6Gi,7.0Mi,3.6Gi,63.35283708572388
3.6Gi,7.0Mi,3.6Gi,64.4831817150116
3.6Gi,7.0Mi,3.6Gi,65.60228991508484
3.6Gi,7.0Mi,3.6Gi,66.71868419647217
3.6Gi,7.0Mi,3.6Gi,67.83773398399353
3.6Gi,7.0Mi,3.6Gi,68.96185326576233
3.6Gi,7.0Mi,3.6Gi,70.08200907707214
3.6Gi,7.0Mi,3.6Gi,71.20747923851013
3.6Gi,7.0Mi,3.6Gi,72.32271790504456
3.6Gi,7.0Mi,3.6Gi,73.43777441978455
3.6Gi,7.0Mi,3.6Gi,74.5671317577362
3.6Gi,7.0Mi,3.6Gi,75.68816590309143
3.6Gi,7.0Mi,3.6Gi,76.81675267219543
3.6Gi,7.0Mi,3.6Gi,77.93497657775879
3.6Gi,7.0Mi,3.6Gi,79.04940462112427
3.6Gi,7.0Mi,3.6Gi,80.172842502594
3.6Gi,7.0Mi,3.6Gi,81.2922146320343
3.6Gi,7.0Mi,3.6Gi,82.41418981552124
3.6Gi,7.0Mi,3.6Gi,83.53707361221313
3.6Gi,7.0Mi,3.6Gi,84.65129137039185
3.6Gi,7.0Mi,3.6Gi,85.77416586875916
3.6Gi,7.0Mi,3.6Gi,86.89299464225769
