cores,cpu,gpu,mem,observed_time,observed_power
2,268800,1300500000,204000000,1105.0670776367188,17.7045
2,268800,1300500000,2133000000,649.8630981445312,18.758
2,268800,1300500000,3199000000,615.0354309082031,19.76
2,268800,1300500000,665600000,751.2451477050781,18.254
2,268800,1236750000,204000000,3289.2247314453125,14.445
2,268800,1236750000,2133000000,2441.6072998046875,14.9975
2,268800,1236750000,3199000000,2404.724365234375,16.05
2,268800,1236750000,665600000,2574.599853515625,14.544
2,268800,1134750000,204000000,3292.7989501953125,13.5405
2,268800,1134750000,2133000000,2529.593139648437,14.645
2,268800,1134750000,3199000000,2371.703857421875,15.6475
2,268800,1134750000,665600000,2703.32421875,14.143
2,268800,1032750000,204000000,3261.744140625,13.1935
2,268800,1032750000,2133000000,2422.30908203125,14.247
2,268800,1032750000,3199000000,2394.638671875,14.7965
2,268800,1032750000,665600000,2593.8663330078125,13.341
2,268800,930750000,204000000,3270.1856689453125,12.9925
2,268800,930750000,2133000000,2407.73291015625,13.946
2,268800,930750000,3199000000,2428.16650390625,14.798
2,268800,930750000,665600000,2737.75732421875,12.943
2,268800,828750000,204000000,3259.6375732421875,12.792
2,268800,828750000,2133000000,2459.5240478515625,13.846
2,268800,828750000,3199000000,2402.0152587890625,14.448
2,268800,828750000,665600000,2712.01220703125,12.843
2,268800,726750000,204000000,3333.0789794921875,12.441
2,268800,726750000,2133000000,2494.934814453125,13.445
2,268800,726750000,3199000000,2460.9686279296875,14.047
2,268800,726750000,665600000,2833.046142578125,12.442
2,268800,624750000,204000000,3294.067138671875,11.99
2,268800,624750000,2133000000,2437.6385498046875,13.394
2,268800,624750000,3199000000,2358.771850585937,14.047
2,268800,624750000,665600000,2772.5692138671875,12.542
2,268800,522750000,204000000,3278.542236328125,12.04
2,268800,522750000,2133000000,2537.8648681640625,13.044
2,268800,522750000,3199000000,2348.6290283203125,13.996
2,268800,522750000,665600000,2720.26513671875,12.141
2,268800,420750000,204000000,3285.925537109375,12.038
2,268800,420750000,2133000000,2498.527709960937,13.044
2,268800,420750000,3199000000,2451.557983398437,13.646
2,268800,420750000,665600000,2652.6502685546875,12.139
2,268800,318750000,204000000,3238.349609375,11.94
2,268800,318750000,2133000000,2434.4962158203125,13.145
2,268800,318750000,3199000000,2665.9747314453125,13.745
2,268800,318750000,665600000,2753.1376953125,12.141
2,268800,216750000,204000000,3273.5987548828125,11.537
2,268800,216750000,2133000000,2454.681640625,13.143
2,268800,216750000,3199000000,2402.877685546875,13.747
2,268800,216750000,665600000,2781.881591796875,12.141
2,268800,114750000,204000000,3165.436767578125,11.639
2,268800,114750000,2133000000,2473.239013671875,13.145
2,268800,114750000,3199000000,2457.549194335937,13.847
2,268800,114750000,665600000,2613.539794921875,12.342
2,422400,1300500000,204000000,1196.1953125,17.205
2,422400,1300500000,2133000000,675.1952819824219,19.06
2,422400,1300500000,3199000000,642.810791015625,19.4625
2,422400,1300500000,665600000,732.9756774902344,17.857
2,422400,1236750000,204000000,1887.1859130859373,15.6005
2,422400,1236750000,2133000000,1314.6088256835938,16.156
2,422400,1236750000,3199000000,1262.7807006835938,17.157
2,422400,1236750000,665600000,1445.6970825195312,15.25
2,422400,1134750000,204000000,1820.891845703125,14.749
2,422400,1134750000,2133000000,1346.0196533203125,15.751
2,422400,1134750000,3199000000,1278.069091796875,16.354
2,422400,1134750000,665600000,1429.5260620117188,14.852
2,422400,1032750000,204000000,1895.7048950195312,14.445
2,422400,1032750000,2133000000,1265.2276611328125,14.9505
2,422400,1032750000,3199000000,1227.6920166015625,15.951
2,422400,1032750000,665600000,1396.5662231445312,14.4995
2,422400,930750000,204000000,1864.264709472656,13.445
2,422400,930750000,2133000000,1301.0773315429688,14.948
2,422400,930750000,3199000000,1282.708984375,15.55
2,422400,930750000,665600000,1348.4144897460938,14.047
