epoch,batch_idx,fetchtime,fetchtime_ms,log_time
0,0,null,332.60040283203125,6.614922046661377
0,1,null,10.06272029876709,6.8010640144348145
0,2,null,11.22060775756836,6.987947463989258
0,3,null,8.65436840057373,7.311072587966919
0,4,null,13.614239692687988,7.500725984573364
0,5,null,10.504960060119629,7.686178922653198
0,6,null,11.485983848571777,7.873397588729858
0,7,null,8.771360397338867,8.057228803634644
0,8,null,9.476799964904785,8.241399049758911
0,9,null,10.429920196533203,8.427120685577393
0,10,null,10.006464004516602,8.613225936889648
0,11,null,11.225343704223633,8.80017375946045
0,12,null,10.37827205657959,8.985748529434204
0,13,null,9.921248435974121,9.170614957809448
0,14,null,11.371007919311523,9.357463598251343
0,15,null,11.157567977905273,9.543517589569092
0,16,null,10.805695533752441,9.730035305023193
0,17,null,10.391488075256348,9.916014194488525
0,18,null,11.151359558105469,10.102911949157715
0,19,null,11.062623977661133,10.28871202468872
0,20,null,11.069567680358887,10.475279331207275
0,21,null,10.080672264099121,10.66082215309143
0,22,null,11.679295539855957,10.848220825195312
0,23,null,11.833215713500977,11.036023139953613
0,24,null,11.158016204833984,11.222254991531372
0,25,null,9.940544128417969,11.407613754272461
0,26,null,10.790592193603516,11.593599081039429
0,27,null,10.611104011535645,11.779329538345337
0,28,null,9.889568328857422,11.964698791503906
0,29,null,10.789504051208496,12.151437520980835
0,30,null,11.642784118652344,12.338566541671753
0,31,null,10.432064056396484,12.523926496505737
0,32,null,11.071231842041016,12.710580825805664
0,33,null,11.326751708984375,12.897546768188477
0,34,null,10.216544151306152,13.083071231842041
0,35,null,11.199904441833496,13.269893884658813
0,36,null,11.331456184387207,13.456857204437256
0,37,null,11.477984428405762,13.643210411071777
0,38,null,11.44159984588623,13.83013367652893
0,39,null,10.157247543334961,14.015362024307251
0,40,null,11.439807891845703,14.202903747558594
0,41,null,11.87929630279541,14.39024567604065
0,42,null,11.159008026123047,14.577227592468262
0,43,null,11.160896301269531,14.763022661209106
0,44,null,10.274911880493164,14.9493248462677
0,45,null,10.951456069946289,15.1358003616333
0,46,null,10.427264213562012,15.321346282958984
0,47,null,10.755104064941406,15.507567644119263
0,48,null,11.35427188873291,15.696155071258545
0,49,null,10.400704383850098,15.88182783126831
0,50,null,10.283967971801758,16.067225456237793
0,51,null,12.005824089050293,16.25504493713379
0,52,null,10.610367774963379,16.44116473197937
0,53,null,10.803744316101074,16.627495527267456
0,54,null,11.129247665405273,16.814390420913696
0,55,null,11.6244478225708,17.001797914505005
0,56,null,11.356800079345703,17.31464123725891
0,57,null,10.768608093261719,17.500165700912476
0,58,null,10.939871788024902,17.687354803085327
0,59,null,11.494879722595215,17.8753821849823
0,60,null,11.219008445739746,18.062302827835083
0,61,null,10.607359886169434,18.248050928115845
0,62,null,10.70633602142334,18.43443274497986
0,63,null,11.269920349121094,18.62112283706665
0,64,null,10.89468765258789,18.806958436965942
0,65,null,10.82812786102295,18.993536949157715
0,66,null,12.466943740844727,19.182473182678223
0,67,null,11.703424453735352,19.36919403076172
0,68,null,11.497856140136719,19.55592131614685
0,69,null,10.210240364074707,19.741788148880005
