val,frq,min_freq,max_freq,FreqOverride,log_time
2,2133000,204000000,2133000000,1,0.44823694229125977
2,2133000,204000000,2133000000,1,0.44823694229125977
2,665000,204000000,2133000000,1,1.1654329299926758
4,665000,204000000,665600000,1,2.702162981033325
3,665000,204000000,665600000,1,4.0393311977386475
3,665000,204000000,665600000,1,5.266964435577393
2,665000,204000000,665600000,1,6.471468448638916
2,665000,204000000,665600000,1,7.983081340789795
2,665000,204000000,665600000,1,9.564107418060303
4,665000,204000000,665600000,1,10.84611201286316
7,665000,204000000,665600000,1,12.387751817703247
6,665000,204000000,665600000,1,13.832000494003296
4,665000,204000000,665600000,1,15.171900749206543
3,665000,204000000,665600000,1,16.474640369415283
3,665000,204000000,665600000,1,17.765810012817383
3,665000,204000000,665600000,1,19.21778964996338
4,665000,204000000,665600000,1,20.5044264793396
4,665000,204000000,665600000,1,22.063255310058594
3,665000,204000000,665600000,1,23.35279893875122
10,665000,204000000,665600000,1,24.778679847717285
15,665000,204000000,665600000,1,26.25945472717285
44,665000,204000000,665600000,1,27.57694983482361
60,665000,204000000,665600000,1,29.0394024848938
60,665000,204000000,665600000,1,30.30643343925476
66,665000,204000000,665600000,1,31.712040185928345
67,665000,204000000,665600000,1,33.08723545074463
65,665000,204000000,665600000,1,34.666321754455566
59,665000,204000000,665600000,1,36.114712953567505
64,665000,204000000,665600000,1,37.39033770561218
68,665000,204000000,665600000,1,38.80645227432251
68,665000,204000000,665600000,1,40.25122547149658
67,665000,204000000,665600000,1,41.790496587753296
68,665000,204000000,665600000,1,43.2264609336853
