total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.2Gi,2.9Gi,20Mi,2.1Gi,4.7Gi,3.477994680404663
7.2Gi,2.2Gi,2.8Gi,20Mi,2.1Gi,4.7Gi,5.063809394836426
7.2Gi,2.3Gi,2.8Gi,20Mi,2.1Gi,4.7Gi,7.463546991348267
7.2Gi,2.3Gi,2.8Gi,20Mi,2.1Gi,4.7Gi,9.717185020446777
7.2Gi,2.3Gi,2.7Gi,20Mi,2.1Gi,4.6Gi,11.83034086227417
7.2Gi,2.3Gi,2.7Gi,20Mi,2.2Gi,4.7Gi,13.892332792282104
7.2Gi,2.3Gi,2.7Gi,20Mi,2.2Gi,4.7Gi,15.659048795700073
7.2Gi,2.3Gi,2.7Gi,20Mi,2.2Gi,4.7Gi,18.534369230270386
7.2Gi,2.3Gi,2.7Gi,20Mi,2.2Gi,4.7Gi,21.006076097488403
7.2Gi,2.3Gi,2.7Gi,20Mi,2.2Gi,4.7Gi,23.496901750564575
7.2Gi,2.3Gi,2.7Gi,20Mi,2.2Gi,4.7Gi,26.110721826553345
7.2Gi,2.3Gi,2.7Gi,20Mi,2.2Gi,4.6Gi,28.720340967178345
7.2Gi,2.3Gi,2.7Gi,20Mi,2.2Gi,4.6Gi,30.333922386169434
7.2Gi,2.3Gi,2.7Gi,20Mi,2.2Gi,4.6Gi,32.153191804885864
7.2Gi,2.3Gi,2.7Gi,20Mi,2.2Gi,4.6Gi,34.34599471092224
7.2Gi,2.3Gi,2.7Gi,20Mi,2.2Gi,4.6Gi,36.151915073394775
7.2Gi,2.3Gi,2.7Gi,20Mi,2.2Gi,4.6Gi,38.23028111457825
7.2Gi,2.3Gi,2.7Gi,20Mi,2.2Gi,4.6Gi,40.044288873672485
7.2Gi,2.3Gi,2.7Gi,20Mi,2.2Gi,4.6Gi,42.88864040374756
7.2Gi,2.3Gi,2.7Gi,20Mi,2.2Gi,4.6Gi,45.70400929450989
7.2Gi,2.3Gi,2.7Gi,20Mi,2.2Gi,4.6Gi,47.96908092498779
7.2Gi,2.3Gi,2.7Gi,20Mi,2.2Gi,4.6Gi,49.78395199775696
7.2Gi,2.3Gi,2.7Gi,20Mi,2.2Gi,4.6Gi,51.27739715576172
7.2Gi,2.3Gi,2.7Gi,20Mi,2.2Gi,4.6Gi,53.021690130233765
7.2Gi,2.3Gi,2.7Gi,20Mi,2.2Gi,4.6Gi,55.217490911483765
