total,used,free,log_time
3.6Gi,4.0Mi,3.6Gi,2.0478107929229736
3.6Gi,4.0Mi,3.6Gi,3.2783570289611816
3.6Gi,4.0Mi,3.6Gi,4.520303249359131
3.6Gi,4.0Mi,3.6Gi,5.74757719039917
3.6Gi,4.0Mi,3.6Gi,7.013232946395874
3.6Gi,4.0Mi,3.6Gi,8.252947330474854
3.6Gi,4.0Mi,3.6Gi,9.48715329170227
3.6Gi,4.0Mi,3.6Gi,10.72362470626831
3.6Gi,4.0Mi,3.6Gi,11.953812599182129
3.6Gi,4.0Mi,3.6Gi,13.194298028945923
3.6Gi,4.0Mi,3.6Gi,14.438825368881226
3.6Gi,4.0Mi,3.6Gi,15.792424440383911
3.6Gi,4.0Mi,3.6Gi,17.140879154205322
3.6Gi,4.0Mi,3.6Gi,18.41873574256897
3.6Gi,4.0Mi,3.6Gi,19.68575358390808
3.6Gi,4.0Mi,3.6Gi,20.979668855667114
3.6Gi,4.0Mi,3.6Gi,22.29141139984131
3.6Gi,4.0Mi,3.6Gi,23.601398944854736
