total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,2.040391683578491
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,3.1815285682678223
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,4.3299901485443115
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,5.522956371307373
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,6.711712121963501
7.2Gi,2.5Gi,2.6Gi,20Mi,2.0Gi,4.5Gi,7.951759338378906
7.2Gi,2.1Gi,4.5Gi,20Mi,566Mi,4.8Gi,9.552419185638428
7.2Gi,2.1Gi,4.5Gi,20Mi,585Mi,4.8Gi,10.83781099319458
7.2Gi,2.2Gi,4.3Gi,56Mi,647Mi,4.7Gi,11.975119829177856
7.2Gi,2.3Gi,4.2Gi,103Mi,730Mi,4.6Gi,13.11063289642334
7.2Gi,2.3Gi,4.2Gi,103Mi,749Mi,4.6Gi,14.22327995300293
7.2Gi,2.3Gi,4.1Gi,103Mi,766Mi,4.6Gi,15.342270851135254
7.2Gi,2.4Gi,4.0Gi,103Mi,787Mi,4.5Gi,16.454755306243896
7.2Gi,2.4Gi,4.0Gi,103Mi,812Mi,4.5Gi,17.573131799697876
7.2Gi,2.4Gi,3.9Gi,103Mi,836Mi,4.5Gi,18.680058479309082
7.2Gi,2.4Gi,3.9Gi,103Mi,852Mi,4.4Gi,19.78922724723816
7.2Gi,2.4Gi,3.9Gi,103Mi,863Mi,4.4Gi,20.902777671813965
7.2Gi,2.5Gi,3.8Gi,103Mi,882Mi,4.4Gi,22.012391567230225
7.2Gi,2.5Gi,3.8Gi,103Mi,911Mi,4.4Gi,23.130841732025146
7.2Gi,2.6Gi,3.7Gi,103Mi,930Mi,4.3Gi,24.24485683441162
7.2Gi,2.6Gi,3.6Gi,103Mi,957Mi,4.3Gi,25.35222840309143
7.2Gi,2.7Gi,3.5Gi,103Mi,978Mi,4.2Gi,26.463579177856445
7.2Gi,2.7Gi,3.5Gi,103Mi,1.0Gi,4.2Gi,27.576011896133423
7.2Gi,2.8Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,28.696600675582886
7.2Gi,2.9Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,29.807851791381836
7.2Gi,2.9Gi,3.2Gi,103Mi,1.0Gi,3.9Gi,30.96744704246521
7.2Gi,3.0Gi,3.1Gi,103Mi,1.0Gi,3.8Gi,32.07641267776489
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,33.18696451187134
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,34.30538582801819
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,35.414454221725464
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,36.523468017578125
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.8Gi,37.63804364204407
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.7Gi,38.74777865409851
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,39.950559854507446
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,41.059778690338135
7.2Gi,3.2Gi,2.7Gi,103Mi,1.2Gi,3.6Gi,42.16975975036621
7.2Gi,3.2Gi,2.7Gi,103Mi,1.2Gi,3.6Gi,43.28785419464111
7.2Gi,3.2Gi,2.7Gi,103Mi,1.3Gi,3.6Gi,44.398091316223145
7.2Gi,3.2Gi,2.7Gi,103Mi,1.3Gi,3.6Gi,45.51765012741089
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,46.62496066093445
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,47.732675313949585
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,48.83985924720764
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,49.95582056045532
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,51.07596778869629
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,52.18564319610596
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,53.29770612716675
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,54.40913653373718
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,55.51818227767944
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,56.6350200176239
7.2Gi,3.3Gi,2.4Gi,103Mi,1.4Gi,3.6Gi,57.74787354469299
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.6Gi,58.86530590057373
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.6Gi,60.00351333618164
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.5Gi,61.11840343475342
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,62.23443818092346
