total,used,free,log_time
3.6Gi,3.0Mi,3.6Gi,3.7069640159606934
3.6Gi,3.0Mi,3.6Gi,5.612655878067017
3.6Gi,3.0Mi,3.6Gi,7.115882158279419
3.6Gi,3.0Mi,3.6Gi,8.613613843917847
3.6Gi,3.0Mi,3.6Gi,10.328480005264282
3.6Gi,3.0Mi,3.6Gi,11.869029760360718
3.6Gi,3.0Mi,3.6Gi,13.647575616836548
3.6Gi,3.0Mi,3.6Gi,15.311224699020386
3.6Gi,3.0Mi,3.6Gi,17.08386492729187
3.6Gi,3.0Mi,3.6Gi,18.579906463623047
3.6Gi,3.0Mi,3.6Gi,20.339723348617554
3.6Gi,3.0Mi,3.6Gi,22.008066654205322
3.6Gi,3.0Mi,3.6Gi,23.590322256088257
3.6Gi,3.0Mi,3.6Gi,24.9841947555542
3.6Gi,3.0Mi,3.6Gi,26.714857578277588
3.6Gi,3.0Mi,3.6Gi,28.03624653816223
3.6Gi,3.0Mi,3.6Gi,29.30578637123108
3.6Gi,3.0Mi,3.6Gi,31.09795069694519
3.6Gi,3.0Mi,3.6Gi,32.44813013076782
3.6Gi,3.0Mi,3.6Gi,34.24339485168457
3.6Gi,3.0Mi,3.6Gi,36.02297353744507
3.6Gi,3.0Mi,3.6Gi,37.85489058494568
3.6Gi,3.0Mi,3.6Gi,39.63727569580078
3.6Gi,3.0Mi,3.6Gi,41.66424584388733
3.6Gi,3.0Mi,3.6Gi,43.342936515808105
3.6Gi,3.0Mi,3.6Gi,44.91432332992554
3.6Gi,3.0Mi,3.6Gi,46.98523831367493
3.6Gi,3.0Mi,3.6Gi,48.751490354537964
3.6Gi,3.0Mi,3.6Gi,50.741061210632324
3.6Gi,3.0Mi,3.6Gi,52.20725226402283
3.6Gi,3.0Mi,3.6Gi,54.03293061256409
3.6Gi,3.0Mi,3.6Gi,56.098910093307495
3.6Gi,3.0Mi,3.6Gi,57.448386669158936
3.6Gi,3.0Mi,3.6Gi,59.05252122879028
3.6Gi,3.0Mi,3.6Gi,60.43746304512024
3.6Gi,3.0Mi,3.6Gi,61.721328020095825
3.6Gi,3.0Mi,3.6Gi,63.13715124130249
3.6Gi,3.0Mi,3.6Gi,64.45994591712952
3.6Gi,3.0Mi,3.6Gi,65.78202080726624
3.6Gi,3.0Mi,3.6Gi,67.07520604133606
3.6Gi,3.0Mi,3.6Gi,68.35127687454224
3.6Gi,3.0Mi,3.6Gi,69.63834977149963
