files,directories,resident_pages,resident_pages_size,resident_pages_%,elapsed,redundant,log_time
23080,1,20138/722637,78M/2G,2.79%,0.63241,seconds,54.12201189994812
23080,1,0/722637,0/2G,0%,1.1119,seconds,56.665430784225464
23080,1,19934/722637,77M/2G,2.76%,3.0292,seconds,184.7778081893921
