total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.0Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,2.5734663009643555
7.2Gi,2.0Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,4.1554248332977295
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,5.775964260101318
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,7.153148174285889
7.2Gi,2.1Gi,3.0Gi,20Mi,2.1Gi,4.8Gi,8.673179626464844
7.2Gi,2.4Gi,2.7Gi,20Mi,2.1Gi,4.6Gi,9.95570683479309
7.2Gi,2.5Gi,2.6Gi,20Mi,2.1Gi,4.4Gi,11.38173770904541
7.2Gi,2.1Gi,4.5Gi,20Mi,563Mi,4.9Gi,12.914795875549316
7.2Gi,2.1Gi,4.5Gi,20Mi,581Mi,4.9Gi,14.42459774017334
7.2Gi,2.2Gi,4.4Gi,20Mi,596Mi,4.8Gi,15.706822872161865
7.2Gi,2.2Gi,4.3Gi,84Mi,695Mi,4.7Gi,17.357958793640137
7.2Gi,2.2Gi,4.2Gi,103Mi,741Mi,4.6Gi,18.598880529403687
7.2Gi,2.3Gi,4.1Gi,103Mi,759Mi,4.6Gi,19.769728660583496
7.2Gi,2.3Gi,4.1Gi,103Mi,776Mi,4.6Gi,20.96508550643921
7.2Gi,2.3Gi,4.0Gi,103Mi,793Mi,4.5Gi,22.146712064743042
7.2Gi,2.4Gi,4.0Gi,103Mi,826Mi,4.5Gi,23.427650928497314
7.2Gi,2.4Gi,3.9Gi,103Mi,837Mi,4.4Gi,24.586357355117798
7.2Gi,2.4Gi,3.9Gi,103Mi,848Mi,4.4Gi,25.760151863098145
7.2Gi,2.4Gi,3.9Gi,103Mi,874Mi,4.4Gi,26.95390558242798
7.2Gi,2.5Gi,3.8Gi,103Mi,893Mi,4.4Gi,28.126583337783813
7.2Gi,2.5Gi,3.7Gi,103Mi,915Mi,4.3Gi,29.294575691223145
7.2Gi,2.6Gi,3.7Gi,103Mi,935Mi,4.3Gi,30.53161644935608
7.2Gi,2.6Gi,3.6Gi,103Mi,951Mi,4.3Gi,31.715306997299194
7.2Gi,2.7Gi,3.6Gi,103Mi,965Mi,4.2Gi,32.888784646987915
7.2Gi,2.7Gi,3.5Gi,103Mi,981Mi,4.1Gi,34.078094720840454
7.2Gi,2.8Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,35.26544117927551
7.2Gi,2.9Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,36.43758296966553
7.2Gi,3.0Gi,3.2Gi,103Mi,1.0Gi,3.9Gi,37.75276255607605
7.2Gi,3.0Gi,3.2Gi,103Mi,1.0Gi,3.9Gi,38.97025513648987
7.2Gi,3.0Gi,3.1Gi,103Mi,1.0Gi,3.8Gi,40.14676308631897
7.2Gi,3.0Gi,3.1Gi,103Mi,1.1Gi,3.8Gi,41.311803579330444
