cores,cpu,gpu,mem,skip_index,start_time,end_time,clean minibatches
2,268800,1300500000,204000000,2,57.82211136817932,102.3459587097168,48
2,268800,1300500000,2133000000,6,22.506685256958008,47.77106308937073,44
2,268800,1300500000,3199000000,-1,24.498903036117557,48.222315073013306,49
2,268800,1300500000,665600000,4,25.178284406661987,55.345346212387085,46
4,268800,1300500000,204000000,1,65.58406472206116,104.40110635757446,49
4,268800,1300500000,2133000000,-1,63.72413301467896,90.9856641292572,49
4,268800,1300500000,3199000000,3,61.70389127731323,87.8333625793457,47
4,268800,1300500000,665600000,1,57.82252478599548,85.49163937568665,49
6,268800,1300500000,204000000,1,59.15697431564331,92.52686023712158,49
6,268800,1300500000,2133000000,5,45.60746145248413,57.57872748374939,45
6,268800,1300500000,3199000000,7,51.432512521743774,64.35374069213867,43
6,268800,1300500000,665600000,4,51.1764018535614,65.93829226493835,46
8,268800,1300500000,204000000,0,90.13083624839784,125.36676716804504,50
8,268800,1300500000,2133000000,1,82.16038227081299,103.49546909332275,49
8,268800,1300500000,3199000000,6,82.30488467216492,101.97623753547668,44
8,268800,1300500000,665600000,2,84.78900790214539,104.32218480110168,48
10,268800,1300500000,204000000,2,92.70721244812012,126.71604681015016,48
10,268800,1300500000,2133000000,4,76.85787749290466,87.38604211807251,46
10,268800,1300500000,3199000000,3,76.5521936416626,88.20386147499084,47
10,268800,1300500000,665600000,2,77.6431303024292,92.83204579353333,48
12,268800,1300500000,204000000,1,103.53354930877686,136.81800842285156,49
12,268800,1300500000,2133000000,0,98.8081796169281,117.1819393634796,50
12,268800,1300500000,3199000000,1,96.92233419418336,115.24533438682556,49
12,268800,1300500000,665600000,4,100.047180891037,119.39882278442384,46
2,268800,1236750000,204000000,-1,125.7887692451477,253.68735361099243,49
2,268800,1236750000,2133000000,-1,97.07676553726196,195.21724939346316,49
2,268800,1236750000,3199000000,-1,95.96317100524902,188.75688123703003,49
2,268800,1236750000,665600000,-1,107.97188425064088,210.1343870162964,49
4,268800,1236750000,204000000,0,67.8831775188446,105.97062039375304,50
4,268800,1236750000,2133000000,-1,65.28653144836426,93.38012838363647,49
4,268800,1236750000,3199000000,3,58.41009998321533,84.33824062347412,47
4,268800,1236750000,665600000,0,55.90525794029236,83.67307639122009,50
6,268800,1236750000,204000000,0,70.69032883644104,104.88306212425232,50
6,268800,1236750000,2133000000,2,67.55019617080688,88.17984914779663,48
6,268800,1236750000,3199000000,0,62.42929553985596,82.61064314842224,50
6,268800,1236750000,665600000,0,66.84506487846375,87.08973336219788,50
8,268800,1236750000,204000000,1,90.3463864326477,123.61886620521544,49
8,268800,1236750000,2133000000,1,81.97828269004822,100.61681079864502,49
8,268800,1236750000,3199000000,1,80.86884593963623,100.79876589775084,49
8,268800,1236750000,665600000,2,85.93488216400146,105.51921319961548,48
10,268800,1236750000,204000000,0,92.91891694068909,127.9410846233368,50
10,268800,1236750000,2133000000,0,85.16882824897766,103.6357913017273,50
10,268800,1236750000,3199000000,3,86.3775053024292,106.20146012306212,47
10,268800,1236750000,665600000,2,91.83868026733398,111.24137115478516,48
12,268800,1236750000,204000000,1,102.76612854003906,135.7912793159485,49
