powermode,predicted_time,predicted_power,observed_time,observed_power
10_729600_522750000_2133000000,338.03422185,19.158541,324.0825537567139,20.867
10_883200_522750000_2133000000,335.49988095000003,19.548129,297.31057821655276,21.533
10_1036800_726750000_2133000000,267.37567779,21.372826,251.69667665100093,23.486
10_1036800_420750000_2133000000,347.54975346,19.348174,339.63997245788573,20.381
10_1190400_828750000_3199000000,201.10616253000003,27.124508,205.2422618255615,27.6865
10_1344000_930750000_3199000000,181.61045331000003,29.498197,186.83521667480468,29.982
10_1344000_828750000_2133000000,250.25677715999998,24.038227,217.55365830993648,26.477
10_1344000_420750000_2133000000,349.63859697000004,20.060264,331.15450561523437,20.575
10_1497600_828750000_3199000000,181.44700469999998,28.984924,186.99167745971678,29.689
10_1497600_726750000_2133000000,253.51120392,23.486457,232.19219885253904,24.928
10_1651200_930750000_3199000000,175.85271015,31.441344,173.86900148010253,31.79
10_1651200_828750000_2133000000,218.40330252000004,25.860941,206.65733833312987,27.4345
10_1651200_726750000_2133000000,257.61255624,24.380174,221.40753768920897,25.573
10_1651200_726750000_3199000000,195.54028065,28.30501,201.58766220092772,28.132
10_1804800_828750000_3199000000,175.90679379,30.80511,180.6024049911499,30.733
10_1958400_1032750000_3199000000,167.709204585,35.809667999999995,157.922286819458,35.199
10_2112000_1236750000_3199000000,166.10462466,41.47242,145.07135265350342,41.119
10_2112000_1134750000_3199000000,164.39293805999998,39.269492,149.29157110595702,38.713
10_2201600_1300500000_3199000000,169.45142506500002,43.582316,139.2176404876709,43.728
12_729600_522750000_2133000000,348.22125351,19.711646,316.33693083190917,20.968
12_883200_726750000_2133000000,288.26756166,21.387377,255.5457253570557,23.073
12_883200_624750000_2133000000,333.20972450999994,20.659777,277.241519821167,21.97
12_1036800_726750000_2133000000,300.59024775,21.926799,245.34146012878412,23.975
12_1036800_522750000_2133000000,351.9670362,20.391574,288.9135913543701,21.6395
12_1036800_420750000_2133000000,383.47095852,19.777703,335.94666146850585,20.482
12_1344000_828750000_3199000000,182.69771052,28.745396,195.99570857238768,28.48
12_1344000_726750000_2133000000,308.77276481999996,23.340234,235.3086096496582,24.581
12_1497600_828750000_3199000000,179.60576556,29.67349,189.18125819396974,29.541
12_1497600_726750000_3199000000,203.44507793999998,28.225809,212.89133514404296,26.834
12_1497600_624750000_2133000000,321.84054396,22.874057,249.75219300842286,23.67
12_1651200_828750000_2133000000,204.44468733,26.581055,209.91937855529784,27.0275
12_1651200_726750000_3199000000,191.59757175000001,29.05279,201.7117682495117,27.9815
12_1804800_1300500000_3199000000,186.54422904,41.210523,147.61490252685547,40.1255
12_1804800_1032750000_3199000000,168.041583762,35.428152000000004,160.76997120666505,34.19
12_1804800_930750000_3199000000,170.05645332,33.225082,168.59429270935058,32.695
12_1804800_828750000_3199000000,175.74341733,31.505219,180.6475387496948,30.639
12_1958400_1134750000_3199000000,167.34241563,38.884355000000006,154.5182426147461,37.696
12_1958400_930750000_3199000000,167.03127597000002,34.478926,164.17825406646728,33.896
12_2112000_1236750000_3199000000,173.81121724200003,42.347324,143.25884424591064,41.621
12_2112000_1134750000_3199000000,165.92919049200003,40.140652,150.5350104522705,38.615
12_2112000_1032750000_3199000000,162.69194409,37.939785,155.17175940704345,36.509
12_2201600_1032750000_3199000000,161.70612978,38.67299,154.96108323669435,37.405
