total,used,free,log_time
3.6Gi,3.0Mi,3.6Gi,3.101916790008545
3.6Gi,3.0Mi,3.6Gi,5.143310070037842
3.6Gi,3.0Mi,3.6Gi,7.4122021198272705
3.6Gi,3.0Mi,3.6Gi,8.897817850112915
3.6Gi,3.0Mi,3.6Gi,10.838503360748291
3.6Gi,3.0Mi,3.6Gi,12.464322566986084
3.6Gi,3.0Mi,3.6Gi,14.155994892120361
3.6Gi,3.0Mi,3.6Gi,15.754172801971436
3.6Gi,3.0Mi,3.6Gi,17.12079429626465
3.6Gi,3.0Mi,3.6Gi,18.409692525863647
3.6Gi,3.0Mi,3.6Gi,20.01240110397339
3.6Gi,3.0Mi,3.6Gi,22.03103470802307
3.6Gi,3.0Mi,3.6Gi,23.78408408164978
3.6Gi,3.0Mi,3.6Gi,25.182258129119873
3.6Gi,3.0Mi,3.6Gi,27.433778762817383
3.6Gi,3.0Mi,3.6Gi,28.964529037475586
3.6Gi,3.0Mi,3.6Gi,30.167985916137695
3.6Gi,3.0Mi,3.6Gi,31.381773948669434
3.6Gi,3.0Mi,3.6Gi,32.64740824699402
3.6Gi,3.0Mi,3.6Gi,33.91164541244507
3.6Gi,3.0Mi,3.6Gi,35.11885070800781
3.6Gi,3.0Mi,3.6Gi,36.34667158126831
3.6Gi,3.0Mi,3.6Gi,37.616952419281006
3.6Gi,3.0Mi,3.6Gi,38.91676688194275
3.6Gi,3.0Mi,3.6Gi,40.183743953704834
3.6Gi,3.0Mi,3.6Gi,41.3998863697052
3.6Gi,3.0Mi,3.6Gi,42.70225787162781
3.6Gi,3.0Mi,3.6Gi,43.95578408241272
3.6Gi,3.0Mi,3.6Gi,45.26065945625305
3.6Gi,3.0Mi,3.6Gi,46.51852107048035
3.6Gi,3.0Mi,3.6Gi,47.74674201011658
3.6Gi,3.0Mi,3.6Gi,49.03438186645508
3.6Gi,3.0Mi,3.6Gi,50.36726379394531
3.6Gi,3.0Mi,3.6Gi,51.64263367652893
3.6Gi,3.0Mi,3.6Gi,52.859675884246826
