total,used,free,log_time
3.6Gi,5.0Mi,3.6Gi,2.2263879776000977
3.6Gi,5.0Mi,3.6Gi,3.506906270980835
3.6Gi,5.0Mi,3.6Gi,4.742461442947388
3.6Gi,5.0Mi,3.6Gi,6.031691551208496
3.6Gi,5.0Mi,3.6Gi,7.315011501312256
3.6Gi,5.0Mi,3.6Gi,8.610596895217896
3.6Gi,5.0Mi,3.6Gi,10.18936800956726
3.6Gi,5.0Mi,3.6Gi,11.59642481803894
3.6Gi,5.0Mi,3.6Gi,12.816628694534302
3.6Gi,5.0Mi,3.6Gi,14.024352788925171
3.6Gi,5.0Mi,3.6Gi,15.203593015670776
3.6Gi,5.0Mi,3.6Gi,16.361198663711548
3.6Gi,5.0Mi,3.6Gi,17.541879415512085
3.6Gi,5.0Mi,3.6Gi,18.687341451644897
3.6Gi,5.0Mi,3.6Gi,19.866325855255127
3.6Gi,5.0Mi,3.6Gi,21.025322437286377
3.6Gi,5.0Mi,3.6Gi,22.189149141311646
3.6Gi,5.0Mi,3.6Gi,23.346317768096924
3.6Gi,5.0Mi,3.6Gi,24.51653480529785
3.6Gi,5.0Mi,3.6Gi,25.723565578460693
3.6Gi,5.0Mi,3.6Gi,26.890554904937744
3.6Gi,5.0Mi,3.6Gi,28.070934057235718
3.6Gi,5.0Mi,3.6Gi,29.230270862579346
3.6Gi,5.0Mi,3.6Gi,30.396555185317993
3.6Gi,5.0Mi,3.6Gi,31.556657552719116
3.6Gi,5.0Mi,3.6Gi,32.73177123069763
3.6Gi,5.0Mi,3.6Gi,33.90783476829529
3.6Gi,5.0Mi,3.6Gi,35.06255531311035
3.6Gi,5.0Mi,3.6Gi,36.21654009819031
3.6Gi,5.0Mi,3.6Gi,37.39049053192139
3.6Gi,5.0Mi,3.6Gi,38.555246114730835
3.6Gi,5.0Mi,3.6Gi,39.717350244522095
3.6Gi,5.0Mi,3.6Gi,40.86774492263794
3.6Gi,5.0Mi,3.6Gi,42.04531383514404
3.6Gi,5.0Mi,3.6Gi,43.19617772102356
3.6Gi,5.0Mi,3.6Gi,44.34292125701904
3.6Gi,5.0Mi,3.6Gi,45.505043268203735
