total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.4Gi,2.4Gi,20Mi,2.3Gi,4.5Gi,1.823800802230835
7.2Gi,2.8Gi,2.0Gi,93Mi,2.4Gi,4.1Gi,3.027653217315674
7.2Gi,3.2Gi,1.5Gi,103Mi,2.4Gi,3.6Gi,4.24147891998291
7.2Gi,3.6Gi,1.2Gi,103Mi,2.4Gi,3.3Gi,5.4438316822052
7.2Gi,4.2Gi,587Mi,103Mi,2.4Gi,2.7Gi,6.64779257774353
7.2Gi,4.6Gi,113Mi,103Mi,2.4Gi,2.2Gi,7.856008768081665
7.2Gi,4.6Gi,125Mi,103Mi,2.4Gi,2.2Gi,9.075777769088745
7.2Gi,4.6Gi,132Mi,94Mi,2.4Gi,2.3Gi,10.269583225250244
7.2Gi,4.6Gi,120Mi,103Mi,2.4Gi,2.2Gi,11.490321636199951
7.2Gi,4.6Gi,101Mi,103Mi,2.4Gi,2.2Gi,12.71468448638916
7.2Gi,4.6Gi,109Mi,94Mi,2.4Gi,2.2Gi,13.933789730072021
7.2Gi,4.6Gi,109Mi,94Mi,2.4Gi,2.2Gi,15.144986867904663
7.2Gi,4.6Gi,97Mi,103Mi,2.4Gi,2.2Gi,16.375168323516846
7.2Gi,4.6Gi,100Mi,103Mi,2.4Gi,2.2Gi,17.580934524536133
7.2Gi,4.6Gi,107Mi,94Mi,2.4Gi,2.2Gi,18.797175407409668
7.2Gi,4.6Gi,101Mi,103Mi,2.4Gi,2.2Gi,20.00632095336914
7.2Gi,4.6Gi,98Mi,103Mi,2.4Gi,2.2Gi,21.21718692779541
7.2Gi,4.6Gi,109Mi,94Mi,2.4Gi,2.2Gi,22.435816526412964
7.2Gi,4.6Gi,109Mi,94Mi,2.4Gi,2.2Gi,23.645158052444458
7.2Gi,4.6Gi,99Mi,103Mi,2.4Gi,2.2Gi,24.865362882614136
7.2Gi,4.6Gi,98Mi,102Mi,2.4Gi,2.2Gi,26.063602447509766
7.2Gi,4.6Gi,108Mi,94Mi,2.4Gi,2.2Gi,27.287187099456787
7.2Gi,4.6Gi,99Mi,103Mi,2.4Gi,2.2Gi,28.498520612716675
7.2Gi,4.6Gi,97Mi,103Mi,2.4Gi,2.2Gi,29.705951690673828
