total,used,free,shared,buff/cache,available,log_time
7.2Gi,1.4Gi,4.5Gi,20Mi,1.3Gi,5.6Gi,2.105961799621582
7.2Gi,1.4Gi,4.5Gi,20Mi,1.3Gi,5.6Gi,3.254950523376465
7.2Gi,1.4Gi,4.5Gi,20Mi,1.3Gi,5.6Gi,4.441457986831665
7.2Gi,1.4Gi,4.5Gi,20Mi,1.3Gi,5.6Gi,5.689830780029297
7.2Gi,1.4Gi,4.4Gi,20Mi,1.3Gi,5.5Gi,6.910374879837036
7.2Gi,1.5Gi,4.3Gi,20Mi,1.3Gi,5.5Gi,8.129372835159302
7.2Gi,1.5Gi,4.3Gi,20Mi,1.4Gi,5.4Gi,9.250452756881714
7.2Gi,1.6Gi,4.2Gi,20Mi,1.4Gi,5.4Gi,10.423551082611084
7.2Gi,1.7Gi,4.1Gi,20Mi,1.4Gi,5.2Gi,11.564236164093018
7.2Gi,1.8Gi,4.0Gi,20Mi,1.4Gi,5.2Gi,12.76944351196289
7.2Gi,1.9Gi,3.8Gi,20Mi,1.4Gi,5.0Gi,14.147241115570068
7.2Gi,2.0Gi,3.7Gi,20Mi,1.4Gi,4.9Gi,15.369716167449951
7.2Gi,2.2Gi,3.5Gi,20Mi,1.4Gi,4.7Gi,16.571407079696655
7.2Gi,2.2Gi,3.5Gi,20Mi,1.5Gi,4.7Gi,17.680370092391968
7.2Gi,2.2Gi,4.4Gi,20Mi,592Mi,4.7Gi,18.89697289466858
7.2Gi,2.2Gi,4.3Gi,20Mi,610Mi,4.7Gi,20.344777584075928
7.2Gi,2.3Gi,4.3Gi,20Mi,623Mi,4.6Gi,21.51115393638611
7.2Gi,2.4Gi,4.1Gi,88Mi,722Mi,4.5Gi,22.875749349594116
7.2Gi,2.4Gi,4.0Gi,103Mi,764Mi,4.5Gi,24.19448447227478
7.2Gi,2.4Gi,4.0Gi,103Mi,788Mi,4.4Gi,25.285362720489502
7.2Gi,2.5Gi,3.9Gi,103Mi,816Mi,4.4Gi,26.387498140335083
7.2Gi,2.5Gi,3.8Gi,103Mi,849Mi,4.4Gi,27.515514373779297
7.2Gi,2.6Gi,3.8Gi,103Mi,882Mi,4.3Gi,28.618078231811523
7.2Gi,2.6Gi,3.7Gi,103Mi,905Mi,4.3Gi,29.719984769821167
7.2Gi,2.6Gi,3.6Gi,103Mi,933Mi,4.2Gi,30.809051513671875
7.2Gi,2.7Gi,3.5Gi,103Mi,957Mi,4.2Gi,31.90131425857544
7.2Gi,2.7Gi,3.5Gi,103Mi,976Mi,4.1Gi,33.12273550033569
7.2Gi,2.8Gi,3.4Gi,103Mi,996Mi,4.1Gi,34.25483822822571
7.2Gi,2.8Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,35.35886311531067
7.2Gi,2.9Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,36.46741986274719
7.2Gi,3.0Gi,3.2Gi,103Mi,1.0Gi,3.9Gi,37.58135390281677
7.2Gi,3.0Gi,3.1Gi,103Mi,1.0Gi,3.8Gi,38.68767523765564
7.2Gi,3.0Gi,3.1Gi,103Mi,1.1Gi,3.8Gi,39.79266810417175
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,40.88535165786743
7.2Gi,3.2Gi,2.9Gi,103Mi,1.1Gi,3.7Gi,42.05807948112488
7.2Gi,3.2Gi,2.9Gi,103Mi,1.1Gi,3.7Gi,43.16909670829773
7.2Gi,3.2Gi,2.9Gi,103Mi,1.1Gi,3.7Gi,44.2617506980896
7.2Gi,3.2Gi,2.9Gi,103Mi,1.1Gi,3.7Gi,45.36543560028076
7.2Gi,3.2Gi,2.8Gi,103Mi,1.1Gi,3.7Gi,46.459537982940674
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.6Gi,47.56551265716553
7.2Gi,3.3Gi,2.7Gi,103Mi,1.2Gi,3.6Gi,48.691565990448
7.2Gi,3.3Gi,2.7Gi,103Mi,1.2Gi,3.6Gi,49.80957794189453
7.2Gi,3.3Gi,2.7Gi,103Mi,1.2Gi,3.6Gi,50.923879861831665
7.2Gi,3.3Gi,2.6Gi,103Mi,1.2Gi,3.5Gi,52.016910552978516
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.5Gi,53.119874715805054
7.2Gi,3.3Gi,2.5Gi,103Mi,1.3Gi,3.5Gi,54.21443271636963
7.2Gi,3.3Gi,2.5Gi,103Mi,1.3Gi,3.5Gi,55.306190729141235
7.2Gi,3.4Gi,2.5Gi,103Mi,1.3Gi,3.5Gi,56.39964556694031
7.2Gi,3.4Gi,2.5Gi,103Mi,1.3Gi,3.5Gi,57.488999128341675
7.2Gi,3.4Gi,2.4Gi,103Mi,1.4Gi,3.5Gi,58.61983299255371
7.2Gi,3.4Gi,2.4Gi,103Mi,1.4Gi,3.5Gi,59.725093126297
7.2Gi,3.4Gi,2.4Gi,103Mi,1.4Gi,3.5Gi,60.82537484169006
7.2Gi,3.4Gi,2.4Gi,103Mi,1.4Gi,3.5Gi,61.922205686569214
7.2Gi,3.4Gi,2.4Gi,103Mi,1.4Gi,3.5Gi,63.01246905326843
7.2Gi,3.4Gi,2.3Gi,103Mi,1.4Gi,3.5Gi,64.10019493103027
7.2Gi,3.4Gi,2.3Gi,103Mi,1.4Gi,3.5Gi,65.1884868144989
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,66.29144668579102
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,67.38579416275024
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.4Gi,68.48998165130615
7.2Gi,3.4Gi,2.2Gi,103Mi,1.5Gi,3.4Gi,69.63392066955566
7.2Gi,3.5Gi,2.2Gi,103Mi,1.5Gi,3.4Gi,70.76546597480774
7.2Gi,3.5Gi,2.2Gi,103Mi,1.5Gi,3.4Gi,71.85953497886658
7.2Gi,3.5Gi,2.1Gi,103Mi,1.5Gi,3.4Gi,72.97226190567017
7.2Gi,3.5Gi,2.1Gi,103Mi,1.5Gi,3.4Gi,74.17290830612183
7.2Gi,3.5Gi,2.1Gi,103Mi,1.6Gi,3.3Gi,75.28583931922913
7.2Gi,3.6Gi,2.0Gi,103Mi,1.6Gi,3.3Gi,76.38199234008789
7.2Gi,3.6Gi,2.0Gi,103Mi,1.6Gi,3.3Gi,77.47313976287842
7.2Gi,3.7Gi,1.9Gi,103Mi,1.6Gi,3.2Gi,78.56986117362976
7.2Gi,3.8Gi,1.8Gi,103Mi,1.6Gi,3.1Gi,79.68401718139648
7.2Gi,3.8Gi,1.8Gi,103Mi,1.6Gi,3.1Gi,80.79717707633972
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,81.91929030418396
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.0Gi,83.04097890853882
7.2Gi,3.9Gi,1.6Gi,103Mi,1.7Gi,3.0Gi,84.13321661949158
7.2Gi,3.9Gi,1.6Gi,103Mi,1.7Gi,3.0Gi,85.24003624916077
7.2Gi,3.9Gi,1.5Gi,103Mi,1.7Gi,3.0Gi,86.33632063865662
7.2Gi,3.9Gi,1.5Gi,103Mi,1.7Gi,2.9Gi,87.43848061561584
7.2Gi,3.9Gi,1.5Gi,103Mi,1.7Gi,2.9Gi,88.52859258651733
7.2Gi,3.9Gi,1.5Gi,103Mi,1.8Gi,2.9Gi,89.65538907051086
7.2Gi,4.1Gi,1.3Gi,103Mi,1.8Gi,2.7Gi,90.75287008285522
7.2Gi,4.9Gi,484Mi,103Mi,1.8Gi,1.9Gi,91.87929797172546
