total,used,free,log_time
3.6Gi,3.0Mi,3.6Gi,1.9018664360046387
3.6Gi,3.0Mi,3.6Gi,3.118859052658081
3.6Gi,3.0Mi,3.6Gi,4.32405686378479
3.6Gi,3.0Mi,3.6Gi,5.526359558105469
3.6Gi,3.0Mi,3.6Gi,6.739179372787476
3.6Gi,3.0Mi,3.6Gi,7.9601006507873535
3.6Gi,3.0Mi,3.6Gi,9.161603212356567
3.6Gi,3.0Mi,3.6Gi,10.38639211654663
3.6Gi,3.0Mi,3.6Gi,11.624602556228638
3.6Gi,3.0Mi,3.6Gi,12.848023891448975
3.6Gi,3.0Mi,3.6Gi,14.067055463790894
3.6Gi,3.0Mi,3.6Gi,15.297681093215942
3.6Gi,3.0Mi,3.6Gi,16.62174153327942
3.6Gi,3.0Mi,3.6Gi,17.844731330871582
3.6Gi,3.0Mi,3.6Gi,19.05803894996643
3.6Gi,3.0Mi,3.6Gi,20.28081226348877
3.6Gi,3.0Mi,3.6Gi,21.63531494140625
3.6Gi,3.0Mi,3.6Gi,22.81971764564514
3.6Gi,3.0Mi,3.6Gi,24.047704458236694
3.6Gi,3.0Mi,3.6Gi,25.274110555648804
3.6Gi,3.0Mi,3.6Gi,26.630993843078613
3.6Gi,3.0Mi,3.6Gi,27.81766963005066
3.6Gi,3.0Mi,3.6Gi,29.036378860473633
3.6Gi,3.0Mi,3.6Gi,30.233609437942505
