total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.4Gi,2.4Gi,20Mi,2.3Gi,4.5Gi,1.844602346420288
7.2Gi,2.8Gi,2.0Gi,93Mi,2.3Gi,4.1Gi,3.05525279045105
7.2Gi,3.2Gi,1.6Gi,103Mi,2.4Gi,3.6Gi,4.264296531677246
7.2Gi,3.5Gi,1.3Gi,103Mi,2.4Gi,3.3Gi,5.46690559387207
7.2Gi,4.2Gi,623Mi,103Mi,2.4Gi,2.7Gi,6.676233530044556
7.2Gi,4.6Gi,196Mi,103Mi,2.4Gi,2.2Gi,7.891942739486694
7.2Gi,4.6Gi,212Mi,103Mi,2.4Gi,2.3Gi,9.111876249313354
7.2Gi,4.6Gi,212Mi,94Mi,2.3Gi,2.3Gi,10.31630277633667
7.2Gi,4.6Gi,196Mi,103Mi,2.4Gi,2.2Gi,11.554699182510376
7.2Gi,4.6Gi,167Mi,103Mi,2.4Gi,2.2Gi,12.789047002792358
7.2Gi,4.6Gi,170Mi,103Mi,2.4Gi,2.2Gi,14.010355710983276
7.2Gi,4.6Gi,178Mi,94Mi,2.3Gi,2.2Gi,15.229064464569092
7.2Gi,4.6Gi,178Mi,94Mi,2.3Gi,2.2Gi,16.554006576538086
7.2Gi,4.6Gi,167Mi,103Mi,2.4Gi,2.2Gi,17.77972149848938
7.2Gi,4.6Gi,168Mi,103Mi,2.4Gi,2.2Gi,18.999138593673706
7.2Gi,4.6Gi,176Mi,94Mi,2.3Gi,2.2Gi,20.215370416641235
7.2Gi,4.6Gi,177Mi,94Mi,2.3Gi,2.2Gi,21.562874794006348
7.2Gi,4.6Gi,167Mi,103Mi,2.4Gi,2.2Gi,22.77433681488037
7.2Gi,4.6Gi,164Mi,103Mi,2.4Gi,2.2Gi,23.978763103485107
7.2Gi,4.6Gi,175Mi,94Mi,2.3Gi,2.2Gi,25.2071590423584
7.2Gi,4.6Gi,175Mi,94Mi,2.3Gi,2.2Gi,26.558788537979126
7.2Gi,4.6Gi,169Mi,103Mi,2.4Gi,2.2Gi,27.773624658584595
7.2Gi,4.6Gi,168Mi,103Mi,2.4Gi,2.2Gi,28.97559666633606
7.2Gi,4.5Gi,357Mi,56Mi,2.3Gi,2.4Gi,30.172767877578735
