files,directories,resident_pages,resident_pages_size,resident_pages_%,elapsed,redundant,log_time
23080,1,21694/722637,84M/2G,3%,0.56105,seconds,16.545334339141846
23080,1,0/722637,0/2G,0%,0.91111,seconds,18.666582584381104
23080,1,20119/722637,78M/2G,2.78%,0.56306,seconds,136.34669589996338
