total,used,free,log_time
3.6Gi,4.0Mi,3.6Gi,2.8361079692840576
3.6Gi,4.0Mi,3.6Gi,4.229028701782227
3.6Gi,4.0Mi,3.6Gi,5.719939231872559
3.6Gi,4.0Mi,3.6Gi,7.110126256942749
3.6Gi,4.0Mi,3.6Gi,8.971719980239868
3.6Gi,4.0Mi,3.6Gi,10.438662052154541
3.6Gi,4.0Mi,3.6Gi,12.0065016746521
3.6Gi,4.0Mi,3.6Gi,13.310724973678589
3.6Gi,4.0Mi,3.6Gi,14.58618450164795
3.6Gi,4.0Mi,3.6Gi,15.759443521499634
3.6Gi,4.0Mi,3.6Gi,16.96582341194153
3.6Gi,4.0Mi,3.6Gi,18.14205837249756
3.6Gi,4.0Mi,3.6Gi,19.325782537460327
3.6Gi,4.0Mi,3.6Gi,20.544670820236206
3.6Gi,4.0Mi,3.6Gi,21.720038652420044
3.6Gi,4.0Mi,3.6Gi,22.940533876419067
3.6Gi,4.0Mi,3.6Gi,24.151418685913086
3.6Gi,4.0Mi,3.6Gi,25.337955474853516
3.6Gi,4.0Mi,3.6Gi,26.52893853187561
3.6Gi,4.0Mi,3.6Gi,27.72123670578003
3.6Gi,4.0Mi,3.6Gi,28.923180103302002
3.6Gi,4.0Mi,3.6Gi,30.139121770858765
3.6Gi,4.0Mi,3.6Gi,31.384629249572754
3.6Gi,4.0Mi,3.6Gi,32.637879371643066
3.6Gi,4.0Mi,3.6Gi,33.84499001502991
3.6Gi,4.0Mi,3.6Gi,35.03104257583618
3.6Gi,4.0Mi,3.6Gi,36.25175428390503
3.6Gi,4.0Mi,3.6Gi,37.44097137451172
3.6Gi,4.0Mi,3.6Gi,38.622196674346924
3.6Gi,4.0Mi,3.6Gi,39.843761682510376
3.6Gi,4.0Mi,3.6Gi,41.03096675872803
3.6Gi,4.0Mi,3.6Gi,42.27702617645264
3.6Gi,4.0Mi,3.6Gi,43.47878384590149
3.6Gi,4.0Mi,3.6Gi,44.690717458724976
3.6Gi,4.0Mi,3.6Gi,45.883424520492554
3.6Gi,4.0Mi,3.6Gi,47.092241525650024
3.6Gi,4.0Mi,3.6Gi,48.26201939582825
3.6Gi,4.0Mi,3.6Gi,49.43875789642334
3.6Gi,4.0Mi,3.6Gi,50.64942240715027
3.6Gi,4.0Mi,3.6Gi,51.82669973373413
3.6Gi,4.0Mi,3.6Gi,53.02989196777344
3.6Gi,4.0Mi,3.6Gi,54.24320363998413
3.6Gi,4.0Mi,3.6Gi,55.41612887382507
3.6Gi,4.0Mi,3.6Gi,56.60763382911682
3.6Gi,4.0Mi,3.6Gi,57.79682517051697
3.6Gi,4.0Mi,3.6Gi,58.99547553062439
3.6Gi,4.0Mi,3.6Gi,60.17145371437073
3.6Gi,4.0Mi,3.6Gi,61.42093348503113
3.6Gi,4.0Mi,3.6Gi,62.62517786026001
3.6Gi,4.0Mi,3.6Gi,63.81184649467468
3.6Gi,4.0Mi,3.6Gi,65.02507185935974
3.6Gi,4.0Mi,3.6Gi,66.24150729179382
3.6Gi,4.0Mi,3.6Gi,67.56086277961731
3.6Gi,4.0Mi,3.6Gi,68.77380180358887
3.6Gi,4.0Mi,3.6Gi,70.26677298545837
3.6Gi,4.0Mi,3.6Gi,71.47661232948303
3.6Gi,4.0Mi,3.6Gi,72.70231032371521
3.6Gi,4.0Mi,3.6Gi,73.90403842926025
3.6Gi,4.0Mi,3.6Gi,75.08994030952454
3.6Gi,4.0Mi,3.6Gi,76.2708477973938
3.6Gi,4.0Mi,3.6Gi,77.4708559513092
3.6Gi,4.0Mi,3.6Gi,78.68882489204407
3.6Gi,4.0Mi,3.6Gi,79.87214183807373
3.6Gi,4.0Mi,3.6Gi,81.07100749015808
3.6Gi,4.0Mi,3.6Gi,82.29396438598633
3.6Gi,4.0Mi,3.6Gi,83.49705052375793
3.6Gi,4.0Mi,3.6Gi,84.68705368041992
3.6Gi,4.0Mi,3.6Gi,85.97806119918823
3.6Gi,4.0Mi,3.6Gi,87.23364162445068
3.6Gi,4.0Mi,3.6Gi,88.42618608474731
3.6Gi,4.0Mi,3.6Gi,89.60975360870361
3.6Gi,4.0Mi,3.6Gi,90.7991054058075
3.6Gi,4.0Mi,3.6Gi,91.98391389846802
3.6Gi,4.0Mi,3.6Gi,93.16745615005493
3.6Gi,4.0Mi,3.6Gi,94.3749406337738
3.6Gi,4.0Mi,3.6Gi,95.67176413536072
3.6Gi,4.0Mi,3.6Gi,96.93768548965454
3.6Gi,4.0Mi,3.6Gi,98.16348481178284
3.6Gi,4.0Mi,3.6Gi,99.41175246238708
3.6Gi,4.0Mi,3.6Gi,100.77427673339844
3.6Gi,4.0Mi,3.6Gi,102.29335498809814
3.6Gi,6.0Mi,3.6Gi,103.7357075214386
3.6Gi,6.0Mi,3.6Gi,105.2069308757782
3.6Gi,6.0Mi,3.6Gi,106.58815836906433
3.6Gi,6.0Mi,3.6Gi,108.01843881607056
3.6Gi,6.0Mi,3.6Gi,109.26234984397888
3.6Gi,6.0Mi,3.6Gi,110.71185541152954
3.6Gi,6.0Mi,3.6Gi,112.13794112205505
3.6Gi,6.0Mi,3.6Gi,113.36426258087158
3.6Gi,6.0Mi,3.6Gi,114.64196443557739
3.6Gi,6.0Mi,3.6Gi,116.23507881164551
3.6Gi,6.0Mi,3.6Gi,117.467365026474
3.6Gi,6.0Mi,3.6Gi,118.7157871723175
