total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.5Gi,2.4Gi,20Mi,2.3Gi,4.4Gi,1.7183103561401367
7.2Gi,2.9Gi,1.9Gi,103Mi,2.4Gi,3.9Gi,2.845581531524658
7.2Gi,3.4Gi,1.4Gi,103Mi,2.4Gi,3.5Gi,3.9759137630462646
7.2Gi,3.9Gi,898Mi,103Mi,2.4Gi,2.9Gi,5.1066718101501465
7.2Gi,4.6Gi,178Mi,94Mi,2.3Gi,2.2Gi,6.246788501739502
7.2Gi,4.6Gi,234Mi,94Mi,2.3Gi,2.3Gi,7.392252445220947
7.2Gi,4.6Gi,202Mi,94Mi,2.3Gi,2.2Gi,8.529520034790039
7.2Gi,4.6Gi,203Mi,94Mi,2.3Gi,2.2Gi,9.65992784500122
7.2Gi,4.6Gi,195Mi,103Mi,2.4Gi,2.2Gi,10.779320001602173
7.2Gi,4.6Gi,196Mi,103Mi,2.4Gi,2.2Gi,11.901062726974487
7.2Gi,4.6Gi,202Mi,94Mi,2.3Gi,2.2Gi,13.031659603118896
7.2Gi,4.6Gi,200Mi,94Mi,2.3Gi,2.2Gi,14.162653684616089
7.2Gi,4.6Gi,195Mi,103Mi,2.4Gi,2.2Gi,15.292810201644897
7.2Gi,4.6Gi,193Mi,102Mi,2.4Gi,2.2Gi,16.411438703536987
7.2Gi,4.6Gi,195Mi,103Mi,2.4Gi,2.2Gi,17.529240369796753
7.2Gi,4.6Gi,201Mi,94Mi,2.3Gi,2.2Gi,18.65779972076416
7.2Gi,4.6Gi,200Mi,94Mi,2.3Gi,2.2Gi,19.788701057434082
