total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.3Gi,2.5Gi,20Mi,2.3Gi,4.6Gi,1.794269323348999
7.2Gi,2.6Gi,2.3Gi,20Mi,2.3Gi,4.4Gi,2.9478282928466797
7.2Gi,3.0Gi,1.8Gi,103Mi,2.4Gi,3.9Gi,4.1073431968688965
7.2Gi,3.3Gi,1.5Gi,103Mi,2.4Gi,3.5Gi,5.266235589981079
7.2Gi,3.7Gi,1.1Gi,103Mi,2.4Gi,3.2Gi,6.425788640975952
7.2Gi,4.3Gi,502Mi,103Mi,2.4Gi,2.6Gi,7.579835891723633
7.2Gi,4.7Gi,96Mi,84Mi,2.4Gi,2.2Gi,8.737558126449585
7.2Gi,4.6Gi,138Mi,94Mi,2.4Gi,2.2Gi,9.908241748809814
7.2Gi,4.7Gi,111Mi,94Mi,2.4Gi,2.2Gi,11.102311849594116
7.2Gi,4.7Gi,113Mi,94Mi,2.4Gi,2.2Gi,12.261856317520142
7.2Gi,4.7Gi,116Mi,92Mi,2.4Gi,2.2Gi,13.427354574203491
7.2Gi,4.7Gi,114Mi,93Mi,2.4Gi,2.2Gi,14.58728551864624
7.2Gi,4.7Gi,113Mi,94Mi,2.4Gi,2.2Gi,15.747190237045288
7.2Gi,4.7Gi,116Mi,86Mi,2.4Gi,2.2Gi,17.11660385131836
7.2Gi,4.7Gi,113Mi,94Mi,2.4Gi,2.2Gi,18.28050661087036
7.2Gi,4.7Gi,112Mi,94Mi,2.4Gi,2.2Gi,19.44094944000244
7.2Gi,4.7Gi,110Mi,94Mi,2.4Gi,2.2Gi,20.601946353912354
7.2Gi,4.7Gi,114Mi,93Mi,2.4Gi,2.2Gi,21.763866662979126
