total,used,free,log_time
3.6Gi,3.0Mi,3.6Gi,3.3641695976257324
3.6Gi,3.0Mi,3.6Gi,5.629429578781128
3.6Gi,3.0Mi,3.6Gi,7.262829303741455
3.6Gi,3.0Mi,3.6Gi,8.950908184051514
3.6Gi,3.0Mi,3.6Gi,10.70125675201416
3.6Gi,3.0Mi,3.6Gi,12.731731176376343
3.6Gi,3.0Mi,3.6Gi,15.606815576553345
3.6Gi,3.0Mi,3.6Gi,17.85372281074524
3.6Gi,3.0Mi,3.6Gi,19.455880880355835
3.6Gi,3.0Mi,3.6Gi,21.080929279327393
3.6Gi,3.0Mi,3.6Gi,22.62999963760376
3.6Gi,3.0Mi,3.6Gi,24.125051259994507
3.6Gi,3.0Mi,3.6Gi,25.596224308013916
3.6Gi,3.0Mi,3.6Gi,27.272653102874756
3.6Gi,3.0Mi,3.6Gi,28.95847773551941
3.6Gi,3.0Mi,3.6Gi,31.468138933181763
3.6Gi,3.0Mi,3.6Gi,35.24085092544556
3.6Gi,3.0Mi,3.6Gi,37.89455223083496
3.6Gi,3.0Mi,3.6Gi,40.66620111465454
3.6Gi,3.0Mi,3.6Gi,43.66869282722473
3.6Gi,3.0Mi,3.6Gi,46.59168601036072
3.6Gi,3.0Mi,3.6Gi,49.45947623252869
3.6Gi,3.0Mi,3.6Gi,52.37730693817139
3.6Gi,3.0Mi,3.6Gi,54.54685068130493
3.6Gi,3.0Mi,3.6Gi,57.21260476112366
