total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,2.299659252166748
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,3.621248483657837
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.8Gi,4.898360013961792
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,6.175501823425293
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,7.600751876831055
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,8.994218111038208
7.2Gi,2.3Gi,2.9Gi,20Mi,2.0Gi,4.7Gi,10.322421073913574
7.2Gi,2.6Gi,2.6Gi,20Mi,2.0Gi,4.4Gi,11.645083665847778
7.2Gi,2.1Gi,4.5Gi,20Mi,558Mi,4.8Gi,13.200559854507446
7.2Gi,2.1Gi,4.5Gi,20Mi,575Mi,4.8Gi,14.640698432922363
7.2Gi,2.2Gi,4.4Gi,20Mi,589Mi,4.8Gi,15.844274520874023
7.2Gi,2.2Gi,4.2Gi,103Mi,701Mi,4.6Gi,17.03175640106201
7.2Gi,2.3Gi,4.2Gi,103Mi,734Mi,4.6Gi,18.222227573394775
7.2Gi,2.3Gi,4.1Gi,103Mi,754Mi,4.6Gi,19.41172480583191
7.2Gi,2.3Gi,4.1Gi,103Mi,777Mi,4.5Gi,20.60161590576172
7.2Gi,2.4Gi,4.0Gi,103Mi,797Mi,4.5Gi,21.78923201560974
7.2Gi,2.4Gi,4.0Gi,103Mi,819Mi,4.5Gi,22.97314453125
7.2Gi,2.4Gi,3.9Gi,103Mi,842Mi,4.4Gi,24.175858974456787
7.2Gi,2.5Gi,3.8Gi,103Mi,866Mi,4.4Gi,25.359442710876465
7.2Gi,2.5Gi,3.8Gi,103Mi,896Mi,4.4Gi,26.558903455734253
7.2Gi,2.5Gi,3.7Gi,103Mi,917Mi,4.3Gi,27.77003312110901
7.2Gi,2.6Gi,3.6Gi,103Mi,934Mi,4.3Gi,28.965036392211914
7.2Gi,2.6Gi,3.6Gi,103Mi,950Mi,4.2Gi,30.164417266845703
7.2Gi,2.6Gi,3.6Gi,103Mi,960Mi,4.2Gi,31.342421293258667
7.2Gi,2.7Gi,3.5Gi,103Mi,972Mi,4.2Gi,32.55338382720947
7.2Gi,2.7Gi,3.5Gi,103Mi,986Mi,4.2Gi,33.74828362464905
7.2Gi,2.7Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,34.93462538719177
7.2Gi,2.8Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,36.136707067489624
7.2Gi,2.9Gi,3.2Gi,103Mi,1.0Gi,4.0Gi,37.34055304527283
7.2Gi,3.0Gi,3.2Gi,103Mi,1.0Gi,3.9Gi,38.528945207595825
7.2Gi,3.1Gi,3.1Gi,103Mi,1.0Gi,3.8Gi,39.71486282348633
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,40.907954931259155
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,42.090065717697144
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,43.263221979141235
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,44.47242188453674
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.8Gi,45.65575885772705
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.7Gi,46.84502696990967
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,48.04644250869751
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,49.24299192428589
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,50.43445158004761
7.2Gi,3.2Gi,2.7Gi,103Mi,1.2Gi,3.6Gi,51.62482190132141
7.2Gi,3.2Gi,2.7Gi,103Mi,1.2Gi,3.6Gi,52.813849687576294
7.2Gi,3.2Gi,2.7Gi,103Mi,1.3Gi,3.6Gi,53.99502658843994
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,55.168609857559204
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,56.379571199417114
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,57.556774616241455
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,58.73821306228638
7.2Gi,3.3Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,59.94018864631653
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,61.13078284263611
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,62.31606864929199
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,63.51225304603577
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,64.71576642990112
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,65.90265679359436
7.2Gi,3.3Gi,2.4Gi,103Mi,1.4Gi,3.6Gi,67.0850567817688
