total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.3Gi,2.5Gi,20Mi,2.3Gi,4.6Gi,2.401728868484497
7.2Gi,2.6Gi,2.2Gi,20Mi,2.3Gi,4.3Gi,3.843923330307007
7.2Gi,2.9Gi,1.9Gi,93Mi,2.4Gi,4.0Gi,5.485918760299683
7.2Gi,3.3Gi,1.5Gi,103Mi,2.4Gi,3.6Gi,6.731620788574219
7.2Gi,3.6Gi,1.1Gi,103Mi,2.4Gi,3.2Gi,7.969231367111206
7.2Gi,4.2Gi,505Mi,103Mi,2.4Gi,2.6Gi,9.256489276885986
7.2Gi,4.6Gi,137Mi,94Mi,2.4Gi,2.3Gi,10.609011173248291
7.2Gi,4.6Gi,150Mi,94Mi,2.4Gi,2.3Gi,11.902008295059204
7.2Gi,4.6Gi,141Mi,103Mi,2.4Gi,2.3Gi,13.187968015670776
7.2Gi,4.6Gi,113Mi,103Mi,2.4Gi,2.2Gi,14.459464311599731
7.2Gi,4.6Gi,114Mi,99Mi,2.4Gi,2.2Gi,15.739175796508789
7.2Gi,4.6Gi,121Mi,94Mi,2.4Gi,2.2Gi,16.992088556289673
7.2Gi,4.6Gi,121Mi,94Mi,2.4Gi,2.2Gi,18.29198932647705
7.2Gi,4.6Gi,111Mi,103Mi,2.4Gi,2.2Gi,19.555224180221558
7.2Gi,4.6Gi,112Mi,103Mi,2.4Gi,2.2Gi,20.834275007247925
7.2Gi,4.6Gi,120Mi,94Mi,2.4Gi,2.2Gi,22.11206555366516
7.2Gi,4.6Gi,120Mi,94Mi,2.4Gi,2.2Gi,23.370276927947998
7.2Gi,4.6Gi,120Mi,94Mi,2.4Gi,2.2Gi,24.706647396087646
7.2Gi,4.6Gi,121Mi,94Mi,2.4Gi,2.2Gi,25.984882354736328
7.2Gi,4.6Gi,113Mi,103Mi,2.4Gi,2.2Gi,27.319754600524902
7.2Gi,4.6Gi,113Mi,103Mi,2.4Gi,2.2Gi,28.58403182029724
7.2Gi,4.6Gi,111Mi,103Mi,2.4Gi,2.2Gi,29.88980984687805
7.2Gi,4.6Gi,119Mi,94Mi,2.4Gi,2.2Gi,31.152809619903564
