total,used,free,log_time
3.6Gi,0B,3.6Gi,1.954740285873413
3.6Gi,0B,3.6Gi,3.0612053871154785
3.6Gi,0B,3.6Gi,4.158638954162598
3.6Gi,0B,3.6Gi,5.299733400344849
3.6Gi,0B,3.6Gi,6.410589694976807
3.6Gi,0B,3.6Gi,7.505629777908325
3.6Gi,0B,3.6Gi,8.72789192199707
3.6Gi,0B,3.6Gi,9.842630624771118
3.6Gi,0B,3.6Gi,11.12963080406189
3.6Gi,0B,3.6Gi,12.338542699813843
3.6Gi,0B,3.6Gi,13.449659824371338
3.6Gi,0B,3.6Gi,14.547139406204224
3.6Gi,0B,3.6Gi,15.639044523239136
3.6Gi,0B,3.6Gi,16.724299907684326
3.6Gi,0B,3.6Gi,17.825084924697876
3.6Gi,0B,3.6Gi,18.90618109703064
3.6Gi,0B,3.6Gi,19.993375301361084
3.6Gi,0B,3.6Gi,21.09129786491394
3.6Gi,0B,3.6Gi,22.242450714111328
3.6Gi,0B,3.6Gi,23.34629464149475
3.6Gi,0B,3.6Gi,24.43924832344055
3.6Gi,0B,3.6Gi,25.540960788726807
3.6Gi,0B,3.6Gi,26.64911651611328
3.6Gi,0B,3.6Gi,27.732920169830322
3.6Gi,0B,3.6Gi,28.833024740219116
3.6Gi,0B,3.6Gi,29.919785499572754
3.6Gi,0B,3.6Gi,31.025985956192017
3.6Gi,0B,3.6Gi,32.117347240448
3.6Gi,0B,3.6Gi,33.20232653617859
3.6Gi,0B,3.6Gi,34.29788398742676
3.6Gi,0B,3.6Gi,35.3985333442688
3.6Gi,0B,3.6Gi,36.50620794296265
3.6Gi,0B,3.6Gi,37.59943652153015
3.6Gi,0B,3.6Gi,38.69169521331787
3.6Gi,0B,3.6Gi,39.787516832351685
3.6Gi,0B,3.6Gi,40.87710452079773
3.6Gi,0B,3.6Gi,41.96724772453308
3.6Gi,0B,3.6Gi,43.054439067840576
3.6Gi,0B,3.6Gi,44.163414001464844
3.6Gi,0B,3.6Gi,45.250731229782104
3.6Gi,0B,3.6Gi,46.34287142753601
3.6Gi,0B,3.6Gi,47.43514895439148
3.6Gi,0B,3.6Gi,48.52891206741333
3.6Gi,0B,3.6Gi,49.62005972862244
3.6Gi,0B,3.6Gi,50.70186257362366
3.6Gi,0B,3.6Gi,51.79845142364502
3.6Gi,0B,3.6Gi,52.924771308898926
3.6Gi,0B,3.6Gi,54.01951003074646
3.6Gi,0B,3.6Gi,55.115966796875
3.6Gi,0B,3.6Gi,56.26166796684265
3.6Gi,0B,3.6Gi,57.395872354507446
3.6Gi,0B,3.6Gi,58.47925615310669
3.6Gi,0B,3.6Gi,59.592031955718994
3.6Gi,0B,3.6Gi,60.714195013046265
3.6Gi,0B,3.6Gi,61.818872690200806
3.6Gi,0B,3.6Gi,62.9218966960907
3.6Gi,0B,3.6Gi,64.0350821018219
3.6Gi,0B,3.6Gi,65.12333965301514
3.6Gi,0B,3.6Gi,66.21011114120483
3.6Gi,0B,3.6Gi,67.30184078216553
3.6Gi,0B,3.6Gi,68.40459489822388
3.6Gi,0B,3.6Gi,69.49282360076904
3.6Gi,0B,3.6Gi,70.58087515830994
3.6Gi,0B,3.6Gi,71.67361879348755
3.6Gi,0B,3.6Gi,72.76847386360168
3.6Gi,0B,3.6Gi,73.87190628051758
3.6Gi,0B,3.6Gi,74.95651316642761
3.6Gi,0B,3.6Gi,76.04526925086975
3.6Gi,0B,3.6Gi,77.14111256599426
3.6Gi,0B,3.6Gi,78.23569631576538
3.6Gi,0B,3.6Gi,79.33466863632202
3.6Gi,2.0Mi,3.6Gi,80.59066271781921
3.6Gi,2.0Mi,3.6Gi,81.8566300868988
3.6Gi,2.0Mi,3.6Gi,83.18122553825378
3.6Gi,2.0Mi,3.6Gi,84.51976680755615
3.6Gi,2.0Mi,3.6Gi,85.71246337890625
3.6Gi,2.0Mi,3.6Gi,86.96685814857483
3.6Gi,2.0Mi,3.6Gi,88.16929602622986
3.6Gi,2.0Mi,3.6Gi,89.43485426902771
