total,used,free,shared,buff/cache,available,log_time
7.2Gi,1.2Gi,4.8Gi,20Mi,1.2Gi,5.7Gi,1.929675579071045
7.2Gi,1.3Gi,4.7Gi,20Mi,1.2Gi,5.7Gi,3.0415596961975098
7.2Gi,1.3Gi,4.6Gi,20Mi,1.3Gi,5.6Gi,4.130810260772705
7.2Gi,1.4Gi,4.5Gi,20Mi,1.3Gi,5.5Gi,5.26282000541687
7.2Gi,1.5Gi,4.4Gi,20Mi,1.3Gi,5.4Gi,6.385537385940552
7.2Gi,1.7Gi,4.2Gi,20Mi,1.3Gi,5.3Gi,7.486363887786865
7.2Gi,1.8Gi,4.0Gi,20Mi,1.3Gi,5.1Gi,8.656190872192383
7.2Gi,2.1Gi,3.8Gi,20Mi,1.3Gi,4.9Gi,9.818222999572754
7.2Gi,2.2Gi,3.7Gi,20Mi,1.3Gi,4.8Gi,11.021522760391235
7.2Gi,2.3Gi,3.4Gi,93Mi,1.4Gi,4.6Gi,12.314100742340088
7.2Gi,2.4Gi,3.3Gi,103Mi,1.5Gi,4.5Gi,13.422272205352783
7.2Gi,2.4Gi,3.3Gi,103Mi,1.5Gi,4.5Gi,14.527070045471191
7.2Gi,2.5Gi,3.2Gi,103Mi,1.5Gi,4.4Gi,15.615599155426025
7.2Gi,2.5Gi,3.1Gi,103Mi,1.5Gi,4.4Gi,16.70158100128174
7.2Gi,2.5Gi,3.1Gi,103Mi,1.6Gi,4.3Gi,17.80538582801819
7.2Gi,2.5Gi,3.0Gi,103Mi,1.6Gi,4.3Gi,18.88715410232544
7.2Gi,2.6Gi,3.0Gi,103Mi,1.6Gi,4.3Gi,19.97332239151001
7.2Gi,2.6Gi,2.9Gi,103Mi,1.6Gi,4.2Gi,21.0646333694458
7.2Gi,2.7Gi,2.8Gi,103Mi,1.7Gi,4.2Gi,22.202781200408936
7.2Gi,2.8Gi,2.7Gi,103Mi,1.7Gi,4.0Gi,23.320661306381226
7.2Gi,2.9Gi,2.6Gi,103Mi,1.7Gi,4.0Gi,24.419864892959595
7.2Gi,2.9Gi,2.5Gi,103Mi,1.7Gi,3.9Gi,25.514453649520874
7.2Gi,3.0Gi,2.4Gi,103Mi,1.8Gi,3.9Gi,26.629321575164795
7.2Gi,3.0Gi,2.3Gi,103Mi,1.8Gi,3.8Gi,27.713745832443237
7.2Gi,3.1Gi,2.2Gi,103Mi,1.8Gi,3.7Gi,28.809277772903442
7.2Gi,3.1Gi,2.2Gi,103Mi,1.8Gi,3.7Gi,29.900190114974976
7.2Gi,3.1Gi,2.2Gi,103Mi,1.8Gi,3.7Gi,30.988160371780396
7.2Gi,3.2Gi,2.2Gi,103Mi,1.8Gi,3.7Gi,32.09746599197388
7.2Gi,3.2Gi,2.1Gi,103Mi,1.9Gi,3.7Gi,33.18327498435974
7.2Gi,3.2Gi,2.1Gi,103Mi,1.9Gi,3.7Gi,34.273499488830566
7.2Gi,3.2Gi,2.0Gi,103Mi,1.9Gi,3.6Gi,35.37293100357056
7.2Gi,3.3Gi,2.0Gi,103Mi,1.9Gi,3.6Gi,36.47457814216614
7.2Gi,3.3Gi,1.9Gi,103Mi,1.9Gi,3.6Gi,37.579550981521606
7.2Gi,3.3Gi,1.9Gi,103Mi,2.0Gi,3.5Gi,38.668949842453
7.2Gi,3.3Gi,1.9Gi,103Mi,2.0Gi,3.5Gi,39.76812028884888
7.2Gi,3.3Gi,1.8Gi,103Mi,2.0Gi,3.5Gi,40.85659122467041
7.2Gi,3.3Gi,1.8Gi,103Mi,2.0Gi,3.5Gi,41.947810888290405
7.2Gi,3.3Gi,1.8Gi,103Mi,2.1Gi,3.5Gi,43.03338837623596
7.2Gi,3.3Gi,1.8Gi,103Mi,2.1Gi,3.5Gi,44.142889738082886
7.2Gi,3.3Gi,1.7Gi,103Mi,2.1Gi,3.5Gi,45.23089814186096
7.2Gi,3.3Gi,1.7Gi,103Mi,2.1Gi,3.5Gi,46.317055225372314
7.2Gi,3.3Gi,1.7Gi,103Mi,2.1Gi,3.5Gi,47.41594314575195
7.2Gi,3.3Gi,1.7Gi,103Mi,2.1Gi,3.5Gi,48.504372119903564
7.2Gi,3.3Gi,1.7Gi,103Mi,2.2Gi,3.5Gi,49.600932598114014
7.2Gi,3.4Gi,1.6Gi,103Mi,2.2Gi,3.5Gi,50.68255949020386
7.2Gi,3.4Gi,1.6Gi,103Mi,2.2Gi,3.5Gi,51.76942253112793
7.2Gi,3.4Gi,1.6Gi,103Mi,2.2Gi,3.5Gi,52.89584922790527
7.2Gi,3.4Gi,1.6Gi,103Mi,2.2Gi,3.5Gi,53.99847912788391
7.2Gi,3.4Gi,1.5Gi,103Mi,2.2Gi,3.4Gi,55.094810009002686
7.2Gi,3.5Gi,1.4Gi,103Mi,2.3Gi,3.4Gi,56.23680520057678
7.2Gi,3.5Gi,1.4Gi,103Mi,2.3Gi,3.4Gi,57.37610054016113
7.2Gi,3.5Gi,1.4Gi,103Mi,2.3Gi,3.3Gi,58.459163665771484
7.2Gi,3.6Gi,1.2Gi,103Mi,2.3Gi,3.2Gi,59.56776571273804
7.2Gi,3.6Gi,1.2Gi,103Mi,2.3Gi,3.2Gi,60.69059896469116
7.2Gi,3.7Gi,1.2Gi,103Mi,2.3Gi,3.2Gi,61.79411172866821
7.2Gi,3.7Gi,1.1Gi,103Mi,2.3Gi,3.2Gi,62.8971209526062
7.2Gi,3.7Gi,1.1Gi,103Mi,2.3Gi,3.1Gi,64.0115213394165
7.2Gi,3.8Gi,1.0Gi,103Mi,2.4Gi,3.1Gi,65.10415744781494
7.2Gi,3.8Gi,1.0Gi,103Mi,2.4Gi,3.1Gi,66.19016480445862
7.2Gi,3.9Gi,922Mi,103Mi,2.4Gi,3.0Gi,67.2759530544281
7.2Gi,3.9Gi,883Mi,103Mi,2.4Gi,3.0Gi,68.38557505607605
7.2Gi,3.9Gi,872Mi,103Mi,2.4Gi,3.0Gi,69.47056794166565
7.2Gi,3.9Gi,830Mi,103Mi,2.4Gi,2.9Gi,70.56129312515259
7.2Gi,3.9Gi,797Mi,103Mi,2.5Gi,2.9Gi,71.64911770820618
7.2Gi,4.0Gi,676Mi,103Mi,2.5Gi,2.8Gi,72.74178338050842
7.2Gi,4.2Gi,489Mi,103Mi,2.5Gi,2.6Gi,73.85219669342041
7.2Gi,4.3Gi,432Mi,103Mi,2.5Gi,2.6Gi,74.93688535690308
7.2Gi,4.3Gi,391Mi,103Mi,2.5Gi,2.6Gi,76.02349138259888
7.2Gi,4.3Gi,345Mi,103Mi,2.6Gi,2.6Gi,77.11943864822388
7.2Gi,4.3Gi,309Mi,103Mi,2.6Gi,2.6Gi,78.21580529212952
7.2Gi,4.3Gi,253Mi,103Mi,2.6Gi,2.5Gi,79.30782628059387
7.2Gi,4.6Gi,214Mi,103Mi,2.4Gi,2.2Gi,80.57076621055603
7.2Gi,4.6Gi,255Mi,57Mi,2.3Gi,2.3Gi,81.76869773864746
7.2Gi,4.7Gi,190Mi,84Mi,2.3Gi,2.2Gi,83.12116193771362
7.2Gi,4.6Gi,165Mi,93Mi,2.4Gi,2.2Gi,84.41977977752686
7.2Gi,4.6Gi,158Mi,84Mi,2.4Gi,2.2Gi,85.67483162879944
7.2Gi,4.6Gi,136Mi,93Mi,2.4Gi,2.2Gi,86.93750500679016
7.2Gi,4.6Gi,134Mi,84Mi,2.4Gi,2.2Gi,88.12067794799805
7.2Gi,4.5Gi,265Mi,66Mi,2.4Gi,2.4Gi,89.36817383766174
