total,used,free,log_time
3.6Gi,0B,3.6Gi,4.14700984954834
3.6Gi,0B,3.6Gi,6.087871551513672
3.6Gi,0B,3.6Gi,8.501241445541382
3.6Gi,0B,3.6Gi,10.476948261260986
3.6Gi,0B,3.6Gi,12.346710681915283
3.6Gi,0B,3.6Gi,14.115488767623901
3.6Gi,0B,3.6Gi,15.952802419662476
3.6Gi,0B,3.6Gi,17.638575077056885
3.6Gi,0B,3.6Gi,19.474040508270264
3.6Gi,0B,3.6Gi,21.02375364303589
3.6Gi,0B,3.6Gi,22.966282606124878
3.6Gi,0B,3.6Gi,24.914761781692505
3.6Gi,0B,3.6Gi,26.480797052383423
3.6Gi,0B,3.6Gi,28.2086923122406
3.6Gi,0B,3.6Gi,30.593154430389404
3.6Gi,0B,3.6Gi,32.440616607666016
3.6Gi,0B,3.6Gi,33.76643466949463
3.6Gi,0B,3.6Gi,35.269959926605225
3.6Gi,0B,3.6Gi,36.58710789680481
3.6Gi,0B,3.6Gi,37.89588737487793
3.6Gi,0B,3.6Gi,39.172720432281494
3.6Gi,0B,3.6Gi,40.476460695266724
3.6Gi,0B,3.6Gi,41.80780649185181
3.6Gi,0B,3.6Gi,43.144609212875366
3.6Gi,0B,3.6Gi,44.487104654312134
3.6Gi,0B,3.6Gi,45.9197940826416
3.6Gi,0B,3.6Gi,47.273181200027466
3.6Gi,0B,3.6Gi,48.79416751861572
3.6Gi,0B,3.6Gi,50.26278805732727
3.6Gi,0B,3.6Gi,51.63829255104065
3.6Gi,0B,3.6Gi,52.931406021118164
3.6Gi,0B,3.6Gi,54.480655908584595
3.6Gi,0B,3.6Gi,55.73202633857727
3.6Gi,0B,3.6Gi,57.200225591659546
3.6Gi,0B,3.6Gi,58.60746932029724
3.6Gi,0B,3.6Gi,59.92976188659668
3.6Gi,0B,3.6Gi,61.26423168182373
3.6Gi,0B,3.6Gi,62.658042907714844
3.6Gi,0B,3.6Gi,63.95861196517944
3.6Gi,0B,3.6Gi,65.2421338558197
3.6Gi,0B,3.6Gi,66.56916499137878
3.6Gi,0B,3.6Gi,67.83631420135498
3.6Gi,0B,3.6Gi,69.12269759178162
3.6Gi,0B,3.6Gi,70.45607566833496
3.6Gi,0B,3.6Gi,71.81042098999023
3.6Gi,0B,3.6Gi,73.09283685684204
3.6Gi,0B,3.6Gi,74.43107199668884
3.6Gi,0B,3.6Gi,75.70520281791687
3.6Gi,0B,3.6Gi,76.98101091384888
3.6Gi,0B,3.6Gi,78.24256134033203
3.6Gi,0B,3.6Gi,79.55871844291687
3.6Gi,0B,3.6Gi,80.9264931678772
3.6Gi,0B,3.6Gi,82.20813727378845
3.6Gi,0B,3.6Gi,83.5420606136322
3.6Gi,0B,3.6Gi,84.90100646018982
3.6Gi,0B,3.6Gi,86.16575264930725
3.6Gi,0B,3.6Gi,87.61096262931824
3.6Gi,0B,3.6Gi,88.86525654792786
3.6Gi,0B,3.6Gi,90.14735889434814
3.6Gi,0B,3.6Gi,91.52454566955566
3.6Gi,0B,3.6Gi,92.95098972320557
3.6Gi,0B,3.6Gi,94.29500126838684
3.6Gi,0B,3.6Gi,95.63394975662231
3.6Gi,0B,3.6Gi,97.19790363311768
3.6Gi,0B,3.6Gi,98.533207654953
3.6Gi,0B,3.6Gi,99.84636759757996
3.6Gi,0B,3.6Gi,101.19730234146118
3.6Gi,0B,3.6Gi,102.55776786804199
3.6Gi,0B,3.6Gi,103.92090392112732
3.6Gi,0B,3.6Gi,105.29143285751343
3.6Gi,0B,3.6Gi,106.69586849212646
3.6Gi,0B,3.6Gi,108.18181610107422
3.6Gi,0B,3.6Gi,109.47848629951477
3.6Gi,0B,3.6Gi,111.0368390083313
3.6Gi,0B,3.6Gi,112.32573294639587
3.6Gi,0B,3.6Gi,113.63728833198547
3.6Gi,0B,3.6Gi,114.94684839248657
3.6Gi,0B,3.6Gi,116.24968767166138
3.6Gi,0B,3.6Gi,117.64074754714966
3.6Gi,0B,3.6Gi,118.93661546707153
3.6Gi,0B,3.6Gi,120.30280017852783
3.6Gi,0B,3.6Gi,121.5939576625824
3.6Gi,0B,3.6Gi,123.02006125450134
3.6Gi,0B,3.6Gi,124.50010442733765
3.6Gi,0B,3.6Gi,125.90183281898499
3.6Gi,0B,3.6Gi,127.32197165489197
3.6Gi,0B,3.6Gi,128.77356266975403
3.6Gi,0B,3.6Gi,130.43881940841675
3.6Gi,0B,3.6Gi,132.33839511871338
3.6Gi,0B,3.6Gi,134.45838141441345
3.6Gi,0B,3.6Gi,136.18769788742065
3.6Gi,0B,3.6Gi,138.21015620231628
3.6Gi,0B,3.6Gi,140.0310914516449
3.6Gi,0B,3.6Gi,142.10888481140137
3.6Gi,0B,3.6Gi,143.87933492660522
3.6Gi,0B,3.6Gi,145.93616437911987
3.6Gi,0B,3.6Gi,148.15237617492676
3.6Gi,0B,3.6Gi,149.971666097641
3.6Gi,0B,3.6Gi,152.3357424736023
3.6Gi,2.0Mi,3.6Gi,154.6947681903839
3.6Gi,2.0Mi,3.6Gi,156.64471745491028
3.6Gi,2.0Mi,3.6Gi,158.65624856948853
3.6Gi,2.0Mi,3.6Gi,160.55835390090942
3.6Gi,2.0Mi,3.6Gi,161.93259286880493
