total,used,free,log_time
3.6Gi,1.0Mi,3.6Gi,3.670691728591919
3.6Gi,1.0Mi,3.6Gi,5.703445672988892
3.6Gi,1.0Mi,3.6Gi,7.247568130493164
3.6Gi,1.0Mi,3.6Gi,8.677909851074219
3.6Gi,1.0Mi,3.6Gi,10.061363220214844
3.6Gi,1.0Mi,3.6Gi,11.330656051635742
3.6Gi,1.0Mi,3.6Gi,12.8967125415802
3.6Gi,1.0Mi,3.6Gi,14.397205114364624
3.6Gi,1.0Mi,3.6Gi,16.488462924957275
3.6Gi,1.0Mi,3.6Gi,18.03618097305298
3.6Gi,1.0Mi,3.6Gi,19.553560733795166
3.6Gi,1.0Mi,3.6Gi,21.730424642562866
3.6Gi,1.0Mi,3.6Gi,23.287354469299316
3.6Gi,1.0Mi,3.6Gi,24.969963550567627
3.6Gi,1.0Mi,3.6Gi,26.499637842178345
3.6Gi,1.0Mi,3.6Gi,28.20817494392395
3.6Gi,1.0Mi,3.6Gi,30.08586573600769
3.6Gi,1.0Mi,3.6Gi,31.772128105163574
3.6Gi,1.0Mi,3.6Gi,33.060601472854614
3.6Gi,1.0Mi,3.6Gi,34.69393849372864
3.6Gi,1.0Mi,3.6Gi,36.2269811630249
3.6Gi,1.0Mi,3.6Gi,38.05770015716553
3.6Gi,1.0Mi,3.6Gi,40.07813596725464
3.6Gi,1.0Mi,3.6Gi,41.50029015541077
3.6Gi,1.0Mi,3.6Gi,43.5554621219635
3.6Gi,1.0Mi,3.6Gi,45.265007734298706
3.6Gi,1.0Mi,3.6Gi,46.65943741798401
3.6Gi,1.0Mi,3.6Gi,48.05919599533081
3.6Gi,1.0Mi,3.6Gi,50.22350335121155
3.6Gi,1.0Mi,3.6Gi,51.65924048423767
3.6Gi,1.0Mi,3.6Gi,53.28529191017151
3.6Gi,1.0Mi,3.6Gi,54.670350790023804
3.6Gi,1.0Mi,3.6Gi,56.01846694946289
3.6Gi,1.0Mi,3.6Gi,57.4633584022522
3.6Gi,1.0Mi,3.6Gi,58.93407082557678
3.6Gi,1.0Mi,3.6Gi,60.360432863235474
3.6Gi,1.0Mi,3.6Gi,61.543866872787476
3.6Gi,1.0Mi,3.6Gi,62.71705412864685
3.6Gi,1.0Mi,3.6Gi,64.21310782432556
3.6Gi,1.0Mi,3.6Gi,65.4973247051239
3.6Gi,1.0Mi,3.6Gi,66.660315990448
3.6Gi,1.0Mi,3.6Gi,67.9104585647583
3.6Gi,1.0Mi,3.6Gi,69.37386870384216
3.6Gi,1.0Mi,3.6Gi,70.75742197036743
3.6Gi,1.0Mi,3.6Gi,72.08028173446655
3.6Gi,1.0Mi,3.6Gi,73.46094870567322
3.6Gi,1.0Mi,3.6Gi,74.97886371612549
3.6Gi,1.0Mi,3.6Gi,76.31191658973694
3.6Gi,1.0Mi,3.6Gi,77.47667646408081
3.6Gi,1.0Mi,3.6Gi,78.75766038894653
3.6Gi,1.0Mi,3.6Gi,80.08020734786987
3.6Gi,1.0Mi,3.6Gi,81.38858008384705
3.6Gi,1.0Mi,3.6Gi,82.63390064239502
3.6Gi,1.0Mi,3.6Gi,83.90808820724487
3.6Gi,1.0Mi,3.6Gi,85.09775114059448
3.6Gi,1.0Mi,3.6Gi,86.2855372428894
3.6Gi,1.0Mi,3.6Gi,87.46017980575562
3.6Gi,1.0Mi,3.6Gi,88.8017201423645
3.6Gi,1.0Mi,3.6Gi,90.09169030189514
3.6Gi,1.0Mi,3.6Gi,91.40025877952576
3.6Gi,1.0Mi,3.6Gi,92.5873646736145
3.6Gi,1.0Mi,3.6Gi,93.96095561981201
3.6Gi,1.0Mi,3.6Gi,95.3456723690033
3.6Gi,1.0Mi,3.6Gi,96.63828229904175
3.6Gi,1.0Mi,3.6Gi,97.86748552322388
3.6Gi,1.0Mi,3.6Gi,99.09846997261047
3.6Gi,1.0Mi,3.6Gi,100.44703578948975
3.6Gi,1.0Mi,3.6Gi,101.76241278648376
3.6Gi,1.0Mi,3.6Gi,103.08139443397522
3.6Gi,1.0Mi,3.6Gi,104.29175996780396
3.6Gi,1.0Mi,3.6Gi,105.58034753799438
3.6Gi,1.0Mi,3.6Gi,106.81831002235413
3.6Gi,1.0Mi,3.6Gi,108.1782615184784
3.6Gi,1.0Mi,3.6Gi,109.5468213558197
3.6Gi,1.0Mi,3.6Gi,110.7728476524353
3.6Gi,1.0Mi,3.6Gi,111.98641157150269
3.6Gi,1.0Mi,3.6Gi,113.48491406440735
3.6Gi,1.0Mi,3.6Gi,114.7874584197998
3.6Gi,1.0Mi,3.6Gi,116.04042720794678
3.6Gi,1.0Mi,3.6Gi,117.49089050292969
3.6Gi,1.0Mi,3.6Gi,118.79785776138306
3.6Gi,1.0Mi,3.6Gi,120.17211985588074
3.6Gi,1.0Mi,3.6Gi,121.31747698783875
3.6Gi,1.0Mi,3.6Gi,122.70021033287048
3.6Gi,1.0Mi,3.6Gi,124.0616466999054
3.6Gi,1.0Mi,3.6Gi,125.48727774620056
3.6Gi,1.0Mi,3.6Gi,126.93740606307983
3.6Gi,1.0Mi,3.6Gi,128.15658450126648
3.6Gi,1.0Mi,3.6Gi,129.45514941215515
3.6Gi,1.0Mi,3.6Gi,130.76945638656616
3.6Gi,1.0Mi,3.6Gi,132.02636432647705
3.6Gi,1.0Mi,3.6Gi,133.3233618736267
3.6Gi,1.0Mi,3.6Gi,134.5646767616272
3.6Gi,1.0Mi,3.6Gi,135.8551790714264
3.6Gi,1.0Mi,3.6Gi,137.28822255134583
3.6Gi,1.0Mi,3.6Gi,138.5422489643097
3.6Gi,1.0Mi,3.6Gi,139.9062900543213
3.6Gi,1.0Mi,3.6Gi,141.18539142608643
3.6Gi,1.0Mi,3.6Gi,142.41531467437744
3.6Gi,1.0Mi,3.6Gi,143.6430344581604
3.6Gi,1.0Mi,3.6Gi,145.07110500335693
3.6Gi,1.0Mi,3.6Gi,146.45714950561523
3.6Gi,1.0Mi,3.6Gi,147.77912616729736
3.6Gi,1.0Mi,3.6Gi,149.00498342514038
3.6Gi,1.0Mi,3.6Gi,150.26412892341614
3.6Gi,1.0Mi,3.6Gi,151.67405104637146
3.6Gi,1.0Mi,3.6Gi,153.01992988586426
