time,uptime,jetson_clocks,nvp model,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,GPU1,GPU2,RAM,EMC,SWAP,APE,NVDEC,NVENC,NVJPG,NVJPG1,SE,VIC,fan,Temp CPU,Temp GPU,Temp SOC0,Temp SOC1,Temp SOC2,Temp tj,power cur,power avg,log_time
2024-06-10 16:18:07.962688,0 days 00:53:34.490000,ON,pm_new,16,16,8,7,11,7,0,0,5501756,2,6,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,41.0,40.281,39.937,40.656,41.687,41.687,7172,8308,0.4153304100036621
2024-06-10 16:18:07.962688,0 days 00:53:34.490000,ON,pm_new,16,16,8,7,11,7,0,0,5501756,2,6,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,41.0,40.281,39.937,40.656,41.687,41.687,7172,8308,0.4153304100036621
2024-06-10 16:18:08.744029,0 days 00:53:35.270000,ON,pm_new,71,85,100,50,49,51,0,0,2487360,3,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,41.125,40.343,39.468,40.437,41.406,41.406,7619,7619,1.1963493824005127
2024-06-10 16:18:10.302012,0 days 00:53:36.830000,ON,pm_new,100,94,96,98,100,100,0,0,2488564,3,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,41.125,40.093,39.718,40.406,41.406,41.468,8327,8064,2.7542502880096436
2024-06-10 16:18:11.691723,0 days 00:53:38.220000,ON,pm_new,100,98,98,100,100,100,0,0,2501920,2,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,41.156,40.218,39.593,40.406,41.468,41.375,8525,8314,4.143910646438599
2024-06-10 16:18:13.198680,0 days 00:53:39.720000,ON,pm_new,92,96,100,100,96,100,0,0,2514988,2,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,41.187,40.156,39.687,40.5,41.531,41.531,8604,8410,5.652579069137573
2024-06-10 16:18:14.657077,0 days 00:53:41.180000,ON,pm_new,96,100,100,100,100,100,0,0,2536300,2,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,41.218,40.5,39.625,40.5,41.468,41.5,8643,8488,7.112533807754517
2024-06-10 16:18:16.003200,0 days 00:53:42.530000,ON,pm_new,100,98,98,100,100,100,0,0,2510224,2,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,41.375,40.437,39.5,40.593,41.531,41.531,8407,8484,8.456605195999146
2024-06-10 16:18:17.417799,0 days 00:53:43.940000,ON,pm_new,100,100,100,100,100,100,0,0,2515956,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,41.437,40.093,39.531,40.5,41.5,41.531,8356,8476,9.869951248168945
2024-06-10 16:18:18.785943,0 days 00:53:45.310000,ON,pm_new,100,96,98,100,100,98,0,0,2519804,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,41.187,40.281,39.531,40.5,41.468,41.468,8405,8471,11.238166332244873
