powermode_algo,infer_time_algo,bs_algo,interleaved_power_algo,power_budget,num_train_batches_algo,num_tries_algo,time_budget,arr_rate,powermode_optim,infer_time_optim,bs_optim,interleaved_power_optim,num_train_batches_optim,num_tries_optim
12_2201600_930750000_3199000000,34.71222305297852,16.0,35.6,36.0,4.0,13.0,0.6,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,1.0
12_2201600_930750000_3199000000,34.71222305297852,16.0,35.6,37.0,4.0,13.0,0.6,30.0,8_1958400_1134750000_3199000000,33.257328033447266,16.0,36.902,4.0,1.0
12_2201600_930750000_3199000000,34.71222305297852,16.0,35.6,38.0,4.0,13.0,0.6,30.0,12_1958400_1134750000_3199000000,30.150623321533203,16.0,37.696,4.0,1.0
12_2201600_930750000_3199000000,34.71222305297852,16.0,35.6,39.0,4.0,13.0,0.6,30.0,12_1958400_1134750000_3199000000,30.150623321533203,16.0,37.696,4.0,1.0
12_2201600_1134750000_3199000000,31.05246353149414,16.0,39.503,40.0,4.0,13.0,0.6,30.0,12_1958400_1134750000_3199000000,30.150623321533203,16.0,37.696,4.0,1.0
12_2201600_1134750000_3199000000,31.05246353149414,16.0,39.503,41.0,4.0,13.0,0.6,30.0,12_1958400_1134750000_3199000000,30.150623321533203,16.0,37.696,4.0,1.0
12_2201600_1134750000_3199000000,31.05246353149414,16.0,39.503,42.0,4.0,13.0,0.6,30.0,12_1958400_1134750000_3199000000,30.150623321533203,16.0,37.696,4.0,1.0
12_2201600_1134750000_3199000000,31.05246353149414,16.0,39.503,43.0,4.0,13.0,0.6,30.0,12_1958400_1300500000_3199000000,29.82460880279541,16.0,42.017,5.0,1.0
12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,44.0,5.0,13.0,0.6,30.0,12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,5.0,1.0
12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,45.0,5.0,13.0,0.6,30.0,12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,5.0,1.0
12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,46.0,5.0,13.0,0.6,30.0,12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,5.0,1.0
12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,47.0,5.0,13.0,0.6,30.0,12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,5.0,1.0
12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,48.0,5.0,13.0,0.6,30.0,12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,5.0,1.0
12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,49.0,5.0,13.0,0.6,30.0,12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,5.0,1.0
12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,50.0,5.0,13.0,0.6,30.0,12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,5.0,1.0
,,,,10.0,,25.0,0.7,30.0,,,,,,1.0
,,,,11.0,,25.0,0.7,30.0,,,,,,1.0
,,,,12.0,,25.0,0.7,30.0,,,,,,1.0
,,,,13.0,,25.0,0.7,30.0,,,,,,1.0
,,,,14.0,,25.0,0.7,30.0,,,,,,1.0
8_1344000_114750000_665600000,70.80398178100586,4.0,14.55,15.0,0.0,18.0,0.7,30.0,8_1651200_114750000_665600000,28.968048095703125,1.0,14.851,0.0,1.0
8_1344000_114750000_2133000000,68.49153900146484,4.0,15.454,16.0,0.0,17.0,0.7,30.0,8_1651200_114750000_2133000000,27.62977600097656,1.0,15.754,0.0,1.0
8_1651200_114750000_3199000000,67.21739196777344,4.0,16.557,17.0,0.0,18.0,0.7,30.0,8_729600_318750000_665600000,119.2564811706543,16.0,16.968,1.0,1.0
8_2201600_114750000_3199000000,66.91814422607422,4.0,17.865,18.0,0.0,17.0,0.7,30.0,8_729600_522750000_665600000,106.69152069091795,16.0,17.66,1.0,1.0
8_2201600_114750000_3199000000,66.91814422607422,4.0,17.865,19.0,0.0,17.0,0.7,30.0,8_729600_318750000_2133000000,90.4759521484375,16.0,18.776,1.0,1.0
8_1344000_726750000_665600000,97.85276794433594,16.0,19.577,20.0,1.0,12.0,0.7,30.0,12_1036800_318750000_2133000000,84.81742477416992,16.0,19.5815,1.0,1.0
8_1344000_318750000_2133000000,83.26519775390625,16.0,20.08,21.0,1.0,13.0,0.7,30.0,8_729600_522750000_2133000000,83.8746566772461,16.0,20.964,2.0,1.0
8_1344000_522750000_2133000000,57.09987258911133,16.0,21.684,22.0,2.0,13.0,0.7,30.0,8_1344000_522750000_2133000000,57.09987258911133,16.0,21.684,2.0,1.0
8_1344000_522750000_2133000000,57.09987258911133,16.0,21.684,23.0,2.0,13.0,0.7,30.0,8_1651200_522750000_2133000000,55.39355278015137,16.0,22.784,2.0,1.0
8_1344000_522750000_3199000000,53.92432022094727,16.0,23.1765,24.0,2.0,13.0,0.7,30.0,12_1036800_726750000_2133000000,50.1147689819336,16.0,23.975,2.0,1.0
12_1344000_726750000_2133000000,47.60308837890625,16.0,24.581,25.0,2.0,13.0,0.7,30.0,12_1344000_726750000_2133000000,47.60308837890625,16.0,24.581,2.0,1.0
12_1344000_726750000_2133000000,47.60308837890625,16.0,24.581,26.0,2.0,12.0,0.7,30.0,8_1651200_726750000_2133000000,46.47476768493652,16.0,25.174,3.0,1.0
8_1344000_726750000_3199000000,46.913007736206055,16.0,26.679,27.0,3.0,13.0,0.7,30.0,8_1651200_726750000_2133000000,46.47476768493652,16.0,25.174,3.0,1.0
8_1344000_726750000_3199000000,46.913007736206055,16.0,26.679,28.0,3.0,13.0,0.7,30.0,8_1651200_726750000_3199000000,42.192399978637695,16.0,27.8815,3.0,1.0
8_1958400_726750000_3199000000,40.275726318359375,16.0,28.903,29.0,3.0,13.0,0.7,30.0,8_1958400_726750000_3199000000,40.275726318359375,16.0,28.903,3.0,1.0
8_1958400_726750000_3199000000,40.275726318359375,16.0,28.903,30.0,3.0,13.0,0.7,30.0,8_1958400_726750000_3199000000,40.275726318359375,16.0,28.903,3.0,1.0
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,31.0,3.0,13.0,0.7,30.0,12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,3.0,1.0
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,32.0,3.0,13.0,0.7,30.0,8_1651200_930750000_3199000000,44.71054267883301,16.0,31.384,4.0,1.0
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,33.0,3.0,13.0,0.7,30.0,8_1651200_930750000_3199000000,44.71054267883301,16.0,31.384,4.0,1.0
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,34.0,3.0,13.0,0.7,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,1.0
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,35.0,3.0,13.0,0.7,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,1.0
12_2201600_930750000_3199000000,34.71222305297852,16.0,35.6,36.0,4.0,13.0,0.7,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,1.0
12_2201600_930750000_3199000000,34.71222305297852,16.0,35.6,37.0,4.0,13.0,0.7,30.0,8_1958400_1134750000_3199000000,33.257328033447266,16.0,36.902,4.0,1.0
12_2201600_930750000_3199000000,34.71222305297852,16.0,35.6,38.0,4.0,13.0,0.7,30.0,12_1958400_1134750000_3199000000,30.150623321533203,16.0,37.696,4.0,1.0
12_2201600_930750000_3199000000,34.71222305297852,16.0,35.6,39.0,4.0,13.0,0.7,30.0,12_1958400_1134750000_3199000000,30.150623321533203,16.0,37.696,4.0,1.0
12_2201600_1134750000_3199000000,31.05246353149414,16.0,39.503,40.0,4.0,13.0,0.7,30.0,12_1958400_1134750000_3199000000,30.150623321533203,16.0,37.696,4.0,1.0
12_2201600_1134750000_3199000000,31.05246353149414,16.0,39.503,41.0,4.0,13.0,0.7,30.0,12_1958400_1134750000_3199000000,30.150623321533203,16.0,37.696,4.0,1.0
12_2201600_1134750000_3199000000,31.05246353149414,16.0,39.503,42.0,4.0,13.0,0.7,30.0,12_1958400_1134750000_3199000000,30.150623321533203,16.0,37.696,4.0,1.0
12_2201600_1134750000_3199000000,31.05246353149414,16.0,39.503,43.0,4.0,13.0,0.7,30.0,12_1958400_1300500000_3199000000,29.82460880279541,16.0,42.017,5.0,1.0
12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,44.0,5.0,13.0,0.7,30.0,12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,5.0,1.0
12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,45.0,5.0,13.0,0.7,30.0,12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,5.0,1.0
12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,46.0,5.0,13.0,0.7,30.0,12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,5.0,1.0
12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,47.0,5.0,13.0,0.7,30.0,12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,5.0,1.0
12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,48.0,5.0,13.0,0.7,30.0,12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,5.0,1.0
12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,49.0,5.0,13.0,0.7,30.0,12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,5.0,1.0
12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,50.0,5.0,13.0,0.7,30.0,12_2201600_1300500000_3199000000,28.114720344543457,16.0,43.839,5.0,1.0
,,,,10.0,,25.0,0.8,30.0,,,,,,1.0
,,,,11.0,,25.0,0.8,30.0,,,,,,1.0
,,,,12.0,,25.0,0.8,30.0,,,,,,1.0
,,,,13.0,,25.0,0.8,30.0,,,,,,1.0
,,,,14.0,,25.0,0.8,30.0,,,,,,1.0
8_422400_114750000_665600000,225.374137878418,16.0,14.55,15.0,0.0,12.0,0.8,30.0,8_1651200_114750000_665600000,28.968048095703125,1.0,14.851,0.0,1.0
8_1344000_114750000_2133000000,208.85138702392575,16.0,15.965,16.0,0.0,11.0,0.8,30.0,8_1651200_114750000_2133000000,27.62977600097656,1.0,15.754,0.0,1.0
8_1651200_114750000_3199000000,205.08846282958984,16.0,16.869,17.0,0.0,12.0,0.8,30.0,8_729600_318750000_665600000,119.2564811706543,16.0,16.968,1.0,1.0
8_1958400_114750000_3199000000,204.66015625,16.0,17.67,18.0,0.0,12.0,0.8,30.0,8_729600_522750000_665600000,106.69152069091795,16.0,17.66,1.0,1.0
8_2201600_114750000_3199000000,204.0008316040039,16.0,18.076,19.0,0.0,12.0,0.8,30.0,8_729600_318750000_2133000000,90.4759521484375,16.0,18.776,1.0,1.0
8_1344000_726750000_665600000,97.85276794433594,16.0,19.577,20.0,1.0,12.0,0.8,30.0,12_1036800_318750000_2133000000,84.81742477416992,16.0,19.5815,1.0,1.0
8_1344000_318750000_2133000000,83.26519775390625,16.0,20.08,21.0,1.0,13.0,0.8,30.0,8_729600_522750000_2133000000,83.8746566772461,16.0,20.964,2.0,1.0
8_1344000_522750000_2133000000,57.09987258911133,16.0,21.684,22.0,2.0,13.0,0.8,30.0,8_1344000_522750000_2133000000,57.09987258911133,16.0,21.684,2.0,1.0
8_1344000_522750000_2133000000,57.09987258911133,16.0,21.684,23.0,2.0,13.0,0.8,30.0,8_1651200_522750000_2133000000,55.39355278015137,16.0,22.784,2.0,1.0
8_1344000_522750000_3199000000,53.92432022094727,16.0,23.1765,24.0,2.0,13.0,0.8,30.0,12_1036800_726750000_2133000000,50.1147689819336,16.0,23.975,2.0,1.0
12_1344000_726750000_2133000000,47.60308837890625,16.0,24.581,25.0,2.0,13.0,0.8,30.0,12_1344000_726750000_2133000000,47.60308837890625,16.0,24.581,2.0,1.0
12_1344000_726750000_2133000000,47.60308837890625,16.0,24.581,26.0,2.0,12.0,0.8,30.0,8_1651200_726750000_2133000000,46.47476768493652,16.0,25.174,3.0,1.0
8_1344000_726750000_3199000000,46.913007736206055,16.0,26.679,27.0,3.0,13.0,0.8,30.0,8_1651200_726750000_2133000000,46.47476768493652,16.0,25.174,3.0,1.0
8_1344000_726750000_3199000000,46.913007736206055,16.0,26.679,28.0,3.0,13.0,0.8,30.0,8_1651200_726750000_3199000000,42.192399978637695,16.0,27.8815,3.0,1.0
8_1958400_726750000_3199000000,40.275726318359375,16.0,28.903,29.0,3.0,13.0,0.8,30.0,8_1958400_726750000_3199000000,40.275726318359375,16.0,28.903,3.0,1.0
8_1958400_726750000_3199000000,40.275726318359375,16.0,28.903,30.0,3.0,13.0,0.8,30.0,8_1958400_726750000_3199000000,40.275726318359375,16.0,28.903,3.0,1.0
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,31.0,3.0,13.0,0.8,30.0,12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,3.0,1.0
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,32.0,3.0,13.0,0.8,30.0,8_1651200_930750000_3199000000,44.71054267883301,16.0,31.384,4.0,1.0
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,33.0,3.0,13.0,0.8,30.0,8_1651200_930750000_3199000000,44.71054267883301,16.0,31.384,4.0,1.0
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,34.0,3.0,13.0,0.8,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,1.0
12_2201600_726750000_3199000000,40.10158348083496,16.0,30.392,35.0,3.0,13.0,0.8,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,1.0
12_2201600_930750000_3199000000,34.71222305297852,16.0,35.6,36.0,4.0,13.0,0.8,30.0,8_1958400_930750000_3199000000,33.303823471069336,16.0,33.394,4.0,1.0
12_2201600_930750000_3199000000,34.71222305297852,16.0,35.6,37.0,4.0,13.0,0.8,30.0,8_1958400_1134750000_3199000000,33.257328033447266,16.0,36.902,4.0,1.0
12_2201600_930750000_3199000000,34.71222305297852,16.0,35.6,38.0,4.0,13.0,0.8,30.0,12_1958400_1134750000_3199000000,30.150623321533203,16.0,37.696,4.0,1.0
12_2201600_930750000_3199000000,34.71222305297852,16.0,35.6,39.0,4.0,13.0,0.8,30.0,12_1958400_1134750000_3199000000,30.150623321533203,16.0,37.696,4.0,1.0
12_2201600_1134750000_3199000000,31.05246353149414,16.0,39.503,40.0,4.0,13.0,0.8,30.0,12_1958400_1134750000_3199000000,30.150623321533203,16.0,37.696,4.0,1.0
12_2201600_1134750000_3199000000,31.05246353149414,16.0,39.503,41.0,4.0,13.0,0.8,30.0,12_1958400_1134750000_3199000000,30.150623321533203,16.0,37.696,4.0,1.0
