powermode_algo,infer_time_algo,bs_algo,interleaved_power_algo,power_budget,num_train_batches_algo,num_tries_algo,time_budget,arr_rate,powermode_optim,infer_time_optim,bs_optim,interleaved_power_optim,num_train_batches_optim,num_tries_optim,powermode_nn,infer_time_nn,bs_nn,interleaved_power_nn,num_train_batches_nn,powermode_random,infer_time_random,bs_random,interleaved_power_random,num_train_batches_random,flag,time_scaled,time_cond1,time_cond2,powermode_nn_50,infer_time_nn_50,bs_nn_50,interleaved_power_nn_50,num_train_batches_nn_50,powermode_random_50,infer_time_random_50,bs_random_50,interleaved_power_random_50,num_train_batches_random_50
8_2201600_930750000_3199000000,20.792960166931152,4.0,34.196,39,0.0,13.0,0.5,30.0,12_2201600_930750000_3199000000,19.892831802368164,4.0,35.6,1.0,1.0,12_2201600_726750000_3199000000,17.93832015991211,1.0,30.392,0.0,12_2201600_726750000_3199000000,17.93832015991211,1.0,30.392,0.0,True,0.0179383201599121,0.0512716534932454,0.5381496047973633,12_1036800_726750000_2133000000,35.532958984375,1.0,23.975,-1.0,8_2201600_318750000_3199000000,19.27841567993164,1.0,22.287,0.0
8_2201600_1134750000_3199000000,20.898048400878903,4.0,39.1,40,1.0,13.0,0.5,30.0,12_2201600_930750000_3199000000,19.892831802368164,4.0,35.6,1.0,1.0,12_2201600_726750000_3199000000,17.93832015991211,1.0,30.392,0.0,12_2201600_726750000_3199000000,17.93832015991211,1.0,30.392,0.0,True,0.0179383201599121,0.0512716534932454,0.5381496047973633,12_1036800_726750000_2133000000,35.532958984375,1.0,23.975,-1.0,8_2201600_318750000_3199000000,19.27841567993164,1.0,22.287,0.0
8_2201600_1134750000_3199000000,20.898048400878903,4.0,39.1,41,1.0,13.0,0.5,30.0,12_2201600_930750000_3199000000,19.892831802368164,4.0,35.6,1.0,1.0,12_2201600_726750000_3199000000,17.93832015991211,1.0,30.392,0.0,12_2201600_726750000_3199000000,17.93832015991211,1.0,30.392,0.0,True,0.0179383201599121,0.0512716534932454,0.5381496047973633,12_1036800_726750000_2133000000,35.532958984375,1.0,23.975,-1.0,8_2201600_318750000_3199000000,19.27841567993164,1.0,22.287,0.0
8_2201600_1134750000_3199000000,20.898048400878903,4.0,39.1,42,1.0,13.0,0.5,30.0,12_2201600_930750000_3199000000,19.892831802368164,4.0,35.6,1.0,1.0,12_2201600_726750000_3199000000,17.93832015991211,1.0,30.392,0.0,12_2201600_726750000_3199000000,17.93832015991211,1.0,30.392,0.0,True,0.0179383201599121,0.0512716534932454,0.5381496047973633,12_1036800_726750000_2133000000,35.532958984375,1.0,23.975,-1.0,8_2201600_318750000_3199000000,19.27841567993164,1.0,22.287,0.0
8_2201600_1134750000_3199000000,20.898048400878903,4.0,39.1,43,1.0,13.0,0.5,30.0,12_2201600_930750000_3199000000,19.892831802368164,4.0,35.6,1.0,1.0,12_2201600_726750000_3199000000,17.93832015991211,1.0,30.392,0.0,12_2201600_726750000_3199000000,17.93832015991211,1.0,30.392,0.0,True,0.0179383201599121,0.0512716534932454,0.5381496047973633,12_1036800_726750000_2133000000,35.532958984375,1.0,23.975,-1.0,8_2201600_318750000_3199000000,19.27841567993164,1.0,22.287,0.0
8_2201600_1134750000_3199000000,20.898048400878903,4.0,39.1,44,1.0,13.0,0.5,30.0,12_2201600_1300500000_3199000000,19.83076858520508,4.0,43.839,1.0,1.0,12_2201600_726750000_3199000000,17.93832015991211,1.0,30.392,0.0,12_2201600_726750000_3199000000,17.93832015991211,1.0,30.392,0.0,True,0.0179383201599121,0.0512716534932454,0.5381496047973633,12_1036800_726750000_2133000000,35.532958984375,1.0,23.975,-1.0,8_2201600_318750000_3199000000,19.27841567993164,1.0,22.287,0.0
8_2201600_1134750000_3199000000,20.898048400878903,4.0,39.1,45,1.0,13.0,0.5,30.0,12_2201600_1300500000_3199000000,19.83076858520508,4.0,43.839,1.0,1.0,12_2201600_726750000_3199000000,17.93832015991211,1.0,30.392,0.0,12_2201600_726750000_3199000000,17.93832015991211,1.0,30.392,0.0,True,0.0179383201599121,0.0512716534932454,0.5381496047973633,12_1036800_726750000_2133000000,35.532958984375,1.0,23.975,-1.0,8_2201600_318750000_3199000000,19.27841567993164,1.0,22.287,0.0
8_2201600_1134750000_3199000000,20.898048400878903,4.0,39.1,46,1.0,13.0,0.5,30.0,12_2201600_1300500000_3199000000,19.83076858520508,4.0,43.839,1.0,1.0,12_2201600_726750000_3199000000,17.93832015991211,1.0,30.392,0.0,12_2201600_726750000_3199000000,17.93832015991211,1.0,30.392,0.0,True,0.0179383201599121,0.0512716534932454,0.5381496047973633,12_1036800_726750000_2133000000,35.532958984375,1.0,23.975,-1.0,8_2201600_318750000_3199000000,19.27841567993164,1.0,22.287,0.0
8_2201600_1134750000_3199000000,20.898048400878903,4.0,39.1,47,1.0,13.0,0.5,30.0,12_2201600_1300500000_3199000000,19.83076858520508,4.0,43.839,1.0,1.0,12_2201600_726750000_3199000000,17.93832015991211,1.0,30.392,0.0,12_2201600_726750000_3199000000,17.93832015991211,1.0,30.392,0.0,True,0.0179383201599121,0.0512716534932454,0.5381496047973633,12_1036800_726750000_2133000000,35.532958984375,1.0,23.975,-1.0,8_2201600_318750000_3199000000,19.27841567993164,1.0,22.287,0.0
8_2201600_1134750000_3199000000,20.898048400878903,4.0,39.1,48,1.0,13.0,0.5,30.0,12_2201600_1300500000_3199000000,19.83076858520508,4.0,43.839,1.0,1.0,12_2201600_726750000_3199000000,17.93832015991211,1.0,30.392,0.0,12_2201600_726750000_3199000000,17.93832015991211,1.0,30.392,0.0,True,0.0179383201599121,0.0512716534932454,0.5381496047973633,12_1036800_726750000_2133000000,35.532958984375,1.0,23.975,-1.0,8_2201600_318750000_3199000000,19.27841567993164,1.0,22.287,0.0
