epoch,time,loss,accuracy,epochtime_ms,log_time
0,null,":",null,134451.71875,187.1918830871582
0,null,":",null,1085.2520751953125,188.2810821533203
0,null,":",null,1400.7674560546875,189.68507409095764
0,null,":",null,1821.507568359375,191.50962781906128
0,null,":",null,1186.356689453125,192.69913244247437
0,null,":",null,1553.59228515625,194.27841997146606
0,null,":",null,1612.46875,195.91896390914917
0,null,":",null,1562.663818359375,197.48544907569885
0,null,":",null,1696.5152587890625,199.20173907279968
0,null,":",null,1510.0977783203125,200.74873781204224
0,null,":",null,1333.41943359375,202.08579277992249
0,null,":",null,1300.3328857421875,203.39399218559265
0,null,":",null,1027.531494140625,204.42561435699463
0,null,":",null,1773.1864013671875,206.232004404068
0,null,":",null,1642.5472412109375,207.92682003974915
0,null,":",null,1555.9654541015625,209.490318775177
0,null,":",null,1531.5870361328125,211.02987504005432
0,null,":",null,1273.010986328125,212.30590081214905
0,null,":",null,1450.0843505859375,213.75903010368347
0,null,":",null,1483.392822265625,215.28077936172485
0,null,":",null,1637.868896484375,216.9232931137085
0,null,":",null,1442.6209716796875,218.38052606582642
0,null,":",null,1255.5970458984375,219.64100885391235
0,null,":",null,1695.03369140625,221.3391923904419
0,null,":",null,2012.72998046875,223.3624165058136
0,null,":",null,1347.146240234375,224.71278500556946
0,null,":",null,1670.063720703125,226.39278173446655
0,null,":",null,1327.4779052734375,227.72336602210999
0,null,":",null,1486.2584228515625,229.2159013748169
0,null,":",null,1037.9764404296875,230.25862431526184
0,null,":",null,1994.451416015625,232.25626158714294
0,null,":",null,1605.68505859375,233.86522579193115
0,null,":",null,1098.080078125,234.9786446094513
0,null,":",null,1836.937744140625,236.82295966148376
0,null,":",null,1526.1307373046875,238.3522069454193
0,null,":",null,1555.6922607421875,239.91096830368042
0,null,":",null,1179.99169921875,241.09401416778564
0,null,":",null,1708.5048828125,242.81765937805176
0,null,":",null,1542.284423828125,244.36317443847656
0,null,":",null,991.4830322265625,245.36343932151794
