total,used,free,log_time
3.6Gi,4.0Mi,3.6Gi,2.4127562046051025
3.6Gi,4.0Mi,3.6Gi,3.7887043952941895
3.6Gi,4.0Mi,3.6Gi,5.09492826461792
3.6Gi,4.0Mi,3.6Gi,6.402129650115967
3.6Gi,4.0Mi,3.6Gi,7.724623680114746
3.6Gi,4.0Mi,3.6Gi,9.28078579902649
3.6Gi,4.0Mi,3.6Gi,10.627338409423828
3.6Gi,4.0Mi,3.6Gi,11.890248537063599
3.6Gi,4.0Mi,3.6Gi,13.124106168746948
3.6Gi,4.0Mi,3.6Gi,14.316534757614136
3.6Gi,4.0Mi,3.6Gi,15.488365650177002
3.6Gi,4.0Mi,3.6Gi,16.655856370925903
3.6Gi,4.0Mi,3.6Gi,17.848631620407104
3.6Gi,4.0Mi,3.6Gi,19.046453714370728
3.6Gi,4.0Mi,3.6Gi,20.209425449371338
3.6Gi,4.0Mi,3.6Gi,21.39278769493103
3.6Gi,4.0Mi,3.6Gi,22.567320823669434
3.6Gi,4.0Mi,3.6Gi,23.72722029685974
3.6Gi,4.0Mi,3.6Gi,24.906262159347534
3.6Gi,4.0Mi,3.6Gi,26.09180212020874
3.6Gi,4.0Mi,3.6Gi,27.2756245136261
3.6Gi,4.0Mi,3.6Gi,28.456746578216553
3.6Gi,4.0Mi,3.6Gi,29.63374400138855
3.6Gi,4.0Mi,3.6Gi,30.806233167648315
3.6Gi,4.0Mi,3.6Gi,32.00172472000122
3.6Gi,4.0Mi,3.6Gi,33.16606616973877
3.6Gi,4.0Mi,3.6Gi,34.34337067604065
3.6Gi,4.0Mi,3.6Gi,35.70342516899109
3.6Gi,4.0Mi,3.6Gi,36.89812254905701
3.6Gi,4.0Mi,3.6Gi,38.06532144546509
3.6Gi,4.0Mi,3.6Gi,39.23954772949219
3.6Gi,4.0Mi,3.6Gi,40.41698455810547
3.6Gi,4.0Mi,3.6Gi,41.59152388572693
3.6Gi,4.0Mi,3.6Gi,42.766926288604736
3.6Gi,4.0Mi,3.6Gi,43.942588090896606
3.6Gi,4.0Mi,3.6Gi,45.12749242782593
3.6Gi,4.0Mi,3.6Gi,46.30058312416077
3.6Gi,4.0Mi,3.6Gi,47.46328806877136
3.6Gi,4.0Mi,3.6Gi,48.63478112220764
3.6Gi,4.0Mi,3.6Gi,49.81545376777649
3.6Gi,4.0Mi,3.6Gi,50.98107361793518
3.6Gi,4.0Mi,3.6Gi,52.1553270816803
3.6Gi,4.0Mi,3.6Gi,53.34311652183533
3.6Gi,4.0Mi,3.6Gi,54.511842489242554
3.6Gi,4.0Mi,3.6Gi,55.69150924682617
3.6Gi,4.0Mi,3.6Gi,56.86310410499573
3.6Gi,4.0Mi,3.6Gi,58.04181909561157
3.6Gi,4.0Mi,3.6Gi,59.221601247787476
3.6Gi,4.0Mi,3.6Gi,60.393189907073975
3.6Gi,4.0Mi,3.6Gi,61.57054162025452
3.6Gi,4.0Mi,3.6Gi,62.75565981864929
3.6Gi,4.0Mi,3.6Gi,63.937328815460205
3.6Gi,4.0Mi,3.6Gi,65.1063084602356
3.6Gi,4.0Mi,3.6Gi,66.30485081672668
3.6Gi,4.0Mi,3.6Gi,67.4690363407135
3.6Gi,4.0Mi,3.6Gi,68.6334080696106
3.6Gi,4.0Mi,3.6Gi,69.82182502746582
3.6Gi,4.0Mi,3.6Gi,70.99052882194519
3.6Gi,4.0Mi,3.6Gi,72.15873670578003
3.6Gi,4.0Mi,3.6Gi,73.33148503303528
3.6Gi,4.0Mi,3.6Gi,74.50713157653809
3.6Gi,4.0Mi,3.6Gi,75.67808675765991
3.6Gi,4.0Mi,3.6Gi,76.8521625995636
3.6Gi,4.0Mi,3.6Gi,78.05438089370728
3.6Gi,4.0Mi,3.6Gi,79.22618532180786
3.6Gi,4.0Mi,3.6Gi,80.39202380180359
3.6Gi,4.0Mi,3.6Gi,81.59628200531006
3.6Gi,4.0Mi,3.6Gi,82.77683401107788
3.6Gi,4.0Mi,3.6Gi,83.94320511817932
3.6Gi,4.0Mi,3.6Gi,85.12275624275208
3.6Gi,4.0Mi,3.6Gi,86.32045316696167
3.6Gi,4.0Mi,3.6Gi,87.50588965415955
3.6Gi,4.0Mi,3.6Gi,88.68615007400513
3.6Gi,4.0Mi,3.6Gi,89.8684549331665
3.6Gi,4.0Mi,3.6Gi,91.03223037719727
3.6Gi,4.0Mi,3.6Gi,92.22127199172974
3.6Gi,4.0Mi,3.6Gi,93.38914346694946
3.6Gi,4.0Mi,3.6Gi,94.60250115394592
3.6Gi,4.0Mi,3.6Gi,95.87815856933594
3.6Gi,4.0Mi,3.6Gi,97.11415076255798
3.6Gi,4.0Mi,3.6Gi,98.32882952690125
3.6Gi,4.0Mi,3.6Gi,99.57371497154236
3.6Gi,4.0Mi,3.6Gi,100.82991433143616
3.6Gi,4.0Mi,3.6Gi,102.05474781990051
3.6Gi,4.0Mi,3.6Gi,103.27462863922119
3.6Gi,4.0Mi,3.6Gi,104.55344724655151
3.6Gi,6.0Mi,3.6Gi,106.1204617023468
3.6Gi,6.0Mi,3.6Gi,107.38863062858582
3.6Gi,6.0Mi,3.6Gi,108.60468053817749
3.6Gi,6.0Mi,3.6Gi,109.81051087379456
3.6Gi,6.0Mi,3.6Gi,111.05972719192505
3.6Gi,6.0Mi,3.6Gi,112.29518389701843
3.6Gi,6.0Mi,3.6Gi,113.49958395957947
3.6Gi,6.0Mi,3.6Gi,114.72562098503113
3.6Gi,6.0Mi,3.6Gi,115.98756647109985
