total,used,free,shared,buff/cache,available,log_time
7.2Gi,1.2Gi,4.7Gi,20Mi,1.3Gi,5.7Gi,1.904590129852295
7.2Gi,1.2Gi,4.6Gi,20Mi,1.3Gi,5.7Gi,3.1655964851379395
7.2Gi,1.3Gi,4.6Gi,20Mi,1.3Gi,5.6Gi,4.311481714248657
7.2Gi,1.3Gi,4.6Gi,20Mi,1.3Gi,5.6Gi,5.5343852043151855
7.2Gi,1.4Gi,4.5Gi,20Mi,1.3Gi,5.6Gi,6.712666034698486
7.2Gi,1.4Gi,4.4Gi,20Mi,1.4Gi,5.5Gi,7.815000772476196
7.2Gi,1.5Gi,4.3Gi,20Mi,1.4Gi,5.4Gi,9.006006002426147
7.2Gi,1.6Gi,4.1Gi,20Mi,1.4Gi,5.3Gi,10.177116394042969
7.2Gi,1.8Gi,4.0Gi,20Mi,1.4Gi,5.2Gi,11.410703897476196
7.2Gi,1.9Gi,3.9Gi,20Mi,1.4Gi,5.1Gi,12.626411199569702
7.2Gi,2.1Gi,3.7Gi,20Mi,1.4Gi,4.8Gi,13.722781896591187
7.2Gi,2.1Gi,4.5Gi,20Mi,631Mi,4.8Gi,15.06019139289856
7.2Gi,2.1Gi,4.5Gi,20Mi,602Mi,4.8Gi,16.70012593269348
7.2Gi,2.2Gi,4.3Gi,57Mi,658Mi,4.7Gi,17.960586309432983
7.2Gi,2.2Gi,4.2Gi,103Mi,741Mi,4.6Gi,19.221802949905396
7.2Gi,2.3Gi,4.1Gi,103Mi,769Mi,4.6Gi,20.345783472061157
7.2Gi,2.3Gi,4.1Gi,103Mi,791Mi,4.5Gi,21.443400382995605
7.2Gi,2.4Gi,4.0Gi,103Mi,817Mi,4.5Gi,22.521528720855713
7.2Gi,2.4Gi,4.0Gi,103Mi,849Mi,4.5Gi,23.598488330841064
7.2Gi,2.4Gi,3.9Gi,103Mi,881Mi,4.4Gi,24.67264199256897
7.2Gi,2.5Gi,3.8Gi,103Mi,916Mi,4.4Gi,25.760507822036743
7.2Gi,2.6Gi,3.7Gi,103Mi,942Mi,4.3Gi,26.857465028762817
7.2Gi,2.6Gi,3.6Gi,103Mi,967Mi,4.2Gi,27.94339370727539
7.2Gi,2.7Gi,3.5Gi,103Mi,985Mi,4.2Gi,29.041239738464355
7.2Gi,2.7Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,30.141016006469727
7.2Gi,2.8Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,31.219271659851074
7.2Gi,2.8Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,32.2950119972229
7.2Gi,2.9Gi,3.3Gi,103Mi,1.0Gi,4.0Gi,33.381887674331665
7.2Gi,3.0Gi,3.1Gi,103Mi,1.0Gi,3.9Gi,34.47265028953552
7.2Gi,3.0Gi,3.1Gi,103Mi,1.1Gi,3.8Gi,35.55758047103882
7.2Gi,3.0Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,36.743366718292236
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,37.83294725418091
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.8Gi,38.92008566856384
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.8Gi,40.00012946128845
7.2Gi,3.1Gi,2.9Gi,103Mi,1.2Gi,3.8Gi,41.07608890533447
7.2Gi,3.1Gi,2.9Gi,103Mi,1.2Gi,3.7Gi,42.151038646698
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,43.234673500061035
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,44.31275749206543
7.2Gi,3.2Gi,2.7Gi,103Mi,1.2Gi,3.7Gi,45.397172689437866
7.2Gi,3.2Gi,2.7Gi,103Mi,1.3Gi,3.7Gi,46.475727558135986
7.2Gi,3.2Gi,2.7Gi,103Mi,1.3Gi,3.7Gi,47.55414605140686
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.7Gi,48.632817029953
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,49.727981090545654
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,50.80377793312073
7.2Gi,3.2Gi,2.6Gi,103Mi,1.4Gi,3.6Gi,51.880680322647095
7.2Gi,3.2Gi,2.6Gi,103Mi,1.4Gi,3.6Gi,52.95517301559448
7.2Gi,3.2Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,54.03273630142212
7.2Gi,3.2Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,55.11107921600342
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,56.18548130989075
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,57.26409602165222
7.2Gi,3.3Gi,2.5Gi,103Mi,1.4Gi,3.6Gi,58.339956760406494
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.6Gi,59.42866587638855
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.6Gi,60.52534508705139
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.6Gi,61.61891317367554
7.2Gi,3.3Gi,2.4Gi,103Mi,1.5Gi,3.6Gi,62.706345319747925
7.2Gi,3.3Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,63.78164768218994
7.2Gi,3.3Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,64.85682106018066
7.2Gi,3.4Gi,2.3Gi,103Mi,1.5Gi,3.5Gi,65.93214988708496
7.2Gi,3.4Gi,2.2Gi,103Mi,1.5Gi,3.5Gi,67.01385021209717
7.2Gi,3.4Gi,2.2Gi,103Mi,1.6Gi,3.4Gi,68.10551047325134
7.2Gi,3.5Gi,2.1Gi,103Mi,1.6Gi,3.4Gi,69.19045400619507
7.2Gi,3.5Gi,2.0Gi,103Mi,1.6Gi,3.3Gi,70.41544079780579
7.2Gi,3.6Gi,2.0Gi,103Mi,1.6Gi,3.3Gi,71.51504421234131
7.2Gi,3.6Gi,2.0Gi,103Mi,1.6Gi,3.3Gi,72.59767484664917
7.2Gi,3.7Gi,1.9Gi,103Mi,1.6Gi,3.2Gi,73.67860984802246
7.2Gi,3.7Gi,1.8Gi,103Mi,1.6Gi,3.2Gi,74.76154971122742
7.2Gi,3.7Gi,1.8Gi,103Mi,1.7Gi,3.2Gi,75.83678674697876
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,76.92090344429016
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,78.00593400001526
7.2Gi,3.8Gi,1.7Gi,103Mi,1.7Gi,3.1Gi,79.10902833938599
7.2Gi,3.8Gi,1.6Gi,103Mi,1.7Gi,3.1Gi,80.18698763847351
7.2Gi,3.8Gi,1.6Gi,103Mi,1.7Gi,3.1Gi,81.26843333244324
7.2Gi,3.9Gi,1.5Gi,103Mi,1.8Gi,3.0Gi,82.34765982627869
7.2Gi,4.5Gi,955Mi,103Mi,1.8Gi,2.4Gi,83.4483482837677
7.2Gi,4.9Gi,540Mi,103Mi,1.8Gi,2.0Gi,84.5434205532074
7.2Gi,4.9Gi,509Mi,103Mi,1.8Gi,2.0Gi,85.617999792099
7.2Gi,4.9Gi,467Mi,103Mi,1.8Gi,2.0Gi,86.69799971580505
7.2Gi,4.9Gi,423Mi,103Mi,1.9Gi,2.0Gi,87.78947162628174
7.2Gi,4.9Gi,371Mi,103Mi,1.9Gi,1.9Gi,88.89696002006531
7.2Gi,5.0Gi,318Mi,103Mi,1.9Gi,1.9Gi,89.98756408691406
7.2Gi,5.0Gi,276Mi,103Mi,1.9Gi,1.9Gi,91.09029197692871
7.2Gi,5.1Gi,127Mi,94Mi,1.9Gi,1.7Gi,92.21174335479736
7.2Gi,5.2Gi,117Mi,94Mi,1.9Gi,1.7Gi,93.35650205612183
7.2Gi,5.2Gi,104Mi,94Mi,1.9Gi,1.7Gi,94.49672889709473
7.2Gi,5.2Gi,93Mi,94Mi,1.9Gi,1.7Gi,95.61868047714233
7.2Gi,5.2Gi,137Mi,93Mi,1.9Gi,1.7Gi,96.93079257011414
7.2Gi,5.2Gi,124Mi,94Mi,1.9Gi,1.7Gi,98.46414685249329
7.2Gi,5.2Gi,107Mi,103Mi,1.9Gi,1.7Gi,99.63423800468445
7.2Gi,5.2Gi,105Mi,93Mi,1.9Gi,1.7Gi,100.8063817024231
7.2Gi,5.2Gi,98Mi,94Mi,1.9Gi,1.7Gi,101.96078586578369
7.2Gi,5.0Gi,299Mi,29Mi,1.8Gi,1.9Gi,103.09077906608582
