epoch,Start_time,Stop_time,epochtime_ms,log_time
0,1717176542.6916285,1717176543.4491048,757.4763298034668,4.912233591079712
0,1717176543.7800033,1717176543.8106732,30.6699275970459,5.273802042007446
0,1717176544.2042658,1717176544.2346573,30.391454696655273,5.697786092758179
0,1717176544.5685377,1717176544.5985467,30.009031295776367,6.061675548553467
0,1717176544.6613555,1717176544.691426,30.07054328918457,6.154554843902588
0,1717176544.7528338,1717176544.7829673,30.133485794067383,6.246096134185791
0,1717176544.853187,1717176544.8832242,30.03716468811035,6.346353054046631
0,1717176544.9479845,1717176544.9783998,30.41529655456543,6.441528558731079
0,1717176545.038872,1717176545.0688686,29.996633529663086,6.531997442245483
0,1717176545.132178,1717176545.1626072,30.42912483215332,6.6257359981536865
0,1717176545.2276611,1717176545.258076,30.414819717407227,6.72120475769043
0,1717176545.3203673,1717176545.3505251,30.157804489135742,6.813653945922852
0,1717176545.4162455,1717176545.446417,30.171632766723633,6.9095458984375
0,1717176545.5090373,1717176545.5390644,30.027151107788086,7.002193212509155
0,1717176545.605301,1717176545.6358914,30.590534210205078,7.09902024269104
0,1717176545.701038,1717176545.7313476,30.309677124023438,7.194476366043091
0,1717176545.7973804,1717176545.8277843,30.403852462768555,7.290913105010986
0,1717176545.893075,1717176545.9230049,29.92987632751465,7.386133670806885
0,1717176545.9871764,1717176546.017487,30.310630798339844,7.480615854263306
0,1717176546.0822754,1717176546.1124644,30.189037322998047,7.5755932331085205
0,1717176546.176518,1717176546.2065685,30.05051612854004,7.669697284698486
0,1717176546.2687035,1717176546.2991593,30.455827713012695,7.7622880935668945
0,1717176546.3629773,1717176546.3933449,30.367612838745117,7.856473684310913
0,1717176546.4576886,1717176546.4881542,30.46560287475586,7.951282978057861
0,1717176546.5534427,1717176546.583417,29.97422218322754,8.04654574394226
0,1717176546.6455748,1717176546.6757402,30.165433883666992,8.138869047164917
0,1717176546.7378623,1717176546.7677178,29.85548973083496,8.230846643447876
0,1717176546.8292174,1717176546.8594606,30.2431583404541,8.32258939743042
0,1717176546.9263768,1717176546.9566693,30.292510986328125,8.419798135757446
0,1717176547.0175076,1717176547.047732,30.22456169128418,8.510860919952393
0,1717176547.1101384,1717176547.1402342,30.095815658569336,8.603363037109375
0,1717176547.2058163,1717176547.2360232,30.206918716430664,8.699151992797852
0,1717176547.2963748,1717176547.3263216,29.94680404663086,8.789450407028198
0,1717176547.3894315,1717176547.419556,30.124425888061523,8.882684707641602
0,1717176547.4858525,1717176547.5159643,30.11178970336914,8.979093074798584
0,1717176547.585217,1717176547.6154482,30.231237411499023,9.078577041625977
0,1717176547.679817,1717176547.7096615,29.84452247619629,9.172790288925171
0,1717176547.7714322,1717176547.8013232,29.891014099121094,9.26445198059082
0,1717176547.859863,1717176547.8898983,30.03525733947754,9.353027105331421
0,1717176547.953874,1717176547.9842665,30.39240837097168,9.447395324707031
0,1717176548.0497572,1717176548.0800295,30.272245407104492,9.543158292770386
0,1717176548.1450107,1717176548.1750474,30.03668785095215,9.638176202774048
0,1717176548.2337718,1717176548.2639441,30.172348022460938,9.727072954177856
0,1717176548.3337815,1717176548.364144,30.362606048583984,9.827272891998291
0,1717176548.4272094,1717176548.4575589,30.3494930267334,9.920687675476074
0,1717176548.5188355,1717176548.5492537,30.41815757751465,10.012382507324219
0,1717176548.6123648,1717176548.6427467,30.38191795349121,10.105875492095947
0,1717176548.7016685,1717176548.7316902,30.02166748046875,10.19481897354126
0,1717176548.7994463,1717176548.8297668,30.320405960083008,10.292895555496216
0,1717176548.892029,1717176548.9223063,30.277252197265625,10.385435104370117
0,1717176548.987656,1717176549.017661,30.00497817993164,10.48078989982605
0,1717176549.0817256,1717176549.111925,30.199289321899414,10.575053691864014
0,1717176549.174867,1717176549.205118,30.251026153564453,10.668246746063232
0,1717176549.2678597,1717176549.2987566,30.896902084350586,10.761885404586792
0,1717176549.3586888,1717176549.3886776,29.988765716552734,10.851806402206421
0,1717176549.449353,1717176549.479498,30.144929885864258,10.942626714706421
0,1717176549.5482547,1717176549.5782433,29.988527297973633,11.041372060775757
0,1717176549.645506,1717176549.675748,30.242204666137695,11.138876914978027
0,1717176549.737554,1717176549.7677994,30.245304107666016,11.230928182601929
0,1717176549.8357728,1717176549.8660245,30.251741409301758,11.329153299331665
0,1717176549.9280362,1717176549.958124,30.087709426879883,11.421252727508545
0,1717176550.020582,1717176550.0507998,30.217885971069336,11.513928651809692
0,1717176550.1115177,1717176550.1418424,30.324697494506836,11.604971170425415
0,1717176550.2032151,1717176550.2332582,30.04312515258789,11.69638705253601
0,1717176550.294376,1717176550.3246586,30.28273582458496,11.787787437438965
