total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,2.1875405311584473
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,3.5509352684020996
7.2Gi,2.1Gi,3.1Gi,20Mi,2.0Gi,4.9Gi,4.947092056274414
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,6.277974367141724
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,7.6203813552856445
7.2Gi,2.1Gi,3.0Gi,20Mi,2.0Gi,4.9Gi,8.949439764022827
7.2Gi,2.2Gi,3.0Gi,20Mi,2.0Gi,4.8Gi,10.344528436660767
7.2Gi,2.5Gi,2.7Gi,20Mi,2.0Gi,4.5Gi,11.676337242126465
7.2Gi,2.6Gi,2.6Gi,20Mi,2.0Gi,4.4Gi,12.957173824310303
7.2Gi,2.1Gi,4.5Gi,20Mi,573Mi,4.9Gi,14.805686712265015
7.2Gi,2.1Gi,4.4Gi,20Mi,591Mi,4.8Gi,16.00522780418396
7.2Gi,2.2Gi,4.2Gi,103Mi,703Mi,4.6Gi,17.197585582733154
7.2Gi,2.3Gi,4.2Gi,103Mi,728Mi,4.6Gi,18.395681619644165
7.2Gi,2.3Gi,4.1Gi,103Mi,747Mi,4.6Gi,19.680136680603027
7.2Gi,2.3Gi,4.1Gi,103Mi,777Mi,4.5Gi,20.854642629623413
7.2Gi,2.4Gi,4.0Gi,103Mi,798Mi,4.5Gi,22.046194791793823
7.2Gi,2.4Gi,4.0Gi,103Mi,822Mi,4.5Gi,23.260270357131958
7.2Gi,2.4Gi,3.9Gi,103Mi,839Mi,4.4Gi,24.44041633605957
7.2Gi,2.5Gi,3.9Gi,103Mi,863Mi,4.4Gi,25.62857961654663
7.2Gi,2.5Gi,3.9Gi,103Mi,876Mi,4.4Gi,26.822436571121216
7.2Gi,2.5Gi,3.8Gi,103Mi,892Mi,4.4Gi,28.02681803703308
7.2Gi,2.5Gi,3.7Gi,103Mi,918Mi,4.3Gi,29.209628343582153
7.2Gi,2.6Gi,3.7Gi,103Mi,945Mi,4.3Gi,30.397321462631226
7.2Gi,2.6Gi,3.6Gi,103Mi,968Mi,4.2Gi,31.61586904525757
7.2Gi,2.7Gi,3.5Gi,103Mi,987Mi,4.2Gi,32.79715037345886
7.2Gi,2.8Gi,3.4Gi,103Mi,1.0Gi,4.1Gi,34.09995698928833
7.2Gi,2.8Gi,3.3Gi,103Mi,1.0Gi,4.1Gi,35.282102823257446
7.2Gi,2.9Gi,3.2Gi,103Mi,1.0Gi,4.0Gi,36.48173379898071
7.2Gi,3.0Gi,3.1Gi,103Mi,1.0Gi,3.9Gi,37.67102932929993
7.2Gi,3.1Gi,3.1Gi,103Mi,1.1Gi,3.8Gi,38.87624907493591
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,40.14778709411621
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,41.34906578063965
7.2Gi,3.1Gi,3.0Gi,103Mi,1.1Gi,3.8Gi,42.531652212142944
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.8Gi,43.712305307388306
7.2Gi,3.1Gi,2.9Gi,103Mi,1.1Gi,3.7Gi,44.92381525039673
7.2Gi,3.1Gi,2.9Gi,103Mi,1.2Gi,3.7Gi,46.11872053146362
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,47.30178689956665
7.2Gi,3.2Gi,2.8Gi,103Mi,1.2Gi,3.7Gi,48.504629135131836
7.2Gi,3.2Gi,2.7Gi,103Mi,1.2Gi,3.6Gi,49.705010175704956
7.2Gi,3.2Gi,2.7Gi,103Mi,1.2Gi,3.6Gi,50.887460470199585
7.2Gi,3.2Gi,2.7Gi,103Mi,1.3Gi,3.6Gi,52.068195819854736
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,53.28041338920593
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,54.455888748168945
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,55.63730502128601
7.2Gi,3.2Gi,2.6Gi,103Mi,1.3Gi,3.6Gi,56.84643054008484
