total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.0Gi,2.7Gi,20Mi,2.4Gi,4.9Gi,2.6739838123321533
7.2Gi,2.2Gi,2.5Gi,20Mi,2.4Gi,4.7Gi,4.327607870101929
7.2Gi,2.4Gi,2.4Gi,20Mi,2.4Gi,4.6Gi,5.7025206089019775
7.2Gi,2.5Gi,2.2Gi,20Mi,2.4Gi,4.4Gi,7.162710666656494
7.2Gi,2.6Gi,2.1Gi,57Mi,2.5Gi,4.3Gi,9.327168226242065
7.2Gi,2.8Gi,1.9Gi,103Mi,2.5Gi,4.1Gi,11.383814811706543
7.2Gi,2.9Gi,1.8Gi,103Mi,2.5Gi,4.0Gi,12.76200270652771
7.2Gi,3.0Gi,1.7Gi,103Mi,2.5Gi,3.9Gi,14.066842079162598
7.2Gi,3.1Gi,1.6Gi,103Mi,2.5Gi,3.8Gi,15.376124620437622
7.2Gi,3.3Gi,1.4Gi,103Mi,2.5Gi,3.6Gi,16.765318155288696
7.2Gi,3.4Gi,1.3Gi,103Mi,2.5Gi,3.5Gi,18.182761669158936
7.2Gi,3.5Gi,1.1Gi,103Mi,2.5Gi,3.3Gi,19.744821071624756
7.2Gi,3.7Gi,1.0Gi,103Mi,2.5Gi,3.2Gi,21.17208766937256
7.2Gi,3.8Gi,876Mi,103Mi,2.5Gi,3.1Gi,22.451789617538452
7.2Gi,4.0Gi,714Mi,103Mi,2.5Gi,2.9Gi,23.880781412124634
7.2Gi,4.2Gi,466Mi,103Mi,2.5Gi,2.7Gi,25.201185703277588
7.2Gi,4.3Gi,332Mi,103Mi,2.5Gi,2.5Gi,26.49060845375061
7.2Gi,4.4Gi,264Mi,103Mi,2.5Gi,2.5Gi,27.905469179153442
7.2Gi,4.6Gi,123Mi,66Mi,2.4Gi,2.3Gi,29.50835108757019
7.2Gi,4.6Gi,131Mi,75Mi,2.4Gi,2.3Gi,31.725619077682495
7.2Gi,4.6Gi,104Mi,75Mi,2.4Gi,2.2Gi,33.5970025062561
7.2Gi,4.6Gi,115Mi,75Mi,2.4Gi,2.2Gi,35.16011095046997
7.2Gi,4.6Gi,129Mi,64Mi,2.4Gi,2.3Gi,37.18805909156799
7.2Gi,4.6Gi,119Mi,75Mi,2.4Gi,2.3Gi,39.293814182281494
7.2Gi,4.6Gi,115Mi,77Mi,2.4Gi,2.2Gi,41.26735591888428
7.2Gi,4.6Gi,140Mi,57Mi,2.4Gi,2.3Gi,42.80514097213745
7.2Gi,4.5Gi,302Mi,57Mi,2.4Gi,2.4Gi,44.51856970787048
