time,uptime,jetson_clocks,nvp model,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,GPU1,GPU2,RAM,EMC,SWAP,APE,NVDEC,NVENC,NVJPG,NVJPG1,SE,VIC,fan,Temp CPU,Temp GPU,Temp SOC0,Temp SOC1,Temp SOC2,Temp tj,power cur,power avg,log_time
2024-06-10 06:44:11.939248,0 days 00:10:24.960000,OFF,pm_new,23,76,OFF,OFF,OFF,OFF,0,0,5391012,8,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.5,39.843,39.25,39.968,40.968,40.968,6971,8118,0.543353796005249
2024-06-10 06:44:11.939248,0 days 00:10:24.960000,OFF,pm_new,23,76,OFF,OFF,OFF,OFF,0,0,5391012,8,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.5,39.843,39.25,39.968,40.968,40.968,6971,8118,0.543353796005249
2024-06-10 06:44:12.743016,0 days 00:10:25.770000,OFF,pm_new,93,100,100,100,OFF,OFF,0,0,2372416,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.375,39.312,38.781,39.531,40.531,40.531,8996,8996,1.3468773365020752
2024-06-10 06:44:14.946920,0 days 00:10:27.970000,OFF,pm_new,98,100,100,100,OFF,OFF,0,0,2373304,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.343,39.531,38.687,39.5,40.437,40.437,9434,9028,3.550762176513672
2024-06-10 06:44:16.724441,0 days 00:10:29.750000,OFF,pm_new,96,100,100,100,OFF,OFF,0,0,2384616,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.312,39.281,38.687,39.531,40.562,40.5,9118,9095,5.328248023986816
2024-06-10 06:44:18.410980,0 days 00:10:31.430000,OFF,pm_new,100,100,100,100,OFF,OFF,0,0,2395852,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.343,39.593,38.75,39.781,40.593,40.593,9713,9210,7.014796495437622
2024-06-10 06:44:19.788563,0 days 00:10:32.810000,OFF,pm_new,100,100,100,100,OFF,OFF,0,0,2382860,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.406,39.593,38.781,39.718,40.562,40.625,9395,9275,8.392358303070068
2024-06-10 06:44:21.405262,0 days 00:10:34.430000,OFF,pm_new,96,100,100,100,OFF,OFF,0,0,2385040,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.437,39.468,38.875,39.593,40.718,40.718,9118,9277,10.009057521820068
2024-06-10 06:44:22.755682,0 days 00:10:35.780000,OFF,pm_new,98,100,100,100,OFF,OFF,0,0,2387188,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.531,39.531,38.812,39.531,40.562,40.656,9236,9274,11.359482526779175
2024-06-10 06:44:24.199767,0 days 00:10:37.220000,OFF,pm_new,100,100,100,100,OFF,OFF,0,0,2384684,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.593,39.656,38.843,39.656,40.718,40.687,9354,9281,12.803547143936157
2024-06-10 06:44:25.440074,0 days 00:10:38.460000,OFF,pm_new,100,100,100,100,OFF,OFF,0,0,2385876,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.5,39.593,38.781,39.593,40.656,40.656,9275,9280,14.043873310089111
2024-06-10 06:44:26.720584,0 days 00:10:39.740000,OFF,pm_new,100,100,98,98,OFF,OFF,0,0,2399304,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.468,39.687,38.843,39.687,40.687,40.625,9118,9275,15.324400186538696
2024-06-10 06:44:28.662826,0 days 00:10:41.680000,OFF,pm_new,100,100,100,100,OFF,OFF,0,0,2398332,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.593,39.781,38.875,39.625,40.687,40.687,9354,9272,17.266588926315308
2024-06-10 06:44:30.364491,0 days 00:10:43.390000,OFF,pm_new,100,100,100,100,OFF,OFF,0,0,2398724,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.687,39.531,38.875,39.656,40.656,40.75,9275,9274,18.968353748321533
2024-06-10 06:44:31.720886,0 days 00:10:44.740000,OFF,pm_new,100,100,100,100,OFF,OFF,0,0,2398816,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.5,39.812,38.937,39.718,40.656,40.718,9157,9273,20.324868202209473
2024-06-10 06:44:33.281821,0 days 00:10:46.300000,OFF,pm_new,100,100,100,100,OFF,OFF,0,0,2402268,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.593,39.656,38.937,39.656,40.687,40.781,9196,9269,21.885636568069458
2024-06-10 06:44:34.718122,0 days 00:10:47.740000,OFF,pm_new,100,100,100,100,OFF,OFF,0,0,2402096,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.625,39.593,38.968,39.687,40.718,40.718,9275,9269,23.321929216384888
2024-06-10 06:44:36.151019,0 days 00:10:49.170000,OFF,pm_new,100,100,100,100,OFF,OFF,0,0,2402312,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.406,39.531,38.843,39.687,40.718,40.718,9275,9268,24.754830598831177
2024-06-10 06:44:37.851743,0 days 00:10:50.870000,OFF,pm_new,100,100,100,100,OFF,OFF,0,0,2408524,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.468,39.593,39.031,39.718,40.75,40.75,9315,9265,26.455551624298096
2024-06-10 06:44:39.385519,0 days 00:10:52.410000,OFF,pm_new,98,100,100,100,OFF,OFF,0,0,2408624,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.718,39.531,38.843,39.75,40.75,40.75,9236,9263,27.98927140235901
2024-06-10 06:44:41.166004,0 days 00:10:54.190000,OFF,pm_new,100,100,100,98,OFF,OFF,0,0,2408880,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.375,39.593,38.781,39.75,40.843,40.75,9354,9266,29.769787311553955
2024-06-10 06:44:42.664378,0 days 00:10:55.690000,OFF,pm_new,100,100,100,100,OFF,OFF,0,0,2409560,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.5,39.562,38.812,39.812,40.875,40.625,9118,9263,31.268179416656494
2024-06-10 06:44:44.286952,0 days 00:10:57.310000,OFF,pm_new,100,100,100,100,OFF,OFF,0,0,2410708,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.468,39.656,38.812,39.906,40.718,40.718,9196,9263,32.89079451560974
2024-06-10 06:44:45.578891,0 days 00:10:58.600000,OFF,pm_new,100,100,98,100,OFF,OFF,0,0,2410036,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.562,39.593,38.906,39.906,40.625,40.625,9275,9264,34.18264842033386
2024-06-10 06:44:46.912890,0 days 00:10:59.930000,OFF,pm_new,98,100,100,97,OFF,OFF,0,0,2409272,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.406,39.562,38.875,39.75,40.812,40.812,9197,9263,35.5176362991333
2024-06-10 06:44:48.528328,0 days 00:11:01.550000,OFF,pm_new,100,100,100,98,OFF,OFF,0,0,2410692,0,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.531,39.531,38.906,39.968,40.656,40.687,9236,9265,37.13220548629761
2024-06-10 06:44:50.053696,0 days 00:11:03.080000,OFF,pm_new,100,98,100,100,OFF,OFF,12,12,2686048,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.593,39.875,39.031,39.75,40.781,40.781,9673,9280,38.65748596191406
2024-06-10 06:44:51.789756,0 days 00:11:04.810000,OFF,pm_new,78,64,94,90,OFF,OFF,0,0,2902072,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.687,39.625,39.062,39.75,40.656,40.687,8802,9281,40.395686626434326
