val,frq,min_freq,max_freq,FreqOverride,log_time
11,665000,204000000,665600000,1,0.581165075302124
11,665000,204000000,665600000,1,0.581165075302124
0,2133000,204000000,665600000,1,1.314134120941162
1,2133000,204000000,2133000000,1,2.788743495941162
1,2133000,204000000,2133000000,1,3.9733402729034424
1,2133000,204000000,2133000000,1,5.223863363265991
2,2133000,204000000,2133000000,1,7.3069798946380615
2,2133000,204000000,2133000000,1,8.896788597106934
1,2133000,204000000,2133000000,1,10.247368097305298
1,2133000,204000000,2133000000,1,11.65696907043457
1,2133000,204000000,2133000000,1,12.889030456542969
1,2133000,204000000,2133000000,1,14.12305998802185
1,2133000,204000000,2133000000,1,15.489323377609253
3,2133000,204000000,2133000000,1,16.842947959899902
6,2133000,204000000,2133000000,1,18.163311004638672
32,2133000,204000000,2133000000,1,19.901175022125244
32,2133000,204000000,2133000000,1,21.479796409606934
35,2133000,204000000,2133000000,1,22.96187114715576
36,2133000,204000000,2133000000,1,24.320693731307983
32,2133000,204000000,2133000000,1,25.625946521759033
37,2133000,204000000,2133000000,1,27.085347175598145
34,2133000,204000000,2133000000,1,28.58389711380005
