total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.4Gi,2.4Gi,20Mi,2.3Gi,4.5Gi,1.9011635780334473
7.2Gi,2.7Gi,2.0Gi,93Mi,2.4Gi,4.1Gi,3.1078898906707764
7.2Gi,3.2Gi,1.5Gi,103Mi,2.4Gi,3.7Gi,4.304194688796997
7.2Gi,3.6Gi,1.1Gi,103Mi,2.4Gi,3.3Gi,5.510203838348389
7.2Gi,4.3Gi,476Mi,103Mi,2.4Gi,2.6Gi,6.6987035274505615
7.2Gi,4.6Gi,145Mi,94Mi,2.4Gi,2.3Gi,7.906066179275513
7.2Gi,4.6Gi,135Mi,103Mi,2.4Gi,2.3Gi,9.136628150939941
7.2Gi,4.6Gi,197Mi,94Mi,2.4Gi,2.3Gi,10.352982521057129
7.2Gi,4.6Gi,152Mi,94Mi,2.4Gi,2.3Gi,11.613548994064331
7.2Gi,4.6Gi,144Mi,103Mi,2.4Gi,2.3Gi,12.82912278175354
7.2Gi,4.6Gi,142Mi,103Mi,2.4Gi,2.3Gi,14.03899335861206
7.2Gi,4.6Gi,143Mi,103Mi,2.4Gi,2.3Gi,15.231674909591675
7.2Gi,4.6Gi,142Mi,103Mi,2.4Gi,2.3Gi,16.449920415878296
7.2Gi,4.6Gi,150Mi,94Mi,2.4Gi,2.3Gi,17.692562341690063
7.2Gi,4.6Gi,143Mi,102Mi,2.4Gi,2.3Gi,18.932206869125366
7.2Gi,4.6Gi,141Mi,103Mi,2.4Gi,2.3Gi,20.14644742012024
7.2Gi,4.6Gi,139Mi,103Mi,2.4Gi,2.3Gi,21.341172456741333
7.2Gi,4.6Gi,140Mi,103Mi,2.4Gi,2.3Gi,22.567986488342285
7.2Gi,4.6Gi,149Mi,94Mi,2.4Gi,2.3Gi,23.817256450653076
7.2Gi,4.6Gi,149Mi,94Mi,2.4Gi,2.3Gi,25.04067611694336
7.2Gi,4.6Gi,140Mi,103Mi,2.4Gi,2.3Gi,26.275012254714966
7.2Gi,4.6Gi,139Mi,103Mi,2.4Gi,2.3Gi,27.470714807510376
