total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.1Gi,2.8Gi,20Mi,2.3Gi,4.9Gi,2.0283236503601074
7.2Gi,2.2Gi,2.6Gi,20Mi,2.3Gi,4.7Gi,3.26590633392334
7.2Gi,2.4Gi,2.4Gi,20Mi,2.3Gi,4.5Gi,4.511672019958496
7.2Gi,2.5Gi,2.3Gi,20Mi,2.3Gi,4.4Gi,5.747704267501831
7.2Gi,2.8Gi,2.0Gi,84Mi,2.4Gi,4.1Gi,7.025599718093872
7.2Gi,3.0Gi,1.7Gi,103Mi,2.4Gi,3.8Gi,8.280464887619019
7.2Gi,3.2Gi,1.5Gi,103Mi,2.4Gi,3.6Gi,9.518388748168945
7.2Gi,3.4Gi,1.4Gi,103Mi,2.4Gi,3.5Gi,10.762233972549438
7.2Gi,3.6Gi,1.1Gi,103Mi,2.4Gi,3.2Gi,12.000359773635864
7.2Gi,3.9Gi,824Mi,103Mi,2.4Gi,2.9Gi,13.240931749343872
7.2Gi,4.4Gi,401Mi,103Mi,2.4Gi,2.5Gi,14.493381977081299
7.2Gi,4.7Gi,112Mi,66Mi,2.4Gi,2.2Gi,15.769937753677368
7.2Gi,4.6Gi,150Mi,75Mi,2.4Gi,2.3Gi,17.18190360069275
7.2Gi,4.6Gi,118Mi,84Mi,2.4Gi,2.2Gi,18.44069194793701
7.2Gi,4.6Gi,121Mi,80Mi,2.4Gi,2.2Gi,19.761103868484497
7.2Gi,4.6Gi,117Mi,84Mi,2.4Gi,2.2Gi,21.008574724197388
7.2Gi,4.6Gi,117Mi,84Mi,2.4Gi,2.2Gi,22.297781229019165
7.2Gi,4.6Gi,115Mi,84Mi,2.4Gi,2.2Gi,23.54504656791687
7.2Gi,4.6Gi,116Mi,84Mi,2.4Gi,2.2Gi,24.814157485961914
