time,uptime,jetson_clocks,nvp model,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,GPU1,GPU2,RAM,EMC,SWAP,APE,NVDEC,NVENC,NVJPG,NVJPG1,SE,VIC,fan,Temp CPU,Temp GPU,Temp SOC0,Temp SOC1,Temp SOC2,Temp tj,power cur,power avg,log_time
2024-06-10 15:40:48.906346,0 days 00:16:15.430000,ON,pm_new,8,5,9,9,3,9,0,0,5419596,2,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.718,39.843,39.031,39.968,40.843,40.843,7684,8755,0.38845300674438477
2024-06-10 15:40:48.906346,0 days 00:16:15.430000,ON,pm_new,8,5,9,9,3,9,0,0,5419596,2,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.718,39.843,39.031,39.968,40.843,40.843,7684,8755,0.38845300674438477
2024-06-10 15:40:49.638443,0 days 00:16:16.160000,ON,pm_new,50,90,51,40,43,100,0,0,2373840,3,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.218,39.562,38.906,39.812,40.593,40.625,7893,7893,1.1206789016723633
2024-06-10 15:40:50.990768,0 days 00:16:17.510000,ON,pm_new,100,98,100,100,100,100,0,0,2372724,3,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.75,39.437,38.843,39.812,40.656,40.75,8919,8497,2.472653865814209
2024-06-10 15:40:52.480537,0 days 00:16:19,ON,pm_new,98,100,100,100,100,100,0,0,2384576,2,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.375,39.468,39.0,39.781,40.687,40.687,8959,8767,3.962196111679077
2024-06-10 15:40:53.711625,0 days 00:16:20.240000,ON,pm_new,100,96,92,100,100,100,0,0,2397884,2,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.406,39.593,38.875,39.843,40.625,40.625,9117,8859,5.19326376914978
2024-06-10 15:40:55.055695,0 days 00:16:21.580000,ON,pm_new,100,100,100,100,100,98,39,39,2427596,2,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.562,39.593,38.968,39.687,40.75,40.75,9235,8947,6.537678956985474
2024-06-10 15:40:56.296782,0 days 00:16:22.820000,ON,pm_new,100,96,100,100,100,100,0,0,2394832,2,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.593,39.593,39.062,39.968,40.875,40.875,8841,8952,7.778400421142578
2024-06-10 15:40:57.616411,0 days 00:16:24.140000,ON,pm_new,100,90,98,100,98,100,0,0,2400960,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.625,39.937,38.906,39.812,40.812,40.875,8801,8941,9.098010301589966
2024-06-10 15:40:59.019676,0 days 00:16:25.540000,ON,pm_new,98,100,100,98,98,100,0,0,2403568,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.75,39.562,39.062,39.906,40.843,40.843,8841,8925,10.501285552978516
2024-06-10 15:41:00.548805,0 days 00:16:27.070000,ON,pm_new,100,98,98,100,96,100,0,0,2404252,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.593,39.906,39.0,39.812,40.812,40.812,8802,8916,12.030492782592773
2024-06-10 15:41:01.936042,0 days 00:16:28.460000,ON,pm_new,100,100,96,96,100,96,0,0,2405040,1,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.75,39.812,38.937,39.812,40.812,40.812,8801,8911,13.417709350585938
2024-06-10 15:41:03.428621,0 days 00:16:29.950000,ON,pm_new,100,100,100,100,100,100,0,0,2565176,4,4,OFF,OFF,OFF,OFF,OFF,307,OFF,100.0,40.625,39.75,38.937,39.781,40.75,40.75,9275,8937,14.910267353057861
