total,used,free,shared,buff/cache,available,log_time
7.2Gi,2.0Gi,2.7Gi,20Mi,2.4Gi,4.9Gi,3.444263219833374
7.2Gi,2.1Gi,2.7Gi,20Mi,2.4Gi,4.8Gi,5.376698017120361
7.2Gi,2.2Gi,2.6Gi,20Mi,2.4Gi,4.8Gi,6.920311689376831
7.2Gi,2.3Gi,2.5Gi,20Mi,2.4Gi,4.7Gi,8.454560041427612
7.2Gi,2.3Gi,2.4Gi,20Mi,2.4Gi,4.6Gi,9.993978500366211
7.2Gi,2.4Gi,2.3Gi,20Mi,2.4Gi,4.5Gi,11.45686149597168
7.2Gi,2.5Gi,2.3Gi,20Mi,2.4Gi,4.5Gi,12.887877225875854
7.2Gi,2.5Gi,2.2Gi,20Mi,2.4Gi,4.4Gi,14.616929531097412
7.2Gi,2.6Gi,2.1Gi,48Mi,2.4Gi,4.3Gi,17.008887767791748
7.2Gi,2.8Gi,1.9Gi,93Mi,2.5Gi,4.1Gi,19.329147815704346
7.2Gi,2.9Gi,1.8Gi,103Mi,2.5Gi,3.9Gi,20.952642679214478
7.2Gi,3.1Gi,1.6Gi,103Mi,2.5Gi,3.8Gi,22.527457237243652
7.2Gi,3.2Gi,1.5Gi,103Mi,2.5Gi,3.7Gi,24.10885214805603
7.2Gi,3.3Gi,1.4Gi,103Mi,2.5Gi,3.6Gi,25.754736185073853
7.2Gi,3.4Gi,1.3Gi,103Mi,2.5Gi,3.5Gi,27.30494499206543
7.2Gi,3.5Gi,1.2Gi,103Mi,2.5Gi,3.4Gi,28.806551456451416
7.2Gi,3.7Gi,1.0Gi,103Mi,2.5Gi,3.2Gi,30.417312622070312
7.2Gi,3.8Gi,944Mi,103Mi,2.5Gi,3.1Gi,31.917062997817993
7.2Gi,3.9Gi,798Mi,103Mi,2.5Gi,2.9Gi,33.4872407913208
7.2Gi,4.2Gi,516Mi,103Mi,2.5Gi,2.7Gi,34.99671483039856
7.2Gi,4.3Gi,386Mi,103Mi,2.5Gi,2.5Gi,36.462894916534424
7.2Gi,4.4Gi,308Mi,103Mi,2.5Gi,2.5Gi,37.97627806663513
7.2Gi,4.6Gi,108Mi,76Mi,2.4Gi,2.3Gi,39.59832215309143
7.2Gi,4.6Gi,96Mi,75Mi,2.4Gi,2.2Gi,41.82750177383423
7.2Gi,4.6Gi,145Mi,72Mi,2.4Gi,2.3Gi,43.90545105934143
7.2Gi,4.6Gi,134Mi,57Mi,2.4Gi,2.3Gi,46.22343635559082
7.2Gi,4.6Gi,133Mi,57Mi,2.4Gi,2.3Gi,49.00852417945862
7.2Gi,4.6Gi,138Mi,54Mi,2.4Gi,2.3Gi,51.98299431800842
7.2Gi,4.6Gi,117Mi,75Mi,2.4Gi,2.3Gi,54.077367305755615
7.2Gi,4.6Gi,123Mi,75Mi,2.4Gi,2.3Gi,56.356173276901245
7.2Gi,4.6Gi,123Mi,75Mi,2.4Gi,2.3Gi,58.52016568183899
7.2Gi,4.6Gi,122Mi,75Mi,2.4Gi,2.3Gi,60.794328689575195
