powermode,observed_time,observed_power,predicted_time,predicted_power
2_576000_726750000_2133000000,1236602.272277832,14.8995,705374.9079,16.882830000000002
2_576000_726750000_3199000000,1211093.6543579102,15.851,537780.78978,21.045611
2_576000_726750000_665600000,1377475.3462524414,14.048,1412380.983,14.335167
2_576000_624750000_204000000,2077781.2869873047,13.3945,1766729.5464,13.937906000000002
2_576000_624750000_2133000000,1251623.6486206057,14.9485,715473.64239,16.264139
2_576000_624750000_3199000000,1233481.1594848633,15.45,567717.93156,19.730742
2_576000_624750000_665600000,1396746.428100586,13.947,1396171.1868,14.131886
2_576000_522750000_204000000,2024731.5157470703,13.444,1762873.2732,13.790204
2_576000_522750000_2133000000,1263500.653503418,14.498,732162.73104,16.063336
2_576000_522750000_3199000000,1199861.4705200195,15.654,603242.1096,19.164377
2_576000_522750000_665600000,1414262.5154418943,13.647,1380140.7555,13.986467000000001
2_576000_420750000_204000000,2047727.2109375,13.043,1767401.2629000002,13.687011
2_576000_420750000_2133000000,1267170.0543823242,14.651,759606.23895,16.20939
2_576000_420750000_3199000000,1228357.9939575195,15.256,655810.4553,18.901479
2_576000_420750000_665600000,1391694.421875,13.647,1372982.8983,13.90328
2_576000_318750000_204000000,2054525.4073486328,13.043,1779339.7791,13.718805
2_576000_318750000_2133000000,1274262.910583496,14.651,797522.2905,16.479967000000002
2_576000_318750000_3199000000,1238080.7595825195,15.353,716024.59422,18.98702
2_576000_318750000_665600000,1390979.687866211,13.647,1368784.4897999999,14.0922705
2_576000_216750000_204000000,2031728.056640625,13.045,1791411.6284999999,14.417423000000001
2_576000_216750000_2133000000,1285535.385559082,14.651,857576.6316,16.851775
2_576000_216750000_3199000000,1219874.4544067385,15.554,778401.1840799999,19.171115
2_576000_216750000_665600000,1422788.4426269531,13.647,1373385.0624,14.5105
2_576000_114750000_204000000,2050153.7608642576,12.8435,1804541.4855000002,15.234969
2_576000_114750000_2133000000,1307158.3468017578,14.45,927628.7982,17.223588
2_576000_114750000_3199000000,1275957.594482422,15.554,847313.727,19.40084
2_576000_114750000_665600000,1418485.998474121,13.446,1385035.51251,15.076158
2_729600_1300500000_204000000,1896752.7072753904,17.055,1436174.7543,18.903332
2_729600_1300500000_2133000000,1075507.383178711,18.5105,487504.4187,27.18488
2_729600_1300500000_3199000000,1005617.0577392578,18.9105,403930.25985,32.448533
2_729600_1300500000_665600000,1092651.6348571775,17.809,1099570.9062,20.634377
2_729600_1236750000_204000000,1726674.40234375,17.255,1478966.3421,17.856191
2_729600_1236750000_2133000000,965161.4701538086,17.856,494101.16534999997,25.835338
2_729600_1236750000_3199000000,900043.8909301758,19.46,402110.96874000004,31.127486
2_729600_1236750000_665600000,1084815.531677246,17.456,1123590.7955999998,19.318889
2_729600_1134750000_204000000,1615681.9422607422,16.201,1549911.5814,16.413373
2_729600_1134750000_2133000000,899137.9428100586,17.054,507041.83061999996,23.73974
2_729600_1134750000_3199000000,859485.6631469727,18.258,400491.54756000004,29.081906
2_729600_1134750000_665600000,1115063.5387573242,16.6555,1166053.29282,17.598474999999997
2_729600_1032750000_204000000,1489630.1185913086,15.651,1615849.7550000001,15.432094999999999
2_729600_1032750000_2133000000,848287.0919799805,17.3055,524273.7903,21.738807
2_729600_1032750000_3199000000,840195.4266967773,17.807,398584.94052000006,27.160451000000002
2_729600_1032750000_665600000,954048.9330444336,16.455,1219027.45341,16.189667
2_729600_930750000_204000000,1673441.7395019531,15.245,1632915.1059,14.791834000000001
2_729600_930750000_2133000000,937316.8704223632,16.854,536583.79242,19.885720000000003
2_729600_930750000_3199000000,901133.755218506,17.504,401550.76728000003,25.269475
2_729600_930750000_665600000,1071083.0532226562,15.95,1259401.4823,15.243578
2_729600_828750000_204000000,1730309.031982422,14.7465,1635556.9503,14.364852
2_729600_828750000_2133000000,963654.7104492188,16.349,541929.37149,18.308139
2_729600_828750000_3199000000,902431.8681335448,17.4025,418376.46474,23.406807
2_729600_828750000_665600000,1080622.7323608398,15.549,1256077.9647,14.726241
2_729600_726750000_204000000,1713178.053527832,14.544,1631407.8924,14.135521
2_729600_726750000_2133000000,970737.2926025392,16.052,546804.04194,17.163459
2_729600_726750000_3199000000,879972.6739196777,16.554,435587.35662000004,21.565955000000002
2_729600_726750000_665600000,1059813.5131225586,14.846,1247347.7281199999,14.343449
2_729600_624750000_204000000,1713110.6206054688,14.043,1628082.7875,13.929375
2_729600_624750000_2133000000,952005.6860351562,15.648,560574.14361,16.439484
2_729600_624750000_3199000000,893816.1254577637,16.755,453710.45537999994,19.967678
2_729600_624750000_665600000,1071724.1411743164,14.649,1232027.57028,14.12409
2_729600_522750000_204000000,1712001.1814575195,13.594,1631590.8648,13.773234
2_729600_522750000_2133000000,950224.4930419922,15.651,580448.51046,16.068373
2_729600_522750000_3199000000,884554.0845947266,16.404,491667.50255999994,19.191133
2_729600_522750000_665600000,1078971.852294922,14.649,1216821.8712000002,14.03649
2_729600_420750000_204000000,1718818.2231445312,13.644,1643955.4989000002,13.668263999999999
2_729600_420750000_2133000000,942777.3950195312,15.453,610501.5972900001,16.10659
2_729600_420750000_3199000000,873233.3791503906,16.606,548878.91721,18.875259999999997
2_729600_420750000_665600000,1096585.9762573242,14.45,1211877.576,13.966589
2_729600_318750000_204000000,1720375.7709960938,13.3455,1658531.9634,13.728053
2_729600_318750000_2133000000,967366.1032104492,15.504,654978.5658,16.336130999999998
2_729600_318750000_3199000000,900923.6954956056,16.457,610158.95694,18.887342
2_729600_318750000_665600000,1103339.7249145508,14.248,1216961.06298,13.922387
2_729600_216750000_204000000,1749412.7996826172,13.145,1676713.4748,14.212539000000001
2_729600_216750000_2133000000,968155.3776855468,15.7045,720645.3832500001,16.698537
2_729600_216750000_3199000000,896091.010925293,16.567,672232.57452,19.080398000000002
2_729600_216750000_665600000,1089034.8157348633,14.1485,1226857.73418,14.314093000000002
2_729600_114750000_204000000,1791818.6400146484,13.145,1706773.0407000002,15.077875
2_729600_114750000_2133000000,1180522.1798706057,15.053,800428.85325,17.075650000000003
2_729600_114750000_3199000000,1174088.218322754,15.765,751314.2559,19.305947
2_729600_114750000_665600000,1212210.859375,14.049,1245497.4557999999,14.851967
2_883200_1300500000_204000000,1545622.7091064453,18.155,1297751.8912799999,19.084129
2_883200_1300500000_2133000000,759166.6099853516,19.761,396032.3601,27.58033
2_883200_1300500000_3199000000,713232.1072998047,21.265,364156.14378,32.929344
2_883200_1300500000_665600000,879756.0517578125,19.361,916310.3391,20.906268
2_883200_1236750000_204000000,1444598.5693359375,17.756,1343790.6619799999,18.006234
2_883200_1236750000_2133000000,704545.9925842285,19.4625,388734.45975000004,26.261143
2_883200_1236750000_3199000000,681830.5437927246,20.3625,360856.73871,31.628525
2_883200_1236750000_665600000,829051.9515991211,18.96,938802.5243999999,19.586035
2_883200_1134750000_204000000,1549317.1560668943,16.554,1424242.7316,16.519596
2_883200_1134750000_2133000000,753362.3115539551,18.809,375825.71364,24.187018
2_883200_1134750000_3199000000,709570.7622680664,19.761,357582.51399,29.630432
2_883200_1134750000_665600000,892276.8896179199,18.255,985458.8991,17.790463
2_883200_1032750000_204000000,1543608.4243164062,15.752,1484801.6897999998,15.496525
2_883200_1032750000_2133000000,772152.4158935547,18.258,379058.98601999995,22.259219
2_883200_1032750000_3199000000,703795.1751708984,18.359,362635.43823,27.716623
2_883200_1032750000_665600000,899531.7825927734,16.956,1047903.2811,16.327789
2_883200_930750000_204000000,1537460.811706543,15.748,1495745.4017999999,14.795674000000002
2_883200_930750000_2133000000,770374.0091552734,17.452,388166.78355,20.388236
2_883200_930750000_3199000000,713791.9312744141,18.359,385262.02455000003,25.823871
2_883200_930750000_665600000,886898.1631774902,16.555,1091554.1032500002,15.373093999999998
2_883200_828750000_204000000,1542315.8103027344,15.351,1496136.5991,14.413099
2_883200_828750000_2133000000,764948.2699584961,17.052,397254.22035,18.71894
2_883200_828750000_3199000000,702900.6711425781,18.459,417070.37658,23.974705
2_883200_828750000_665600000,911858.2788085938,16.4045,1090778.5629,14.822072
2_883200_726750000_204000000,1536478.0354003906,14.549,1494879.8904000001,14.15549
2_883200_726750000_2133000000,785941.373840332,16.553,401933.58075,17.495908
2_883200_726750000_3199000000,707715.4453735352,18.008,436919.99598,22.13451
2_883200_726750000_665600000,893636.861328125,15.753,1084871.16621,14.421051
2_883200_624750000_204000000,1509294.0645751953,14.35,1500325.0509000001,13.94852
2_883200_624750000_2133000000,764796.1344604492,16.256,419860.69125000003,16.68235
2_883200_624750000_3199000000,718166.2360839844,17.557,451318.7406,20.429178
2_883200_624750000_665600000,904886.5001220704,15.3535,1071368.4813,14.208836
2_883200_522750000_204000000,1563800.584411621,14.047,1511772.9471,13.793638999999999
2_883200_522750000_2133000000,767810.137878418,16.4575,443827.6947,16.229739
2_883200_522750000_3199000000,687357.7106323242,17.706,478115.6835,19.316404
2_883200_522750000_665600000,908575.3399353029,15.352,1058936.4591,14.113512
2_883200_420750000_204000000,1567802.2498779297,14.147,1532135.8416,13.747516
2_883200_420750000_2133000000,774793.4442749023,16.557,478895.625,16.023497
2_883200_420750000_3199000000,717896.977935791,17.758,523818.16305,18.9041
2_883200_420750000_665600000,886460.657043457,14.951,1066264.3017000002,14.04841
2_883200_318750000_204000000,1515148.137634277,14.148,1551214.4661,13.841736000000001
2_883200_318750000_2133000000,748302.1376342773,16.557,529894.5927599999,16.237979499999998
2_883200_318750000_3199000000,716201.468536377,17.259,567048.0621,18.843787
2_883200_318750000_665600000,871339.6650695801,15.553,1084570.1997,13.999319
2_883200_216750000_204000000,1534924.792236328,13.546,1579309.5318,14.190854
2_883200_216750000_2133000000,760847.6701049805,16.758,597799.7340899999,16.546088
2_883200_216750000_3199000000,720993.5269775391,17.572,613253.73018,19.00135
2_883200_216750000_665600000,863245.9176635742,15.152,1107727.26168,14.20432
2_883200_114750000_204000000,1716547.6215820312,13.546,1648971.2226,14.979581
2_883200_114750000_2133000000,1138962.500732422,15.454,703521.41769,16.93435
2_883200_114750000_3199000000,1137981.8751831057,16.156,701555.79195,19.225564
2_883200_114750000_665600000,1179034.4395141602,14.45,1185910.791,14.851906999999999
2_1036800_1300500000_204000000,1437459.9567260742,18.158,1182105.8886,19.325863000000002
2_1036800_1300500000_2133000000,619916.9497833252,20.863,343500.11826,28.035342
2_1036800_1300500000_3199000000,609107.5927734375,21.566,330152.10852,33.427434
2_1036800_1300500000_665600000,778142.1454162598,19.461,732697.47798,21.221729
2_1036800_1236750000_204000000,1416455.2456054688,17.757,1226717.388,18.175818
2_1036800_1236750000_2133000000,614063.8934020996,20.362,337437.94539,26.724273
2_1036800_1236750000_3199000000,583580.5648193359,21.616,328142.83203,32.152615000000004
2_1036800_1236750000_665600000,763270.7464599609,19.3615,755076.0126,19.894502
2_1036800_1134750000_204000000,1426949.0814819336,16.552,1312897.0998,16.68824
2_1036800_1134750000_2133000000,642745.4425964355,19.26,327936.54075000004,24.692393
2_1036800_1134750000_3199000000,583799.5269165039,20.313,329486.91438000003,30.187428
2_1036800_1134750000_665600000,761344.0539855957,18.36,814771.4796,18.00309
2_1036800_1032750000_204000000,1427930.6583251953,16.55,1357324.9053,15.615086999999999
2_1036800_1032750000_2133000000,644212.8695373535,18.859,323010.58608000004,22.797518
2_1036800_1032750000_3199000000,589889.9599914551,19.562,335622.72354000004,28.283197
2_1036800_1032750000_665600000,778428.8377075195,17.357,883503.7918199999,16.525701
2_1036800_930750000_204000000,1419117.635986328,15.752,1360837.5136199999,14.931901
2_1036800_930750000_2133000000,633372.374420166,18.5105,316228.57266,20.909736000000002
2_1036800_930750000_3199000000,596620.1164855957,18.662,359015.03781,26.400176
2_1036800_930750000_665600000,768885.682220459,17.161,932062.4157,15.592205
2_1036800_828750000_204000000,1412246.1091918943,15.3515,1366365.11271,14.497783
2_1036800_828750000_2133000000,638280.7803039551,17.556,306437.81766,19.17035
2_1036800_828750000_3199000000,591450.146270752,18.81,393706.35954,24.552121
2_1036800_828750000_665600000,758191.8623657227,16.8065,934374.246,14.983229999999999
2_1036800_726750000_204000000,1361907.0775146484,15.0,1377485.4912,14.188925
2_1036800_726750000_2133000000,602694.2339477539,17.6085,294977.68481999997,17.901668
2_1036800_726750000_3199000000,567387.3737792969,18.661,425469.35808,22.720174
2_1036800_726750000_665600000,731436.6489562988,16.556,934702.45635,14.592353
2_1036800_624750000_204000000,1418002.0119628906,14.549,1390277.3976,14.003345999999999
2_1036800_624750000_2133000000,635669.6887207031,16.958,297275.66232,16.99287
2_1036800_624750000_3199000000,593755.4604187012,18.761,451372.66551,20.977213
2_1036800_624750000_665600000,762810.3395690918,16.255,934790.2629,14.341642
2_1036800_522750000_204000000,1454811.3842773438,14.549,1404914.901,13.928417999999999
2_1036800_522750000_2133000000,654523.8553161621,17.059,324255.54876,16.44194
2_1036800_522750000_3199000000,601786.6844482422,18.26,487656.97265999997,19.555014
2_1036800_522750000_665600000,774773.2632751465,16.155,943797.56991,14.221378000000001
2_1036800_420750000_204000000,1387973.9979858398,14.148,1427306.7978,13.935585999999999
2_1036800_420750000_2133000000,637648.5379180908,17.159,361313.40492,16.121263000000003
2_1036800_420750000_3199000000,587805.218963623,17.962,533563.2471,18.981607
2_1036800_420750000_665600000,758306.4197998047,15.754,960946.13862,14.187154
2_1036800_318750000_204000000,1457727.982849121,14.148,1459192.9131,14.070936
2_1036800_318750000_2133000000,654177.7201843262,16.761,417095.54250000004,16.156612
2_1036800_318750000_3199000000,598132.7359313965,18.062,579753.47508,18.864232
2_1036800_318750000_665600000,781091.6928405762,15.553,985282.2759,14.207484000000001
2_1036800_216750000_204000000,1425711.2825927734,13.747,1516522.8701999998,14.382687
2_1036800_216750000_2133000000,651372.7033691406,16.869,503567.54838000005,16.438205000000004
2_1036800_216750000_3199000000,643942.876159668,18.174,645231.3172500001,18.962623
2_1036800_216750000_665600000,742777.304107666,15.453,1041714.9756000001,14.319217
2_1036800_114750000_204000000,1675203.509765625,13.546,1607987.4252,14.955458
2_1036800_114750000_2133000000,1143367.2255859375,15.353,637869.3477,16.807238
2_1036800_114750000_3199000000,1139038.149963379,16.166,743915.2734000001,19.167393
2_1036800_114750000_665600000,1153345.3538208008,14.45,1150627.6228200002,14.90341
2_1190400_1300500000_204000000,1218906.4647216797,19.962,1109352.7146,19.597783
2_1190400_1300500000_2133000000,558585.1044616699,21.714,304984.93311,28.509475
2_1190400_1300500000_3199000000,508949.5849914551,23.121,297981.83766,33.962160000000004
2_1190400_1300500000_665600000,488276.7046813965,24.5915,577503.8092199999,21.567908
2_1190400_1236750000_204000000,1390429.061767578,18.156,1154930.82198,18.39515
2_1190400_1236750000_2133000000,551538.2407531738,21.012,295098.03102,27.211598000000002
2_1190400_1236750000_3199000000,513220.1960449219,22.168,294687.16563,32.713031
2_1190400_1236750000_665600000,700321.266204834,19.76,605113.65174,20.237115000000003
2_1190400_1134750000_204000000,1388580.906982422,17.55,1227162.46692,16.92982
2_1190400_1134750000_2133000000,578332.005279541,20.06,281553.13836000004,25.245482
2_1190400_1134750000_3199000000,518026.8840942383,21.463,293020.73151,30.77008
2_1190400_1134750000_665600000,710073.330871582,18.962,676839.35202,18.257342
2_1190400_1032750000_204000000,1359621.3026123047,16.648,1237332.9618000002,15.801914
2_1190400_1032750000_2133000000,559681.9933776855,18.96,276737.87622,23.34682
2_1190400_1032750000_3199000000,516601.7077331543,20.062,300424.56249000004,28.869863000000002
2_1190400_1032750000_665600000,713322.8811950684,17.955,767657.9624999999,16.82683
2_1190400_930750000_204000000,1265302.3365478516,16.248,1247088.7962,15.127336
2_1190400_930750000_2133000000,517317.9618682861,19.056,275434.7895,21.46274
2_1190400_930750000_3199000000,481823.0281677246,20.655,327057.21984,26.990834
2_1190400_930750000_665600000,623970.5567626953,18.256,800707.1357999999,15.860289
2_1190400_828750000_204000000,1383133.6487426758,15.749,1262601.1905,14.637739999999999
2_1190400_828750000_2133000000,565252.52734375,18.857,272006.12049,19.685458999999998
2_1190400_828750000_3199000000,512147.4146270752,20.064,356948.09904,25.138201000000002
2_1190400_828750000_665600000,695324.5601501465,17.459,809537.1414000001,15.257978999999999
2_1190400_726750000_204000000,1394943.457458496,14.95,1278065.73492,14.31033
2_1190400_726750000_2133000000,564957.2655944824,17.9035,275172.5964,18.352502
2_1190400_726750000_3199000000,514290.8896179199,18.761,394096.28699999995,23.317502
2_1190400_726750000_665600000,693929.4506225586,17.0045,819192.2544,14.841282999999999
2_1190400_624750000_204000000,1363477.4084472656,14.95,1292227.1926199999,14.187775
2_1190400_624750000_2133000000,561090.1036071777,17.961,283426.15236,17.341889
2_1190400_624750000_3199000000,510485.252746582,19.459,435639.57879,21.559086
2_1190400_624750000_665600000,675478.9092712402,16.559,833664.8229,14.550225000000001
2_1190400_522750000_204000000,1380751.7479858398,14.546,1308541.3610099999,14.15573
2_1190400_522750000_2133000000,561549.6685791016,17.6595,292492.01631,16.720080000000003
2_1190400_522750000_3199000000,522541.64462280273,18.962,483933.61419,20.019428
2_1190400_522750000_665600000,688159.0896606445,16.155,849967.2597,14.420453
2_1190400_420750000_204000000,1421714.7701416016,14.148,1336924.43508,14.204379000000001
2_1190400_420750000_2133000000,564398.8425292969,17.26,304297.19931,16.337459
2_1190400_420750000_3199000000,521947.6153717041,18.561,536309.9976,19.128516
2_1190400_420750000_665600000,704014.3488769531,16.054,870167.6723999999,14.431646
2_1190400_318750000_204000000,1414588.0267333984,14.148,1389941.0343,14.35367
2_1190400_318750000_2133000000,560331.4715576172,17.307,345212.87268000003,16.122328
2_1190400_318750000_3199000000,530621.967376709,18.776,597215.7087,18.922189999999997
